"Dnase1l2"	"GO:0001942;GO:0003335;GO:0004518;GO:0004519;GO:0004536;GO:0005576;GO:0005634;GO:0005737;GO:0006308;GO:0016787;GO:0046872"
"Dnase1l3"	"GO:0003677;GO:0004518;GO:0004519;GO:0004520;GO:0004536;GO:0005576;GO:0005634;GO:0005783;GO:0006308;GO:0006309;GO:0006915;GO:0010623;GO:0012501;GO:0016787"
"Dnase2a"	"GO:0000737;GO:0004518;GO:0004519;GO:0004520;GO:0004531;GO:0005764;GO:0006259;GO:0006308;GO:0006309;GO:0006915;GO:0007275;GO:0016787;GO:0030218;GO:0070062"
"Dnd1"	"GO:0000166;GO:0003676;GO:0003723;GO:0005515;GO:0005634;GO:0005737;GO:0007275;GO:0007281;GO:0017091;GO:0060965"
"Dner"	"GO:0005112;GO:0005509;GO:0005769;GO:0005886;GO:0007219;GO:0007220;GO:0007275;GO:0010001;GO:0016020;GO:0016021;GO:0030154;GO:0030425;GO:0043025;GO:0048741"
"Dnhd1"	"GO:0003674;GO:0008150;GO:0070062"
"Dnlz"	"GO:0005739;GO:0006457;GO:0008270;GO:0030150;GO:0046872;GO:0050821;GO:0051087"
"Dnm1"	"GO:0000166;GO:0000266;GO:0001917;GO:0002031;GO:0003374;GO:0003924;GO:0005515;GO:0005525;GO:0005737;GO:0005794;GO:0005856;GO:0005874;GO:0005886;GO:0006897;GO:0006898;GO:0007032;GO:0007605;GO:0008017;GO:0008021;GO:0008022;GO:0008344;GO:0016787;GO:0019901;GO:0030117;GO:0031623;GO:0031749;GO:0031966;GO:0032403;GO:0042802;GO:0043196;GO:0043209;GO:0043234;GO:0044822;GO:0045202;GO:0046983;GO:0050998;GO:0051262;GO:0051932;GO:0061025;GO:0070062;GO:0072583;GO:1901998;GO:1903423"
"Dnm1l"	"GO:0000139;GO:0000166;GO:0000266;GO:0001836;GO:0003374;GO:0003924;GO:0005515;GO:0005525;GO:0005737;GO:0005739;GO:0005741;GO:0005777;GO:0005783;GO:0005794;GO:0005829;GO:0005874;GO:0005903;GO:0005905;GO:0006897;GO:0007005;GO:0008017;GO:0008289;GO:0008637;GO:0010821;GO:0012501;GO:0015630;GO:0016020;GO:0016559;GO:0016787;GO:0017137;GO:0030054;GO:0030742;GO:0031410;GO:0031625;GO:0032459;GO:0042802;GO:0042803;GO:0043065;GO:0043231;GO:0043234;GO:0043653;GO:0045202;GO:0048312;GO:0048471;GO:0050714;GO:0051259;GO:0051289;GO:0060047;GO:0061025;GO:0070266;GO:0070584;GO:0070585;GO:0090141;GO:0090149;GO:0090200;GO:0099073;GO:0099503;GO:1900063;GO:1903146;GO:1903578;GO:2001244"
"Dnm2"	"GO:0000139;GO:0000166;GO:0000266;GO:0001891;GO:0001917;GO:0002031;GO:0003281;GO:0003374;GO:0003924;GO:0005515;GO:0005525;GO:0005634;GO:0005737;GO:0005768;GO:0005794;GO:0005802;GO:0005813;GO:0005829;GO:0005856;GO:0005874;GO:0005886;GO:0005905;GO:0005925;GO:0006893;GO:0006897;GO:0006898;GO:0006909;GO:0008017;GO:0010592;GO:0016020;GO:0016787;GO:0017124;GO:0019901;GO:0030027;GO:0030054;GO:0030426;GO:0030512;GO:0030516;GO:0031410;GO:0031623;GO:0031749;GO:0031966;GO:0032403;GO:0032587;GO:0033572;GO:0035020;GO:0035904;GO:0036312;GO:0042995;GO:0043234;GO:0044351;GO:0045202;GO:0045211;GO:0045334;GO:0045429;GO:0045807;GO:0048471;GO:0048812;GO:0050699;GO:0050766;GO:0050998;GO:0060976;GO:0061025;GO:0070062;GO:1900026;GO:1902856;GO:1903351;GO:1903358;GO:1903408;GO:1903526"
"Dnm3"	"GO:0000166;GO:0000266;GO:0001917;GO:0003374;GO:0003924;GO:0005515;GO:0005525;GO:0005737;GO:0005739;GO:0005794;GO:0005856;GO:0005874;GO:0006897;GO:0007416;GO:0008017;GO:0014069;GO:0016787;GO:0030424;GO:0031623;GO:0031798;GO:0031802;GO:0031966;GO:0043083;GO:0043197;GO:0044327;GO:0045202;GO:0046847;GO:0048471;GO:0050998;GO:0051491;GO:0061001;GO:0061002;GO:0061025;GO:0070062"
"Dnmbp"	"GO:0005085;GO:0005089;GO:0005515;GO:0005737;GO:0005794;GO:0005856;GO:0007264;GO:0030054;GO:0035023;GO:0035556;GO:0043547;GO:0045202"
"Dnmt1"	"GO:0000122;GO:0000792;GO:0003677;GO:0003682;GO:0003690;GO:0003723;GO:0003824;GO:0003886;GO:0005515;GO:0005634;GO:0005657;GO:0005721;GO:0005737;GO:0006306;GO:0006351;GO:0006355;GO:0007265;GO:0008152;GO:0008168;GO:0008270;GO:0008327;GO:0009008;GO:0010216;GO:0010424;GO:0010468;GO:0010628;GO:0016458;GO:0016569;GO:0016740;GO:0019904;GO:0030331;GO:0032259;GO:0032776;GO:0042127;GO:0042493;GO:0042826;GO:0043025;GO:0043045;GO:0043234;GO:0044026;GO:0045322;GO:0045892;GO:0046498;GO:0046499;GO:0046500;GO:0046872;GO:0051571;GO:0051573;GO:0051718;GO:0071230;GO:0071560;GO:0090116;GO:0090309;GO:1990841"
"Dnmt3a"	"GO:0000122;GO:0000775;GO:0000791;GO:0000792;GO:0001741;GO:0003677;GO:0003682;GO:0003886;GO:0005515;GO:0005634;GO:0005654;GO:0005720;GO:0005737;GO:0006306;GO:0006346;GO:0006349;GO:0006351;GO:0006355;GO:0007283;GO:0008168;GO:0009008;GO:0010216;GO:0010424;GO:0010468;GO:0010942;GO:0016363;GO:0016569;GO:0016740;GO:0032259;GO:0032776;GO:0042802;GO:0043045;GO:0043046;GO:0044027;GO:0045322;GO:0046498;GO:0046499;GO:0046872;GO:0051718;GO:0071230"
"Dnmt3b"	"GO:0000122;GO:0000775;GO:0000792;GO:0003677;GO:0003682;GO:0003714;GO:0003886;GO:0005515;GO:0005634;GO:0005654;GO:0005720;GO:0005737;GO:0006306;GO:0006346;GO:0006349;GO:0008168;GO:0009008;GO:0010424;GO:0010468;GO:0010628;GO:0016740;GO:0031503;GO:0032259;GO:0042826;GO:0043045;GO:0043231;GO:0045322;GO:0045666;GO:0045814;GO:0045892;GO:0046498;GO:0046499;GO:0046872;GO:0051571;GO:0051573;GO:0051718;GO:0060821;GO:0071230"
"Dnmt3l"	"GO:0000794;GO:0001701;GO:0001890;GO:0005515;GO:0005634;GO:0005720;GO:0005737;GO:0005829;GO:0006306;GO:0007283;GO:0008047;GO:0010529;GO:0019899;GO:0030234;GO:0032259;GO:0045892;GO:0046872;GO:0060718;GO:0071514"
"Dnpep"	"GO:0004177;GO:0005576;GO:0005634;GO:0005654;GO:0005737;GO:0006508;GO:0006518;GO:0008233;GO:0008237;GO:0008270;GO:0016787;GO:0042802;GO:0046872;GO:0070006;GO:0072562"
"Dnph1"	"GO:0005634;GO:0005737;GO:0008152;GO:0009117;GO:0009159;GO:0016787;GO:0016798;GO:0030307;GO:0042802;GO:0042803;GO:0050144;GO:0070062;GO:0070694"
"Dnttip1"	"GO:0000118;GO:0003677;GO:0005634;GO:0005654;GO:0005730;GO:0006351;GO:0006355;GO:0008047;GO:0031491;GO:0042803"
"Dnttip2"	"GO:0005634;GO:0005730;GO:0006351;GO:0006355;GO:0008150;GO:0044822"
"Doc2a"	"GO:0005509;GO:0005544;GO:0005764;GO:0005886;GO:0006887;GO:0006906;GO:0007268;GO:0016020;GO:0017158;GO:0019905;GO:0030054;GO:0030276;GO:0031410;GO:0043005;GO:0045202;GO:0048791"
"Doc2b"	"GO:0005509;GO:0005515;GO:0005544;GO:0005737;GO:0005886;GO:0006906;GO:0008104;GO:0016020;GO:0017158;GO:0019905;GO:0030276;GO:0031201;GO:0031340;GO:0032024;GO:0045956;GO:0048791"
"Doc2g"	"GO:0005509;GO:0005544;GO:0005886;GO:0006906;GO:0016020;GO:0017158;GO:0019905;GO:0030276;GO:0048791"
"Dock1"	"GO:0002244;GO:0005085;GO:0005096;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0006909;GO:0006915;GO:0007010;GO:0007264;GO:0010634;GO:0016020;GO:0016477;GO:0017124;GO:0032045;GO:1900026"
"Dock10"	"GO:0005085;GO:0005089;GO:0007264;GO:0016020;GO:0017048;GO:0030334;GO:0070062"
"Dock11"	"GO:0005085;GO:0005089;GO:0005575;GO:0007264;GO:0017048"
"Dock2"	"GO:0001766;GO:0001768;GO:0001771;GO:0002277;GO:0005085;GO:0005096;GO:0005737;GO:0005856;GO:0006935;GO:0007010;GO:0007264;GO:0016020;GO:0030036;GO:0030676;GO:0035022;GO:0042098;GO:0042110;GO:0042608;GO:0044351;GO:0045059;GO:0045060;GO:0046631;GO:0046633;GO:0050766;GO:0070062"
"Dock3"	"GO:0005085;GO:0005515;GO:0005737;GO:0007264;GO:0017124"
"Dock4"	"GO:0005085;GO:0005096;GO:0005737;GO:0005829;GO:0005886;GO:0007264;GO:0016020;GO:0017124;GO:0030165;GO:0030971;GO:0032420;GO:0032421;GO:0048365;GO:0060326;GO:1904694;GO:1904754"
"Dock5"	"GO:0005085;GO:0005737;GO:0005886;GO:0007264;GO:0010634;GO:0016020;GO:1900026;GO:1904694;GO:1904754"
"Dock6"	"GO:0003674;GO:0005085;GO:0005737;GO:0007264;GO:0008150"
"Dock7"	"GO:0000226;GO:0002244;GO:0005085;GO:0005515;GO:0005925;GO:0007264;GO:0007275;GO:0007399;GO:0007409;GO:0008180;GO:0022027;GO:0030154;GO:0031175;GO:0033138;GO:0042995;GO:0043473;GO:0045200;GO:0048365;GO:0050767;GO:0090630;GO:1904754"
"Dock8"	"GO:0001771;GO:0005085;GO:0007264;GO:0016020;GO:0031252;GO:0036336;GO:0061485;GO:0070233"
"Dock9"	"GO:0005085;GO:0005089;GO:0005913;GO:0007264;GO:0016020;GO:0017048;GO:0098609;GO:0098641"
"Dohh"	"GO:0004497;GO:0005575;GO:0008612;GO:0016491;GO:0019135;GO:0046872;GO:0055114"
"Dok1"	"GO:0000165;GO:0005057;GO:0005158;GO:0005515;GO:0005622;GO:0005634;GO:0005737;GO:0007169;GO:0007265;GO:0035556"
"Dok2"	"GO:0000165;GO:0005057;GO:0005068;GO:0005158;GO:0005622;GO:0007169;GO:0007265"
"Dok3"	"GO:0005158;GO:0005515;GO:0005737;GO:0005886;GO:0007265;GO:0016020"
"Dok4"	"GO:0000165;GO:0005057;GO:0005158;GO:0007169;GO:0007399"
"Dok5"	"GO:0000165;GO:0005057;GO:0005158;GO:0005515;GO:0007169;GO:0007399;GO:0051386"
"Dok6"	"GO:0003674;GO:0005158;GO:0005575;GO:0008150"
"Dok7"	"GO:0001934;GO:0005158;GO:0005515;GO:0005886;GO:0007528;GO:0008289;GO:0016020;GO:0019901;GO:0030054;GO:0031594;GO:0035091;GO:0043113;GO:0045202;GO:0061098"
"Dolk"	"GO:0004168;GO:0005783;GO:0016020;GO:0016021;GO:0016301;GO:0016310;GO:0016740;GO:0030176;GO:0043048"
"Dolpp1"	"GO:0005783;GO:0006487;GO:0008610;GO:0016020;GO:0016021;GO:0016787;GO:0030176;GO:0047874"
"Donson"	"GO:0003674;GO:0005634;GO:0007275;GO:0033260"
"Dopey1"	"GO:0003674;GO:0005768;GO:0005802;GO:0006810;GO:0006895;GO:0015031"
"Dopey2"	"GO:0003674;GO:0005768;GO:0005802;GO:0006810;GO:0006895;GO:0015031;GO:0050890;GO:0070062"
"Dot1l"	"GO:0000077;GO:0005634;GO:0005654;GO:0006281;GO:0006348;GO:0008134;GO:0008284;GO:0018024;GO:0031151;GO:0034729;GO:0042054;GO:0043234;GO:0045944;GO:0046425;GO:2000677"
"Dpagt1"	"GO:0003975;GO:0003976;GO:0005783;GO:0005789;GO:0006047;GO:0006487;GO:0006488;GO:0006489;GO:0008963;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0019348;GO:0043231"
"Dpep1"	"GO:0005886;GO:0006508;GO:0008233;GO:0008235;GO:0008237;GO:0008239;GO:0008270;GO:0016020;GO:0016787;GO:0016805;GO:0016999;GO:0030336;GO:0031225;GO:0035690;GO:0042995;GO:0043027;GO:0043066;GO:0043154;GO:0045177;GO:0046872;GO:0050667;GO:0070062;GO:0070573;GO:0072341"
"Dpf1"	"GO:0003676;GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0007399;GO:0008270;GO:0046872;GO:0071565"
"Dpf2"	"GO:0000790;GO:0000978;GO:0003676;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0006351;GO:0006355;GO:0006915;GO:0008270;GO:0043231;GO:0046872;GO:0090544"
"Dpf3"	"GO:0003676;GO:0005634;GO:0006351;GO:0006355;GO:0007399;GO:0008270;GO:0016569;GO:0046872;GO:0071565"
"Dph1"	"GO:0005515;GO:0005634;GO:0005737;GO:0008283;GO:0017183"
"Dph2"	"GO:0005515;GO:0005575;GO:0017183;GO:0090560"
"Dph3"	"GO:0005634;GO:0005654;GO:0005737;GO:0046872;GO:0050709;GO:0051099"
"Dph5"	"GO:0004164;GO:0005575;GO:0008152;GO:0008168;GO:0016740;GO:0017183;GO:0032259"
"Dph6"	"GO:0000166;GO:0005524;GO:0005634;GO:0005730;GO:0016874;GO:0017178;GO:0031647;GO:1903955"
"Dph7"	"GO:0003674;GO:0005575;GO:0016787;GO:0017183;GO:0061685"
"Dpm1"	"GO:0004169;GO:0004582;GO:0005537;GO:0005634;GO:0005783;GO:0005789;GO:0006487;GO:0006506;GO:0016020;GO:0019348;GO:0019673;GO:0033185;GO:0035268;GO:0035269;GO:0043178;GO:0043231"
"Dpm2"	"GO:0000506;GO:0004582;GO:0005515;GO:0005783;GO:0005789;GO:0006506;GO:0016020;GO:0016021;GO:0019348;GO:0030176;GO:0030234;GO:0031647;GO:0033185;GO:0035269;GO:0048471"
"Dpm3"	"GO:0004582;GO:0005783;GO:0005789;GO:0006506;GO:0016020;GO:0016021;GO:0030176;GO:0031647;GO:0033185;GO:0035269"
"Dpp10"	"GO:0005886;GO:0006508;GO:0008076;GO:0008236;GO:0008239;GO:0015459;GO:0016020;GO:0016021;GO:0072659;GO:0090004;GO:1901379"
"Dpp3"	"GO:0004177;GO:0005654;GO:0005737;GO:0005886;GO:0006508;GO:0008233;GO:0008237;GO:0008239;GO:0008270;GO:0016787;GO:0046872;GO:0070062"
"Dpp4"	"GO:0001618;GO:0001662;GO:0001666;GO:0002020;GO:0002709;GO:0004177;GO:0004252;GO:0005102;GO:0005518;GO:0005576;GO:0005765;GO:0005783;GO:0005794;GO:0005886;GO:0005925;GO:0006508;GO:0007155;GO:0008233;GO:0008236;GO:0008239;GO:0008284;GO:0009986;GO:0010716;GO:0016020;GO:0016021;GO:0016324;GO:0016787;GO:0030027;GO:0030054;GO:0030139;GO:0031295;GO:0033632;GO:0035641;GO:0036343;GO:0042110;GO:0042277;GO:0042802;GO:0042803;GO:0042995;GO:0043542;GO:0046581;GO:0051234;GO:0070062;GO:0071438"
"Dpp6"	"GO:0005515;GO:0005886;GO:0006508;GO:0008076;GO:0008236;GO:0009986;GO:0015459;GO:0016020;GO:0016021;GO:0019228;GO:0042391;GO:0043025;GO:0043266;GO:0043268;GO:0070062;GO:0072659;GO:0090004;GO:1901379;GO:1901381"
"Dpp7"	"GO:0004177;GO:0004185;GO:0005576;GO:0005764;GO:0005794;GO:0005829;GO:0006508;GO:0008233;GO:0008236;GO:0008239;GO:0016787;GO:0031410;GO:0031982;GO:0043231;GO:0070062"
"Dpp8"	"GO:0003674;GO:0004177;GO:0005654;GO:0005737;GO:0006508;GO:0008233;GO:0008236;GO:0016787"
"Dpp9"	"GO:0004177;GO:0005737;GO:0006508;GO:0008233;GO:0008236;GO:0016787;GO:0042802"
"Dppa1"	"GO:0003674;GO:0005575;GO:0008150"
"Dppa2"	"GO:0003682;GO:0005634;GO:0006351;GO:0006355;GO:0019827;GO:0031060;GO:0060484;GO:2000648"
"Dpy19l1"	"GO:0000030;GO:0005637;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0018406"
"Dpy19l2"	"GO:0000030;GO:0005634;GO:0005637;GO:0007275;GO:0007283;GO:0007286;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0018406;GO:0030154"
"Dpy19l3"	"GO:0000030;GO:0005637;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0018406"
"Dpy19l4"	"GO:0000030;GO:0005637;GO:0016020;GO:0016021;GO:0016740;GO:0016757;GO:0018406"
"Dpy30"	"GO:0005634;GO:0005654;GO:0005794;GO:0005802;GO:0006348;GO:0006351;GO:0006355;GO:0016197;GO:0016569;GO:0035097;GO:0042800;GO:0042802;GO:0042803;GO:0044666;GO:0048188;GO:0051568"
"Dpyd"	"GO:0000166;GO:0002058;GO:0003824;GO:0004159;GO:0005506;GO:0005737;GO:0005829;GO:0006145;GO:0006208;GO:0006210;GO:0006212;GO:0006214;GO:0007584;GO:0007623;GO:0014070;GO:0016491;GO:0016627;GO:0017113;GO:0019860;GO:0042493;GO:0042803;GO:0046872;GO:0050661;GO:0051536;GO:0051539;GO:0055114;GO:0071949"
"Dpys"	"GO:0002058;GO:0002059;GO:0004157;GO:0005737;GO:0005829;GO:0006208;GO:0006210;GO:0006212;GO:0008270;GO:0016597;GO:0016787;GO:0016810;GO:0019482;GO:0019860;GO:0046872;GO:0051219;GO:0051260;GO:0051289;GO:0070062"
"Dpysl2"	"GO:0005515;GO:0005737;GO:0005739;GO:0005829;GO:0005856;GO:0005874;GO:0006897;GO:0007010;GO:0007275;GO:0007399;GO:0007411;GO:0007420;GO:0008017;GO:0010975;GO:0014049;GO:0016020;GO:0016787;GO:0016810;GO:0019901;GO:0030154;GO:0030424;GO:0030425;GO:0030426;GO:0030516;GO:0042802;GO:0043005;GO:0043025;GO:0043195;GO:0043209;GO:0043234;GO:0045664;GO:0048489;GO:0070062"
"Dpysl3"	"GO:0005515;GO:0005615;GO:0005737;GO:0005829;GO:0007399;GO:0010976;GO:0010977;GO:0016787;GO:0016810;GO:0017124;GO:0030027;GO:0030336;GO:0030426;GO:0031005;GO:0031941;GO:0035374;GO:0042995;GO:0044297;GO:0051017;GO:0051219;GO:0051260;GO:0051491;GO:0051764;GO:0070382"
"Dpysl4"	"GO:0005515;GO:0005737;GO:0016787;GO:0016810;GO:0031005;GO:0051219;GO:0070997;GO:0097485"
"Dpysl5"	"GO:0005515;GO:0005737;GO:0007399;GO:0007411;GO:0008017;GO:0016787;GO:0016810;GO:0030425;GO:0043025;GO:0043234"
"Dqx1"	"GO:0000166;GO:0000398;GO:0004004;GO:0004386;GO:0005524;GO:0005634;GO:0005681;GO:0005737;GO:0016787;GO:0016887;GO:0044822"
"Dr1"	"GO:0003677;GO:0005515;GO:0005634;GO:0005671;GO:0006351;GO:0006355;GO:0017025;GO:0043966;GO:0046982"
"Dram1"	"GO:0003674;GO:0005737;GO:0005764;GO:0006914;GO:0006915;GO:0010506;GO:0016020;GO:0016021"
"Dram2"	"GO:0001917;GO:0003674;GO:0005737;GO:0005764;GO:0005794;GO:0005886;GO:0006914;GO:0006915;GO:0007601;GO:0010506;GO:0016020;GO:0016021;GO:0016324;GO:0043231;GO:0045494"
"Drap1"	"GO:0000122;GO:0003677;GO:0003714;GO:0005515;GO:0005634;GO:0006351;GO:0006355;GO:0008134;GO:0042802;GO:0046982"
"Draxin"	"GO:0005515;GO:0005576;GO:0007275;GO:0007411;GO:0016055;GO:0021516;GO:0021528;GO:0030517;GO:0030900;GO:0043524;GO:0090090"
"Drc1"	"GO:0003674;GO:0005575;GO:0005737;GO:0005856;GO:0005929;GO:0007368;GO:0007507;GO:0042995;GO:0060285;GO:0070286;GO:0071973"
"Drc7"	"GO:0003674;GO:0005737;GO:0005856;GO:0005929;GO:0007283;GO:0008150;GO:0030154;GO:0031514;GO:0042995"
"Drd1"	"GO:0001588;GO:0001659;GO:0001661;GO:0001662;GO:0001963;GO:0001964;GO:0001965;GO:0001975;GO:0004871;GO:0004930;GO:0004952;GO:0005102;GO:0005515;GO:0005634;GO:0005783;GO:0005886;GO:0005887;GO:0005901;GO:0006469;GO:0006606;GO:0006886;GO:0006936;GO:0007165;GO:0007186;GO:0007187;GO:0007189;GO:0007190;GO:0007191;GO:0007212;GO:0007612;GO:0007613;GO:0007617;GO:0007625;GO:0007626;GO:0007628;GO:0007631;GO:0008144;GO:0008306;GO:0008542;GO:0010579;GO:0012505;GO:0014002;GO:0015872;GO:0016020;GO:0016021;GO:0019226;GO:0019228;GO:0019229;GO:0019722;GO:0019903;GO:0021542;GO:0021756;GO:0021766;GO:0021853;GO:0030335;GO:0030336;GO:0030424;GO:0030425;GO:0030432;GO:0030819;GO:0031161;GO:0031701;GO:0031750;GO:0032403;GO:0035106;GO:0035176;GO:0035240;GO:0042053;GO:0042220;GO:0042311;GO:0042321;GO:0042493;GO:0042711;GO:0043025;GO:0043197;GO:0043198;GO:0043269;GO:0043679;GO:0044326;GO:0044327;GO:0045762;GO:0045838;GO:0046323;GO:0046488;GO:0046959;GO:0046960;GO:0046982;GO:0048148;GO:0048169;GO:0051117;GO:0051281;GO:0051482;GO:0051968;GO:0060134;GO:0060158;GO:0060170;GO:0060291;GO:0060292;GO:0071870;GO:0097730;GO:1900273;GO:2000253"
"Drd2"	"GO:0001591;GO:0001659;GO:0001666;GO:0001669;GO:0001963;GO:0001964;GO:0001975;GO:0001976;GO:0002027;GO:0002028;GO:0002031;GO:0002052;GO:0002092;GO:0004871;GO:0004930;GO:0004952;GO:0005102;GO:0005886;GO:0005887;GO:0007165;GO:0007186;GO:0007188;GO:0007194;GO:0007195;GO:0007212;GO:0007270;GO:0007409;GO:0007608;GO:0007616;GO:0007625;GO:0007626;GO:0007628;GO:0007631;GO:0008104;GO:0008144;GO:0008285;GO:0008306;GO:0008542;GO:0009416;GO:0009636;GO:0014059;GO:0014069;GO:0016020;GO:0016021;GO:0016055;GO:0016328;GO:0021853;GO:0021984;GO:0030139;GO:0030336;GO:0030424;GO:0030425;GO:0030432;GO:0030534;GO:0030672;GO:0030814;GO:0030900;GO:0031223;GO:0031410;GO:0032147;GO:0032228;GO:0032467;GO:0032922;GO:0033602;GO:0034776;GO:0035240;GO:0035255;GO:0035556;GO:0035810;GO:0035815;GO:0036126;GO:0040018;GO:0042220;GO:0042321;GO:0042417;GO:0042493;GO:0042802;GO:0042803;GO:0043197;GO:0043204;GO:0043266;GO:0043278;GO:0043408;GO:0043473;GO:0043666;GO:0043679;GO:0045745;GO:0045776;GO:0045824;GO:0045944;GO:0046488;GO:0046676;GO:0046717;GO:0046982;GO:0048148;GO:0048149;GO:0048169;GO:0048755;GO:0050482;GO:0050709;GO:0050804;GO:0051209;GO:0051481;GO:0051482;GO:0051584;GO:0051586;GO:0051823;GO:0051898;GO:0051967;GO:0060124;GO:0060134;GO:0060158;GO:0060160;GO:0060170;GO:0070374;GO:0090325;GO:0097730;GO:1900168;GO:1900273;GO:1901386"
"Drd4"	"GO:0000187;GO:0001588;GO:0001591;GO:0001662;GO:0001963;GO:0001975;GO:0004871;GO:0004930;GO:0004952;GO:0005737;GO:0005886;GO:0005887;GO:0005938;GO:0007165;GO:0007186;GO:0007194;GO:0007195;GO:0007212;GO:0007614;GO:0008144;GO:0008306;GO:0008344;GO:0008355;GO:0012506;GO:0016020;GO:0016021;GO:0017124;GO:0030424;GO:0030425;GO:0030818;GO:0032417;GO:0033674;GO:0034776;GO:0035240;GO:0042053;GO:0042596;GO:0042752;GO:0042802;GO:0043025;GO:0043195;GO:0043197;GO:0043679;GO:0046928;GO:0048148;GO:0048511;GO:0050482;GO:0050709;GO:0050804;GO:0050848;GO:0060080;GO:0060406;GO:1901386;GO:2000463"
"Drg1"	"GO:0000166;GO:0005525;GO:0005737;GO:0005844;GO:0016020;GO:0042802"
"Drg2"	"GO:0000166;GO:0005525;GO:0005654;GO:0005737;GO:0005739;GO:0008150;GO:0016020;GO:0043231"
"Drosha"	"GO:0001530;GO:0003723;GO:0003725;GO:0004518;GO:0004519;GO:0004521;GO:0004525;GO:0005515;GO:0005634;GO:0006396;GO:0010468;GO:0010586;GO:0010628;GO:0016075;GO:0016787;GO:0030422;GO:0031053;GO:0031054;GO:0042254;GO:0042803;GO:0044822;GO:0045589;GO:0046872;GO:0050727;GO:0050829;GO:0050830;GO:0070877;GO:2000628"
"Drp2"	"GO:0005515;GO:0005886;GO:0007417;GO:0008270;GO:0016020;GO:0030054;GO:0030425;GO:0042995;GO:0045202;GO:0045211;GO:0046872;GO:0050808"
"Dsc3"	"GO:0001701;GO:0005509;GO:0005576;GO:0005737;GO:0005886;GO:0007155;GO:0007156;GO:0016020;GO:0016021;GO:0030054;GO:0030057;GO:0045295;GO:0046872;GO:0050821"
"Dscam"	"GO:0005515;GO:0005886;GO:0005887;GO:0007155;GO:0007162;GO:0007399;GO:0007626;GO:0016020;GO:0016021;GO:0030054;GO:0030424;GO:0030426;GO:0042327;GO:0042995;GO:0045202;GO:0048813;GO:0048842;GO:0060060;GO:0070593"
"Dscaml1"	"GO:0005615;GO:0005886;GO:0007155;GO:0007156;GO:0007162;GO:0007399;GO:0007417;GO:0007420;GO:0009986;GO:0016020;GO:0016021;GO:0016338;GO:0030054;GO:0042803;GO:0045202;GO:0048704;GO:0070593"
"Dscr3"	"GO:0005634;GO:0005768;GO:0006886;GO:0008565"
"Dse"	"GO:0005783;GO:0005794;GO:0016020;GO:0016021;GO:0016853;GO:0030208;GO:0047757"
"Dsel"	"GO:0005575;GO:0008146;GO:0016020;GO:0016021;GO:0016853;GO:0030204;GO:0030205;GO:0047757"
"Dsg1b"	"GO:0005509;GO:0005886;GO:0005911;GO:0007155;GO:0007156;GO:0009898;GO:0016020;GO:0016021;GO:0016324;GO:0016328;GO:0030054;GO:0030057;GO:0031012;GO:0045295;GO:0046872;GO:0070062"
"Dsg2"	"GO:0002934;GO:0003165;GO:0005509;GO:0005886;GO:0007155;GO:0007156;GO:0009986;GO:0014704;GO:0016020;GO:0016021;GO:0016324;GO:0016328;GO:0030054;GO:0030057;GO:0046872;GO:0050839;GO:0070062;GO:0086073;GO:0086091;GO:0098911"
"Dsn1"	"GO:0000070;GO:0000444;GO:0000775;GO:0000776;GO:0000818;GO:0000922;GO:0000941;GO:0003674;GO:0005634;GO:0005694;GO:0005737;GO:0007049;GO:0007059;GO:0007067;GO:0051301;GO:0051456"
"Dsp"	"GO:0001533;GO:0002934;GO:0003223;GO:0005080;GO:0005198;GO:0005515;GO:0005634;GO:0005737;GO:0005856;GO:0005882;GO:0005886;GO:0005911;GO:0005916;GO:0014704;GO:0016020;GO:0016323;GO:0016337;GO:0018149;GO:0030054;GO:0030057;GO:0030216;GO:0030674;GO:0031012;GO:0034332;GO:0043588;GO:0044822;GO:0045104;GO:0045109;GO:0050839;GO:0070062;GO:0071896;GO:0086073;GO:0086091;GO:0097110;GO:0098911"
"Dst"	"GO:0001725;GO:0003779;GO:0005509;GO:0005515;GO:0005634;GO:0005635;GO:0005737;GO:0005783;GO:0005789;GO:0005856;GO:0005874;GO:0005882;GO:0005886;GO:0005925;GO:0007010;GO:0007155;GO:0007409;GO:0008017;GO:0008090;GO:0008092;GO:0009898;GO:0014069;GO:0014704;GO:0015629;GO:0015630;GO:0016020;GO:0016021;GO:0030018;GO:0030054;GO:0030056;GO:0031110;GO:0031122;GO:0031410;GO:0031673;GO:0042383;GO:0042803;GO:0042995;GO:0046872;GO:0046907;GO:0048471;GO:0060053;GO:0097038"
"Dstn"	"GO:0000910;GO:0003779;GO:0005622;GO:0005737;GO:0006928;GO:0015629;GO:0030042;GO:0030043;GO:0030836;GO:0030864;GO:0051014;GO:0051015;GO:0070062"
