"Rbks"	"GO:0000166;GO:0004747;GO:0005524;GO:0005634;GO:0005737;GO:0005975;GO:0006014;GO:0016301;GO:0016310;GO:0016740;GO:0016773;GO:0019200;GO:0046835;GO:0046872;GO:0070062"
"Rbl1"	"GO:0000122;GO:0005515;GO:0005634;GO:0005654;GO:0005667;GO:0006351;GO:0006355;GO:0006357;GO:0007049;GO:0008134;GO:0010629;GO:0016569;GO:0043550;GO:0051726;GO:1990841"
"Rbl2"	"GO:0000785;GO:0003677;GO:0005515;GO:0005634;GO:0005667;GO:0005730;GO:0005737;GO:0006351;GO:0006355;GO:0006357;GO:0007049;GO:0010629;GO:0016569;GO:0043550;GO:0051726;GO:0070062;GO:1990841"
"Rbm10"	"GO:0000122;GO:0000166;GO:0000381;GO:0003676;GO:0003723;GO:0005634;GO:0005654;GO:0008270;GO:0008285;GO:0008380;GO:0032403;GO:0034391;GO:0034393;GO:0042802;GO:0042981;GO:0044822;GO:0046872;GO:0048025;GO:0070935"
"Rbm11"	"GO:0000166;GO:0000381;GO:0003676;GO:0003723;GO:0005634;GO:0005654;GO:0006397;GO:0007275;GO:0008266;GO:0008380;GO:0016607;GO:0030154;GO:0034599;GO:0042803"
"Rbm12"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005654;GO:0008150;GO:0044822"
"Rbm12b1"	"GO:0000166;GO:0003676;GO:0003723;GO:0005575;GO:0008150;GO:0044822"
"Rbm12b2"	"GO:0000166;GO:0003676;GO:0003723;GO:0005575;GO:0008150;GO:0044822"
"Rbm14"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005654;GO:0005667;GO:0005737;GO:0006351;GO:0006355;GO:0016575;GO:0030374;GO:0044822;GO:0045944;GO:0046600;GO:0060395;GO:0098534"
"Rbm15"	"GO:0000122;GO:0000398;GO:0001569;GO:0003676;GO:0005515;GO:0005634;GO:0005654;GO:0007221;GO:0016607;GO:0044822;GO:0045638;GO:0048536;GO:0060412;GO:0060674"
"Rbm15b"	"GO:0000166;GO:0000381;GO:0000398;GO:0003676;GO:0003723;GO:0005634;GO:0005654;GO:0006351;GO:0006355;GO:0006397;GO:0008380;GO:0044822"
"Rbm17"	"GO:0000166;GO:0000375;GO:0000380;GO:0003676;GO:0003723;GO:0005515;GO:0005634;GO:0005681;GO:0006397;GO:0008380;GO:0043234"
"Rbm18"	"GO:0000166;GO:0003674;GO:0003676;GO:0003723;GO:0005575"
"Rbm19"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005654;GO:0005694;GO:0005730;GO:0005737;GO:0007275;GO:0016020;GO:0040019;GO:0044822"
"Rbm20"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0006397;GO:0007507;GO:0008270;GO:0008380;GO:0033120"
"Rbm22"	"GO:0000060;GO:0000166;GO:0000387;GO:0000974;GO:0003676;GO:0003723;GO:0005487;GO:0005634;GO:0005654;GO:0005681;GO:0005737;GO:0006397;GO:0006810;GO:0008380;GO:0017070;GO:0033120;GO:0035690;GO:0036002;GO:0044822;GO:0045292;GO:0046872;GO:0048306;GO:0071006;GO:0071007;GO:0071013;GO:0090316"
"Rbm24"	"GO:0000166;GO:0003676;GO:0003723;GO:0003730;GO:0005575;GO:0005634;GO:0005737;GO:0010830;GO:0030154;GO:0043488"
"Rbm25"	"GO:0000166;GO:0000381;GO:0003676;GO:0003723;GO:0003729;GO:0005634;GO:0005681;GO:0005737;GO:0006397;GO:0006915;GO:0008380"
"Rbm26"	"GO:0000166;GO:0003676;GO:0003723;GO:0005575;GO:0006397;GO:0010923;GO:0044822;GO:0046872"
"Rbm27"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005737;GO:0006397;GO:0008150;GO:0044822;GO:0046872"
"Rbm28"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005681;GO:0006397;GO:0008150;GO:0008380;GO:0044822"
"Rbm3"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0006412;GO:0006417;GO:0009409;GO:0015934;GO:0030425;GO:0035196;GO:0042995;GO:0043023;GO:0044822;GO:0045727"
"Rbm33"	"GO:0000166;GO:0003676;GO:0005575;GO:0008150"
"Rbm34"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005730;GO:0008150;GO:0044822"
"Rbm38"	"GO:0000166;GO:0003676;GO:0003723;GO:0003729;GO:0003730;GO:0005634;GO:0005737;GO:0005829;GO:0006397;GO:0006977;GO:0006978;GO:0007049;GO:0008285;GO:0008380;GO:0010830;GO:0030154;GO:0043484;GO:0044822;GO:0070935"
"Rbm39"	"GO:0000166;GO:0003676;GO:0003713;GO:0003723;GO:0005515;GO:0005634;GO:0005654;GO:0005815;GO:0006351;GO:0006355;GO:0006397;GO:0008380;GO:0015630;GO:0044822"
"Rbm4"	"GO:0000166;GO:0000381;GO:0002190;GO:0002192;GO:0003676;GO:0003723;GO:0003729;GO:0003730;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0006397;GO:0008270;GO:0008380;GO:0010468;GO:0010494;GO:0016607;GO:0017148;GO:0030154;GO:0031016;GO:0031047;GO:0032055;GO:0032922;GO:0035198;GO:0035278;GO:0035773;GO:0035883;GO:0036002;GO:0042593;GO:0043153;GO:0044822;GO:0045727;GO:0045947;GO:0046626;GO:0046685;GO:0046822;GO:0046872;GO:0048471;GO:0051149;GO:0051403;GO:0097157;GO:0097158;GO:0097167"
"Rbm41"	"GO:0000166;GO:0000398;GO:0003676;GO:0003723;GO:0005689;GO:0030626;GO:0032502;GO:0097157"
"Rbm42"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005737;GO:0044822;GO:0048025"
"Rbm43"	"GO:0000166;GO:0003674;GO:0003676;GO:0003723;GO:0005575;GO:0008150"
"Rbm44"	"GO:0000166;GO:0003676;GO:0003723;GO:0005515;GO:0005737;GO:0008150;GO:0042803;GO:0045171"
"Rbm45"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0005737;GO:0007275;GO:0007399;GO:0008150;GO:0030154;GO:0044822"
"Rbm46"	"GO:0000166;GO:0001829;GO:0003676;GO:0003723;GO:0005634;GO:0048255"
"Rbm47"	"GO:0000166;GO:0002244;GO:0003676;GO:0003723;GO:0005515;GO:0005634;GO:0016554;GO:0044822"
"Rbm48"	"GO:0000166;GO:0003674;GO:0003723;GO:0005654;GO:0008150"
"Rbm4b"	"GO:0000166;GO:0003676;GO:0003723;GO:0005575;GO:0005634;GO:0006397;GO:0006417;GO:0007623;GO:0008270;GO:0008380;GO:0010628;GO:0032922;GO:0043153;GO:0044822;GO:0046872"
"Rbm5"	"GO:0000166;GO:0000245;GO:0000381;GO:0003676;GO:0003723;GO:0003729;GO:0005634;GO:0005654;GO:0005681;GO:0006397;GO:0006915;GO:0008270;GO:0008380;GO:0042981;GO:0043065;GO:0044822;GO:0046872"
"Rbm6"	"GO:0005634;GO:0044822"
"Rbm7"	"GO:0000166;GO:0000381;GO:0003676;GO:0003723;GO:0003727;GO:0005634;GO:0005654;GO:0044822;GO:0051321"
"Rbm8a"	"GO:0000184;GO:0000381;GO:0003729;GO:0005634;GO:0005654;GO:0030425;GO:0035145;GO:0043025;GO:0044822;GO:0071013"
"Rbm8a2"	"GO:0003674;GO:0005575;GO:0008150"
"Rbms1"	"GO:0000166;GO:0003676;GO:0003677;GO:0003723;GO:0005634;GO:0006260;GO:0044822"
"Rbms2"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0044822"
"Rbms3"	"GO:0000166;GO:0003676;GO:0003723;GO:0003730;GO:0005737;GO:0045727"
"Rbmx"	"GO:0000166;GO:0000381;GO:0001047;GO:0001649;GO:0003676;GO:0003682;GO:0003723;GO:0003727;GO:0003729;GO:0005615;GO:0005634;GO:0005681;GO:0005719;GO:0006351;GO:0006366;GO:0006376;GO:0006397;GO:0006509;GO:0008380;GO:0016020;GO:0030529;GO:0042802;GO:0044530;GO:0044822;GO:0045893;GO:0045944;GO:0070062;GO:0071013;GO:0071347"
"Rbmx2"	"GO:0000166;GO:0000384;GO:0000398;GO:0003676;GO:0003723;GO:0005686;GO:0006406;GO:0044822;GO:0070274;GO:0071011;GO:0071013"
"Rbmxl1"	"GO:0000166;GO:0000381;GO:0001047;GO:0003676;GO:0003682;GO:0003723;GO:0005515;GO:0005634;GO:0006376;GO:0006397;GO:0008380;GO:0030529;GO:0044530;GO:0045944;GO:0048025;GO:0048026;GO:0051260"
"Rbp1"	"GO:0002138;GO:0005215;GO:0005501;GO:0005654;GO:0005737;GO:0005829;GO:0006776;GO:0006810;GO:0008289;GO:0016918;GO:0019841;GO:0030852;GO:0033189;GO:0042572;GO:0042573;GO:0044297"
"Rbp2"	"GO:0001523;GO:0005215;GO:0005501;GO:0005737;GO:0005829;GO:0006776;GO:0006810;GO:0008289;GO:0016918;GO:0019841"
"Rbp4"	"GO:0001654;GO:0005215;GO:0005501;GO:0005515;GO:0005576;GO:0005615;GO:0006094;GO:0006810;GO:0007283;GO:0007507;GO:0008584;GO:0009790;GO:0016918;GO:0019841;GO:0030277;GO:0030324;GO:0032024;GO:0032526;GO:0032868;GO:0034632;GO:0034633;GO:0036094;GO:0042572;GO:0042574;GO:0042593;GO:0043234;GO:0046982;GO:0048562;GO:0048706;GO:0048738;GO:0048807;GO:0050908;GO:0051024;GO:0060041;GO:0060044;GO:0060059;GO:0060065;GO:0060068;GO:0060157;GO:0060347;GO:0070062"
"Rbp7"	"GO:0005215;GO:0005501;GO:0005737;GO:0006810;GO:0008289;GO:0016918;GO:0019841"
"Rbpj"	"GO:0000122;GO:0000978;GO:0000979;GO:0000982;GO:0001077;GO:0001103;GO:0001228;GO:0001525;GO:0001756;GO:0001837;GO:0001947;GO:0001974;GO:0002193;GO:0002437;GO:0003139;GO:0003151;GO:0003157;GO:0003160;GO:0003198;GO:0003214;GO:0003222;GO:0003256;GO:0003677;GO:0003682;GO:0003700;GO:0005515;GO:0005634;GO:0005667;GO:0005730;GO:0005737;GO:0006351;GO:0006355;GO:0006357;GO:0006959;GO:0007219;GO:0007221;GO:0007507;GO:0008134;GO:0008284;GO:0008285;GO:0009912;GO:0009957;GO:0010468;GO:0010628;GO:0010977;GO:0014912;GO:0021983;GO:0030097;GO:0030182;GO:0030183;GO:0030216;GO:0030279;GO:0030513;GO:0032403;GO:0032993;GO:0034392;GO:0035019;GO:0035481;GO:0035912;GO:0036302;GO:0042127;GO:0042742;GO:0043011;GO:0043234;GO:0043565;GO:0045165;GO:0045596;GO:0045892;GO:0045893;GO:0045944;GO:0047485;GO:0048505;GO:0048661;GO:0048733;GO:0048820;GO:0048844;GO:0060045;GO:0060486;GO:0060716;GO:0060844;GO:0060853;GO:0061344;GO:0061371;GO:0061419;GO:0072554;GO:0072602;GO:0097101;GO:1901186;GO:1901189;GO:1901297;GO:2000138"
"Rbpjl"	"GO:0000978;GO:0000982;GO:0003677;GO:0003682;GO:0003700;GO:0005634;GO:0005667;GO:0006351;GO:0006355;GO:0045893"
"Rbpms"	"GO:0000166;GO:0000398;GO:0003676;GO:0003713;GO:0003723;GO:0005634;GO:0005654;GO:0005737;GO:0006351;GO:0006355;GO:0006979;GO:0008143;GO:0010494;GO:0010862;GO:0017069;GO:0042803;GO:0044822;GO:0060391"
"Rbpms2"	"GO:0000166;GO:0003676;GO:0003723;GO:0003729;GO:0005737;GO:0007275;GO:0042803;GO:0051151"
"Rbsn"	"GO:0000011;GO:0005768;GO:0005886;GO:0006810;GO:0006895;GO:0006896;GO:0006897;GO:0010009;GO:0015031;GO:0016020;GO:0017137;GO:0034058;GO:0034498;GO:0043231;GO:0046872;GO:0070062;GO:0090160;GO:1903358"
"Rbx1"	"GO:0000151;GO:0004842;GO:0005515;GO:0005634;GO:0005680;GO:0005737;GO:0005829;GO:0006281;GO:0006511;GO:0006513;GO:0006974;GO:0008190;GO:0008270;GO:0016567;GO:0016874;GO:0019005;GO:0019788;GO:0030163;GO:0030891;GO:0031146;GO:0031461;GO:0031462;GO:0031463;GO:0031467;GO:0032403;GO:0034450;GO:0042787;GO:0043224;GO:0045116;GO:0046872;GO:0061630;GO:0080008;GO:0097602"
"Rc3h1"	"GO:0000288;GO:0000932;GO:0000956;GO:0001782;GO:0002634;GO:0002635;GO:0003723;GO:0003729;GO:0003730;GO:0005515;GO:0005737;GO:0008270;GO:0010468;GO:0010494;GO:0010608;GO:0030889;GO:0033962;GO:0035613;GO:0042098;GO:0042129;GO:0043029;GO:0043488;GO:0044822;GO:0045623;GO:0046007;GO:0046872;GO:0048535;GO:0048536;GO:0050856;GO:0050863;GO:0061014;GO:0061158;GO:0061470;GO:0071347;GO:1901224"
"Rc3h2"	"GO:0000209;GO:0001782;GO:0003677;GO:0003723;GO:0003729;GO:0004842;GO:0005515;GO:0005654;GO:0005737;GO:0008270;GO:0009791;GO:0009986;GO:0010468;GO:0010608;GO:0016020;GO:0016567;GO:0016874;GO:0035264;GO:0042098;GO:0043029;GO:0044822;GO:0046872;GO:0048286;GO:0048535;GO:0048536;GO:0060173;GO:0061470;GO:1901224"
"Rcan1"	"GO:0000166;GO:0002931;GO:0005515;GO:0005634;GO:0005737;GO:0006950;GO:0006979;GO:0007614;GO:0008597;GO:0019722;GO:0031987;GO:0033173;GO:0042802;GO:0043666;GO:0048741;GO:0070884"
"Rcan2"	"GO:0000166;GO:0005737;GO:0006950;GO:0006979;GO:0007219;GO:0007614;GO:0008597;GO:0019722;GO:0031987;GO:0033173;GO:0070884"
"Rcan3"	"GO:0000166;GO:0005737;GO:0008597;GO:0019722;GO:0031013;GO:0070884"
"Rcbtb1"	"GO:0005634;GO:0005737;GO:0006351;GO:0006355;GO:0007049;GO:0016569"
"Rcbtb2"	"GO:0001669;GO:0003674;GO:0008150"
"Rcc1"	"GO:0000082;GO:0000790;GO:0000794;GO:0003677;GO:0003682;GO:0005085;GO:0005087;GO:0005634;GO:0005654;GO:0005737;GO:0007049;GO:0007052;GO:0007059;GO:0007067;GO:0007088;GO:0031492;GO:0031965;GO:0042393;GO:0051225;GO:0051301"
"Rcc2"	"GO:0000775;GO:0005634;GO:0005694;GO:0005737;GO:0005856;GO:0005874;GO:0005886;GO:0007049;GO:0007067;GO:0007229;GO:0008017;GO:0010762;GO:0010971;GO:0016020;GO:0019901;GO:0019904;GO:0030334;GO:0030496;GO:0031267;GO:0031901;GO:0034260;GO:0034506;GO:0044822;GO:0045184;GO:0048041;GO:0048365;GO:0051301;GO:0051895;GO:0051987;GO:0072356;GO:0090630;GO:1900025;GO:1900027;GO:1990023"
"Rccd1"	"GO:0003674;GO:0005737;GO:0005886;GO:0008150"
"Rce1"	"GO:0004175;GO:0004197;GO:0004222;GO:0005783;GO:0005789;GO:0006508;GO:0008233;GO:0016020;GO:0016021;GO:0016787;GO:0030176;GO:0071586"
"Rchy1"	"GO:0000151;GO:0002039;GO:0004842;GO:0005102;GO:0005634;GO:0005654;GO:0005737;GO:0008270;GO:0016567;GO:0016874;GO:0031398;GO:0032436;GO:0042787;GO:0042803;GO:0046872;GO:0051865"
"Rcl1"	"GO:0000447;GO:0000480;GO:0003723;GO:0003824;GO:0003963;GO:0004521;GO:0005634;GO:0005730;GO:0006364;GO:0006396;GO:0042254"
"Rcn1"	"GO:0001701;GO:0005509;GO:0005783;GO:0043010;GO:0046872"
"Rcn2"	"GO:0005509;GO:0005515;GO:0005730;GO:0005783;GO:0046872"
"Rcn3"	"GO:0005509;GO:0005783;GO:0008150;GO:0046872"
"Rcor1"	"GO:0000122;GO:0001078;GO:0003677;GO:0003700;GO:0003714;GO:0005515;GO:0005634;GO:0005654;GO:0005667;GO:0006351;GO:0006355;GO:0008134;GO:0016569;GO:0017053;GO:0019899;GO:0030218;GO:0044212;GO:0045654;GO:0045892;GO:0070933;GO:1990391"
"Rcor2"	"GO:0000122;GO:0000785;GO:0003677;GO:0003700;GO:0003714;GO:0005515;GO:0005634;GO:0005667;GO:0006351;GO:0006355;GO:0008134;GO:0017053;GO:0019899;GO:0044212;GO:0045892"
"Rcor3"	"GO:0000122;GO:0003677;GO:0003700;GO:0003714;GO:0005515;GO:0005634;GO:0005667;GO:0006351;GO:0006355;GO:0008134;GO:0017053;GO:0019899;GO:0044212"
"Rcsd1"	"GO:0005575;GO:0051015;GO:0071474"
"Rcvrn"	"GO:0005509;GO:0007601;GO:0007602;GO:0030425;GO:0046872;GO:0050896;GO:0051924"
"Rd3"	"GO:0007601;GO:0050896;GO:0060041"
"Rdh1"	"GO:0001523;GO:0004745;GO:0008202;GO:0016229"
"Rdh10"	"GO:0001656;GO:0001701;GO:0002138;GO:0004745;GO:0005737;GO:0005783;GO:0007601;GO:0008406;GO:0009887;GO:0014032;GO:0016020;GO:0016021;GO:0016491;GO:0031076;GO:0035115;GO:0042572;GO:0042574;GO:0043231;GO:0043583;GO:0043584;GO:0044297;GO:0048568;GO:0048703;GO:0052650;GO:0055114;GO:0060431;GO:0060449"
"Rdh11"	"GO:0001917;GO:0005783;GO:0016020;GO:0016021;GO:0016062;GO:0016491;GO:0042574;GO:0042622;GO:0052650;GO:0055114"
"Rdh12"	"GO:0004745;GO:0005622;GO:0007601;GO:0016491;GO:0042572;GO:0050896;GO:0055114"
"Rdh13"	"GO:0005739;GO:0009644;GO:0010842;GO:0016491;GO:0042462;GO:0055114"
"Rdh14"	"GO:0001649;GO:0005634;GO:0005739;GO:0005765;GO:0005783;GO:0008106;GO:0016020;GO:0016491;GO:0042572;GO:0055114"
"Rdh16"	"GO:0004745;GO:0005788;GO:0031301;GO:0042803;GO:0042904"
"Rdh5"	"GO:0004745;GO:0005783;GO:0005788;GO:0007601;GO:0016020;GO:0016491;GO:0044297;GO:0050896;GO:0055114"
"Rdh9"	"GO:0004745;GO:0005575;GO:0042904"
"Rdm1"	"GO:0000166;GO:0003674;GO:0003676;GO:0003677;GO:0003723;GO:0005634;GO:0005737;GO:0008150"
"Rdx"	"GO:0001726;GO:0003779;GO:0005515;GO:0005615;GO:0005737;GO:0005856;GO:0005886;GO:0005902;GO:0005913;GO:0005925;GO:0008092;GO:0008360;GO:0008361;GO:0010628;GO:0016020;GO:0016324;GO:0019898;GO:0019904;GO:0030027;GO:0030033;GO:0030175;GO:0030315;GO:0030335;GO:0030496;GO:0030864;GO:0032154;GO:0032231;GO:0032420;GO:0034111;GO:0034260;GO:0042803;GO:0043087;GO:0043209;GO:0044822;GO:0045176;GO:0045177;GO:0045184;GO:0045792;GO:0051016;GO:0051117;GO:0051286;GO:0051693;GO:0061028;GO:0070062;GO:0071944;GO:0090002;GO:0097067;GO:0098641;GO:1900027;GO:1900087;GO:1902115;GO:1902966;GO:1903364;GO:1903392;GO:2000643"
"Rec114"	"GO:0005515;GO:0005575;GO:0006310;GO:0008150;GO:0051321"
"Rec8"	"GO:0000228;GO:0000724;GO:0000775;GO:0000778;GO:0000780;GO:0000793;GO:0000794;GO:0000795;GO:0000800;GO:0001556;GO:0001673;GO:0003682;GO:0005515;GO:0005634;GO:0005694;GO:0007059;GO:0007062;GO:0007126;GO:0007129;GO:0007130;GO:0007141;GO:0007286;GO:0009566;GO:0030893;GO:0034991;GO:0051321;GO:0072520"
"Reck"	"GO:0001955;GO:0004866;GO:0004867;GO:0005886;GO:0007566;GO:0008191;GO:0010466;GO:0016020;GO:0030198;GO:0030336;GO:0030414;GO:0031225;GO:0035115;GO:0045747;GO:1904684"
"Recql"	"GO:0000166;GO:0000724;GO:0000733;GO:0003676;GO:0003677;GO:0003678;GO:0004386;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0006310;GO:0008026;GO:0009378;GO:0016020;GO:0016787;GO:0032508;GO:0036310;GO:0043140"
"Recql4"	"GO:0000166;GO:0000405;GO:0000733;GO:0001501;GO:0003676;GO:0003677;GO:0004386;GO:0005524;GO:0005634;GO:0005694;GO:0005737;GO:0006260;GO:0006284;GO:0006302;GO:0006310;GO:0008026;GO:0008270;GO:0008284;GO:0009378;GO:0016020;GO:0016787;GO:0032508;GO:0036310;GO:0043140;GO:0043473;GO:0045875;GO:0046872;GO:0048705"
"Recql5"	"GO:0000166;GO:0000724;GO:0000993;GO:0003676;GO:0003677;GO:0003678;GO:0004386;GO:0005524;GO:0005634;GO:0005694;GO:0005737;GO:0006260;GO:0006281;GO:0006310;GO:0006974;GO:0007049;GO:0007067;GO:0008026;GO:0009378;GO:0016591;GO:0016787;GO:0034244;GO:0035690;GO:0043140;GO:0051301;GO:0051304;GO:0072757;GO:1990414;GO:2000042"
"Reep1"	"GO:0005515;GO:0005737;GO:0005739;GO:0005783;GO:0005789;GO:0005886;GO:0008017;GO:0016020;GO:0016021;GO:0031849;GO:0032386;GO:0051205;GO:0071782;GO:0071786"
"Reep2"	"GO:0005783;GO:0005789;GO:0005881;GO:0005886;GO:0005887;GO:0016020;GO:0016021;GO:0031883;GO:0032386;GO:0032596;GO:0050913;GO:0050916;GO:0070062;GO:0071786"
"Reep3"	"GO:0003674;GO:0005575;GO:0005783;GO:0005874;GO:0006998;GO:0007049;GO:0007067;GO:0007084;GO:0016020;GO:0016021;GO:0051301"
"Reep4"	"GO:0003674;GO:0005783;GO:0005874;GO:0006998;GO:0007049;GO:0007067;GO:0007084;GO:0016020;GO:0016021;GO:0051301"
"Reep5"	"GO:0005515;GO:0005783;GO:0008150;GO:0016020;GO:0016021;GO:0070062;GO:0071782"
"Reep6"	"GO:0005515;GO:0005634;GO:0005783;GO:0005789;GO:0005886;GO:0016020;GO:0016021;GO:0032386;GO:0044317;GO:0045177"
"Reg1"	"GO:0005102;GO:0005576;GO:0005615;GO:0005829;GO:0008083;GO:0008285;GO:0010628;GO:0019902;GO:0019903;GO:0030246;GO:0030426;GO:0032590;GO:0032809;GO:0042588;GO:0042802;GO:0042803;GO:0043234;GO:0045178;GO:0048471;GO:0051260;GO:0051289;GO:0055074;GO:0070062;GO:1903861;GO:1904692;GO:1904699"
"Reg2"	"GO:0001967;GO:0005576;GO:0030246;GO:0042552;GO:0070062"
"Rel"	"GO:0000122;GO:0000977;GO:0000980;GO:0000981;GO:0001205;GO:0001816;GO:0003677;GO:0003682;GO:0003700;GO:0005515;GO:0005634;GO:0005667;GO:0005737;GO:0005829;GO:0006351;GO:0006355;GO:0006954;GO:0007249;GO:0010629;GO:0032688;GO:0033256;GO:0034097;GO:0038061;GO:0043565;GO:0045084;GO:0045087;GO:0045893;GO:0045944;GO:1901215"
"Rela"	"GO:0000122;GO:0000790;GO:0000977;GO:0000978;GO:0000980;GO:0000983;GO:0001046;GO:0001077;GO:0001078;GO:0001205;GO:0001889;GO:0001942;GO:0003677;GO:0003682;GO:0003700;GO:0003705;GO:0005515;GO:0005634;GO:0005667;GO:0005737;GO:0005829;GO:0006351;GO:0006355;GO:0006952;GO:0006954;GO:0008134;GO:0008284;GO:0009617;GO:0009887;GO:0010033;GO:0010224;GO:0014040;GO:0019221;GO:0019899;GO:0019901;GO:0031490;GO:0031625;GO:0032332;GO:0032403;GO:0032495;GO:0033256;GO:0033613;GO:0034097;GO:0035525;GO:0035729;GO:0035994;GO:0038061;GO:0042177;GO:0042301;GO:0042802;GO:0042803;GO:0042805;GO:0042826;GO:0043066;GO:0043123;GO:0043234;GO:0043565;GO:0044212;GO:0045084;GO:0045087;GO:0045892;GO:0045893;GO:0045944;GO:0046627;GO:0046982;GO:0047485;GO:0050727;GO:0051059;GO:0051092;GO:0070301;GO:0070431;GO:0070491;GO:0070555;GO:0071159;GO:0071216;GO:0071222;GO:0071316;GO:0071347;GO:0071354;GO:0071356;GO:0071375;GO:0071532;GO:1901223;GO:1902895;GO:2000630;GO:2001237"
"Relb"	"GO:0000122;GO:0000978;GO:0001047;GO:0001077;GO:0003677;GO:0003682;GO:0003700;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005856;GO:0006351;GO:0006355;GO:0006357;GO:0006954;GO:0007249;GO:0010628;GO:0019882;GO:0032688;GO:0032922;GO:0033256;GO:0034097;GO:0038061;GO:0042088;GO:0043011;GO:0045063;GO:0045087;GO:0045892;GO:0045944;GO:0048511;GO:0071470"
"Rell1"	"GO:0003674;GO:0005886;GO:0008150;GO:0015630;GO:0016020;GO:0016021"
"Rell2"	"GO:0005518;GO:0005578;GO:0005604;GO:0005886;GO:0010811;GO:0016020;GO:0016021"
"Reln"	"GO:0000904;GO:0001764;GO:0005515;GO:0005576;GO:0005578;GO:0005615;GO:0005737;GO:0006508;GO:0007155;GO:0007275;GO:0007411;GO:0007417;GO:0007420;GO:0007612;GO:0007616;GO:0007626;GO:0008233;GO:0008236;GO:0008306;GO:0010001;GO:0010468;GO:0010976;GO:0014068;GO:0016358;GO:0016477;GO:0016787;GO:0018108;GO:0021511;GO:0021517;GO:0021542;GO:0021766;GO:0021800;GO:0021819;GO:0021987;GO:0030424;GO:0030425;GO:0030900;GO:0032008;GO:0032793;GO:0035418;GO:0038026;GO:0042403;GO:0043005;GO:0043025;GO:0043204;GO:0045860;GO:0046872;GO:0048265;GO:0050731;GO:0050795;GO:0050804;GO:0051057;GO:0051968;GO:0060291;GO:0061003;GO:0061098;GO:0070325;GO:0070326;GO:0090129;GO:0097107;GO:0097114;GO:0097119;GO:0097120;GO:0097477;GO:1900273;GO:1902078;GO:2000310;GO:2000463;GO:2000969"
"Relt"	"GO:0005031;GO:0005737;GO:0005886;GO:0005887;GO:0006954;GO:0006955;GO:0007275;GO:0012501;GO:0016020;GO:0016021;GO:0032496;GO:0042127;GO:0042981;GO:0043410;GO:0070062;GO:0097190"
"Rem2"	"GO:0000166;GO:0003924;GO:0005525;GO:0005886;GO:0007165;GO:0007264;GO:0016020"
"Ren1"	"GO:0001822;GO:0001823;GO:0002003;GO:0002016;GO:0002018;GO:0004175;GO:0004190;GO:0005102;GO:0005159;GO:0005576;GO:0005615;GO:0005622;GO:0005737;GO:0005764;GO:0006508;GO:0008065;GO:0008217;GO:0008233;GO:0008584;GO:0009755;GO:0010033;GO:0016020;GO:0016787;GO:0042493;GO:0042756;GO:0043408;GO:0048469;GO:0051591;GO:0070305"
"Renbp"	"GO:0003824;GO:0004857;GO:0004866;GO:0005524;GO:0006044;GO:0006051;GO:0010951;GO:0016853;GO:0017076;GO:0019262;GO:0042803;GO:0043086;GO:0050121;GO:0070062"
"Rep15"	"GO:0001881;GO:0003674;GO:0005768;GO:0010008;GO:0016020;GO:0033572;GO:0048471;GO:0055037"
"Repin1"	"GO:0003676;GO:0003677;GO:0005634;GO:0005811;GO:0005829;GO:0006260;GO:0022626;GO:0031965;GO:0044822;GO:0046872;GO:2000191;GO:2001273"
"Reps1"	"GO:0005509;GO:0005515;GO:0005886;GO:0005905;GO:0016020;GO:0017124;GO:0046872"
"Reps2"	"GO:0003674;GO:0005509;GO:0005575;GO:0005737;GO:0008150;GO:0046872"
"Rer1"	"GO:0005793;GO:0005794;GO:0006890;GO:0007528;GO:0009986;GO:0016020;GO:0016021;GO:0030173;GO:0033130;GO:0071340;GO:0090004"
"Rere"	"GO:0000118;GO:0001105;GO:0001106;GO:0003677;GO:0003682;GO:0003700;GO:0005515;GO:0005634;GO:0006338;GO:0006351;GO:0006355;GO:0007275;GO:0008270;GO:0021549;GO:0021691;GO:0021930;GO:0021942;GO:0043565;GO:0044428;GO:0046872;GO:0048755;GO:0048813"
"Rerg"	"GO:0000166;GO:0003924;GO:0005525;GO:0005634;GO:0005737;GO:0005829;GO:0007165;GO:0007264;GO:0008285;GO:0009725;GO:0016020;GO:0030308"
"Resp18"	"GO:0001701;GO:0003674;GO:0005576;GO:0005783;GO:0005794;GO:0030141;GO:0043204;GO:0048237"
