"gene","lfc","padj","tissue","comparison"
"9130011E15Rik",-5.11593551397056,0.00439999092038494,"DG","home.cage-conflict.trained"
"9430020K01Rik",-2.13462501504835,0.0684398129341327,"DG","home.cage-conflict.trained"
"9930021J03Rik",1.86141488243941,0.0144778681834147,"DG","home.cage-conflict.trained"
"A830010M20Rik",-1.89346969928078,0.0145048194544708,"DG","home.cage-conflict.trained"
"A830080D01Rik",-4.19932633657745,0.0524574051382522,"DG","home.cage-conflict.trained"
"Abca1",-2.16051414207195,0.0681023907154991,"DG","home.cage-conflict.trained"
"Abca9",4.65692663772875,0.00602129235065623,"DG","home.cage-conflict.trained"
"Abcc5",0.901151078548343,0.0639634618773769,"DG","home.cage-conflict.trained"
"Abhd12",0.906945221331847,0.098733299302662,"DG","home.cage-conflict.trained"
"Abhd6",1.21243260055809,0.0714393332489926,"DG","home.cage-conflict.trained"
"Ablim1",1.33128945596495,0.0437608041942658,"DG","home.cage-conflict.trained"
"Ablim2",1.1388769334998,0.0559751181351731,"DG","home.cage-conflict.trained"
"Abt1",-3.41911353683677,0.0146207379502705,"DG","home.cage-conflict.trained"
"Abtb1",2.98146716069772,1.9391294701506e-05,"DG","home.cage-conflict.trained"
"Abtb2",-4.26856580041454,0.0535734264830461,"DG","home.cage-conflict.trained"
"Acaa1a",2.44627254765573,0.000395297057607906,"DG","home.cage-conflict.trained"
"Acad11",2.73536718737712,0.000867825142452744,"DG","home.cage-conflict.trained"
"Acadl",-3.69992823893396,0.0446668136615101,"DG","home.cage-conflict.trained"
"Acan",-6.98051577364228,4.08460998070479e-05,"DG","home.cage-conflict.trained"
"Ackr3",3.84302478024334,4.51967433015389e-05,"DG","home.cage-conflict.trained"
"Acot5",3.82483972910013,0.000136878411968855,"DG","home.cage-conflict.trained"
"Acp2",-1.31518661657205,0.0850604742315754,"DG","home.cage-conflict.trained"
"Acsbg1",-1.61659624122355,0.0484158658949415,"DG","home.cage-conflict.trained"
"Acsl1",-2.45841059567421,0.00178410044656159,"DG","home.cage-conflict.trained"
"Acsl3",-1.29130009901576,0.0583414457187954,"DG","home.cage-conflict.trained"
"Acsl6",-1.08308744311177,0.0347342020534258,"DG","home.cage-conflict.trained"
"Acss2",-1.58317742962045,0.07492601781467,"DG","home.cage-conflict.trained"
"Actr1a",0.879012428025018,0.0950642875896583,"DG","home.cage-conflict.trained"
"Acvr2a",-1.22171103647153,0.0775905656371989,"DG","home.cage-conflict.trained"
"Acvrl1",-4.32272249439415,0.0795712576839508,"DG","home.cage-conflict.trained"
"Adam10",2.29187158741297,0.000603310329086023,"DG","home.cage-conflict.trained"
"Adam8",2.0135114336981,0.0446345178442794,"DG","home.cage-conflict.trained"
"Adamts3",2.84719662500053,0.0697586770277582,"DG","home.cage-conflict.trained"
"Adarb1",-1.19066377011714,0.0343459810246972,"DG","home.cage-conflict.trained"
"Adck1",3.4527990608748,7.25999743185242e-05,"DG","home.cage-conflict.trained"
"Adcy5",2.35193293377481,0.00598203083023995,"DG","home.cage-conflict.trained"
"Adcy6",1.92408444632625,0.0385274057884683,"DG","home.cage-conflict.trained"
"Adcy8",2.62074481346864,0.0311133559038654,"DG","home.cage-conflict.trained"
"Adgra3",-4.68850046984971,0.0147731340407248,"DG","home.cage-conflict.trained"
"Adgrf5",-5.32960953331721,0.00634539686355104,"DG","home.cage-conflict.trained"
"Adgrg1",-5.68739464646941,0.000119333499687105,"DG","home.cage-conflict.trained"
"Adgrl2",-4.02435962215846,0.0758740789338064,"DG","home.cage-conflict.trained"
"Adgrl3",-1.38969653186848,0.0232333114101263,"DG","home.cage-conflict.trained"
"Adgrl4",-3.92353162211374,0.0953201466001991,"DG","home.cage-conflict.trained"
"Adhfe1",-3.86642189076297,0.0872544440630737,"DG","home.cage-conflict.trained"
"Adora3",3.69288783159249,0.0421950846155491,"DG","home.cage-conflict.trained"
"Adra1d",1.91689908181338,0.0404064894135955,"DG","home.cage-conflict.trained"
"Adra2b",5.44006209060934,0.0465769298952781,"DG","home.cage-conflict.trained"
"Adrb1",-1.83033692469112,0.0906085011234602,"DG","home.cage-conflict.trained"
"Adrbk1",0.952250629431607,0.0193709583293456,"DG","home.cage-conflict.trained"
"Aff1",-1.97643996523409,0.0675337831440434,"DG","home.cage-conflict.trained"
"Agfg1",1.20943387303804,0.0203373991206582,"DG","home.cage-conflict.trained"
"Aggf1",-1.76936775308426,0.0871564536477257,"DG","home.cage-conflict.trained"
"Agt",-4.17298542775657,0.050403726588338,"DG","home.cage-conflict.trained"
"Ahctf1",1.23075707332143,0.0472632838911586,"DG","home.cage-conflict.trained"
"Ahcyl1",1.21697834606646,0.0240365038737836,"DG","home.cage-conflict.trained"
"Ahi1",0.661190806302234,0.084684764791488,"DG","home.cage-conflict.trained"
"Ahr",3.74955490246272,0.018611191239651,"DG","home.cage-conflict.trained"
"Aimp1",1.51598969711045,0.0387834576176086,"DG","home.cage-conflict.trained"
"Ak3",1.17309062263208,0.0874599617162417,"DG","home.cage-conflict.trained"
"Akap1",1.72950792511079,0.0427498492394036,"DG","home.cage-conflict.trained"
"Akap10",1.82982065063196,0.00840715883020225,"DG","home.cage-conflict.trained"
"Akap5",2.02743973562967,0.0120004502610821,"DG","home.cage-conflict.trained"
"Akap9",1.26540405213497,0.0718731744311984,"DG","home.cage-conflict.trained"
"Akip1",3.944829630129,0.0431009447651082,"DG","home.cage-conflict.trained"
"Akirin1",1.62144578405671,0.0386816342532279,"DG","home.cage-conflict.trained"
"Aldh18a1",2.72919961759439,0.00145312380669359,"DG","home.cage-conflict.trained"
"Aldh3b2",7.01207662970747,0.000426165328526525,"DG","home.cage-conflict.trained"
"Aldh7a1",2.4366582094825,0.00253667499013852,"DG","home.cage-conflict.trained"
"Aldoa",0.675524168912353,0.081593162654719,"DG","home.cage-conflict.trained"
"Alg10b",-2.17112503795576,0.0386816342532279,"DG","home.cage-conflict.trained"
"Alg8",-3.7894864515293,0.0853914733613439,"DG","home.cage-conflict.trained"
"Alg9",-2.4016742477951,0.0418591585734233,"DG","home.cage-conflict.trained"
"Alkbh1",4.04885365795229,1.33880639031901e-06,"DG","home.cage-conflict.trained"
"Alkbh5",1.55489987292681,0.0156409269769101,"DG","home.cage-conflict.trained"
"Alkbh8",2.03071777291439,0.00530232014806776,"DG","home.cage-conflict.trained"
"Als2cl",-4.0169808953386,0.0664232251811033,"DG","home.cage-conflict.trained"
"Amigo2",-2.79891837789366,0.0222623364990462,"DG","home.cage-conflict.trained"
"Anapc16",1.39565469090447,0.0483279369706391,"DG","home.cage-conflict.trained"
"Anapc5",0.860002806652902,0.0624958441318725,"DG","home.cage-conflict.trained"
"Ankrd40",1.31319890843516,0.0257654035448108,"DG","home.cage-conflict.trained"
"Ankrd44",-4.04604711473973,0.083486177094299,"DG","home.cage-conflict.trained"
"Anks1b",1.40122183730619,0.00656482751833505,"DG","home.cage-conflict.trained"
"Ano10",-3.41795914891377,0.0670123339433991,"DG","home.cage-conflict.trained"
"Ano6",1.52959043453859,0.0372532082573009,"DG","home.cage-conflict.trained"
"Ano8",1.50226314667534,0.0136867183429696,"DG","home.cage-conflict.trained"
"Anxa5",-4.98998783395825,0.0098862576595694,"DG","home.cage-conflict.trained"
"Ap2a1",1.22895151380897,0.0182324574906821,"DG","home.cage-conflict.trained"
"Ap3b2",1.16493171424319,0.0152970356937355,"DG","home.cage-conflict.trained"
"Ap3d1",0.723141022982869,0.0880383123901192,"DG","home.cage-conflict.trained"
"Ap4e1",-2.61464557607337,0.0406946125947569,"DG","home.cage-conflict.trained"
"Apba3",2.26159403617901,0.0147430576016149,"DG","home.cage-conflict.trained"
"Aph1b",-2.56816560774897,0.0819014913907674,"DG","home.cage-conflict.trained"
"Apold1",-3.46978376340281,0.0241477376857063,"DG","home.cage-conflict.trained"
"Appbp2",-1.2998536251463,0.0895939293128559,"DG","home.cage-conflict.trained"
"Aprt",1.66527791935702,0.0646262744929049,"DG","home.cage-conflict.trained"
"Aqp11",3.18301206068123,0.00227477522184931,"DG","home.cage-conflict.trained"
"Arap1",-4.13318229161755,0.0370117443483469,"DG","home.cage-conflict.trained"
"Arap3",-3.9684265507759,0.0837308915954293,"DG","home.cage-conflict.trained"
"Arf1",1.3798856605622,0.0175411840580329,"DG","home.cage-conflict.trained"
"Arf6",1.37269651077904,0.0843164446975021,"DG","home.cage-conflict.trained"
"Arfgap2",1.64324195895203,0.0202670080244201,"DG","home.cage-conflict.trained"
"Arfgef2",2.12680786238614,0.00359296289578429,"DG","home.cage-conflict.trained"
"Arhgdia",1.67402758371345,0.0137809860410095,"DG","home.cage-conflict.trained"
"Arhgef10",3.78850929799832,0.00536235613342578,"DG","home.cage-conflict.trained"
"Arhgef15",3.04409635597526,0.0163912148977892,"DG","home.cage-conflict.trained"
"Arhgef25",0.764677764661198,0.0586234535241262,"DG","home.cage-conflict.trained"
"Arl15",1.92070695655056,0.0171903300448179,"DG","home.cage-conflict.trained"
"Arl2bp",1.13766239870322,0.0758258629942358,"DG","home.cage-conflict.trained"
"Arl8b",1.63774395206857,0.014777317247177,"DG","home.cage-conflict.trained"
"Armc8",1.1289778111926,0.0449374762668597,"DG","home.cage-conflict.trained"
"Armc9",2.13733569373034,0.00109819822446338,"DG","home.cage-conflict.trained"
"Armcx4",-1.69306078412579,0.0295943914410105,"DG","home.cage-conflict.trained"
"Armcx5",-2.99790691214888,0.00536235613342578,"DG","home.cage-conflict.trained"
"Armt1",2.45463294842166,0.00178410044656159,"DG","home.cage-conflict.trained"
"Arnt2",-1.21114424710793,0.0153334557374558,"DG","home.cage-conflict.trained"
"Arntl",3.2284117842914,2.212801082893e-05,"DG","home.cage-conflict.trained"
"Arpc3",1.98003795531771,0.00160465724886464,"DG","home.cage-conflict.trained"
"Arpp19",1.3609956569535,0.0853914733613439,"DG","home.cage-conflict.trained"
"Arr3",-3.90629912642431,0.0857510235580645,"DG","home.cage-conflict.trained"
"Arsg",-4.50213360835171,0.0268576819667646,"DG","home.cage-conflict.trained"
"Asb11",-4.39927664114185,0.0415034811201393,"DG","home.cage-conflict.trained"
"Asic2",1.35020037460579,0.0472632838911586,"DG","home.cage-conflict.trained"
"Asl",3.21538536553091,0.00646621011750947,"DG","home.cage-conflict.trained"
"Asrgl1",-1.18191348583205,0.0796621552969343,"DG","home.cage-conflict.trained"
"Ass1",-4.71661840785465,0.0175196890742592,"DG","home.cage-conflict.trained"
"Asxl3",3.06640482057486,0.00100730698405614,"DG","home.cage-conflict.trained"
"Atat1",-1.88957179548287,0.0858035463855261,"DG","home.cage-conflict.trained"
"Atf5",-1.91743245743851,0.0909090609936033,"DG","home.cage-conflict.trained"
"Atf7",2.42904915821775,0.036680203879942,"DG","home.cage-conflict.trained"
"Atf7ip",2.0859431683656,0.00531531310977045,"DG","home.cage-conflict.trained"
"Atp11b",-1.4431758797513,0.0157350212210612,"DG","home.cage-conflict.trained"
"Atp13a1",1.40445795436259,0.0177862944769962,"DG","home.cage-conflict.trained"
"Atp1a2",-1.24786830741222,0.0349833399295385,"DG","home.cage-conflict.trained"
"Atp6ap1",1.12164934584644,0.0872544440630737,"DG","home.cage-conflict.trained"
"Atp6v0d1",2.17077910562252,0.000267060745379044,"DG","home.cage-conflict.trained"
"Atp7a",-4.60573521359716,0.0323621917857087,"DG","home.cage-conflict.trained"
"Atrn",-0.907290211656286,0.0427629853149446,"DG","home.cage-conflict.trained"
"Atxn7",2.18056305854632,0.00422933541866584,"DG","home.cage-conflict.trained"
"Atxn7l3",1.23776641911768,0.0657610873328648,"DG","home.cage-conflict.trained"
"AU022252",2.46759290862182,0.000556822788857621,"DG","home.cage-conflict.trained"
"AU040320",1.03817521228342,0.0433497622517551,"DG","home.cage-conflict.trained"
"Azi2",1.89238080802744,0.00661964671348879,"DG","home.cage-conflict.trained"
"B3galnt2",2.06624588349217,0.0125559820376653,"DG","home.cage-conflict.trained"
"B3glct",4.88895684338105,2.212801082893e-05,"DG","home.cage-conflict.trained"
"B3gntl1",-4.03820157912377,0.048494200286625,"DG","home.cage-conflict.trained"
"B930094E09Rik",7.29722897135301,0.0139673887747302,"DG","home.cage-conflict.trained"
"Bag3",-2.9576259086249,0.0295943914410105,"DG","home.cage-conflict.trained"
"Baiap2",0.987746804252987,0.0144978840529997,"DG","home.cage-conflict.trained"
"Banp",1.97008797706811,0.00160465724886464,"DG","home.cage-conflict.trained"
"Bbip1",2.07636607860739,0.0260769214615664,"DG","home.cage-conflict.trained"
"BC004004",3.07836844008839,0.00062427596242911,"DG","home.cage-conflict.trained"
"BC030336",1.53613546119535,0.00699861037091433,"DG","home.cage-conflict.trained"
"BC034090",-3.9165983355035,0.0910318071008197,"DG","home.cage-conflict.trained"
"BC068281",5.99164043262976,8.4419059436537e-05,"DG","home.cage-conflict.trained"
"Bcar3",-4.01301120055548,0.0669117858406115,"DG","home.cage-conflict.trained"
"Bcas1",2.48412840211888,0.00578096454103684,"DG","home.cage-conflict.trained"
"Bcas2",2.243761448873,0.0158313998573543,"DG","home.cage-conflict.trained"
"Bcas3",1.8881567987276,0.0320839896011254,"DG","home.cage-conflict.trained"
"Bcl2",-4.10903581465094,0.0676650979503697,"DG","home.cage-conflict.trained"
"Becn1",1.20569307953902,0.0347983029831784,"DG","home.cage-conflict.trained"
"Bend6",2.1714728469886,0.00109901332199518,"DG","home.cage-conflict.trained"
"Best3",5.12408909928353,0.0016273519308466,"DG","home.cage-conflict.trained"
"Bin1",1.01198949584921,0.022771786743144,"DG","home.cage-conflict.trained"
"Bivm",2.37758738386449,0.0214295048568864,"DG","home.cage-conflict.trained"
"Blnk",3.02394320540734,0.0292543251786942,"DG","home.cage-conflict.trained"
"Bloc1s3",-3.76357727352618,0.0381712740364898,"DG","home.cage-conflict.trained"
"Bmp2k",-2.57870384492375,0.0439458567158243,"DG","home.cage-conflict.trained"
"Bmp3",5.7801292334358,0.0309327495755116,"DG","home.cage-conflict.trained"
"Bok",2.09173514063822,0.0343167523490527,"DG","home.cage-conflict.trained"
"Bora",-4.1149209341749,0.0560149997434666,"DG","home.cage-conflict.trained"
"Brinp3",3.85017778645371,0.0016273519308466,"DG","home.cage-conflict.trained"
"Btbd1",1.6688365720359,0.00314192336137549,"DG","home.cage-conflict.trained"
"Btbd2",1.14851311825995,0.0639634618773769,"DG","home.cage-conflict.trained"
"Btf3",1.1534409440022,0.047696156321987,"DG","home.cage-conflict.trained"
"Bysl",1.6506371268418,0.0651064790603036,"DG","home.cage-conflict.trained"
"C1qtnf4",1.17319901396058,0.034845313937859,"DG","home.cage-conflict.trained"
"C2cd2l",0.986542452014723,0.0335410364421402,"DG","home.cage-conflict.trained"
"C2cd4a",2.29421021845701,0.0520522735169715,"DG","home.cage-conflict.trained"
"C5ar2",3.81575124555089,0.0100183219215551,"DG","home.cage-conflict.trained"
"Cabp1",1.65510795545869,0.0157202823172827,"DG","home.cage-conflict.trained"
"Cacna1a",1.4590205626907,0.00969487413870019,"DG","home.cage-conflict.trained"
"Cacna1g",-1.4220236948196,0.0237670295513272,"DG","home.cage-conflict.trained"
"Cacna1i",2.3518060217408,0.00477980708737925,"DG","home.cage-conflict.trained"
"Cacna2d3",-2.1819502010364,0.00471492777763531,"DG","home.cage-conflict.trained"
"Cacng2",2.15344411347599,0.00233489678655607,"DG","home.cage-conflict.trained"
"Cacng8",-1.23306001546484,0.00280251714474102,"DG","home.cage-conflict.trained"
"Cacybp",2.35850803563768,0.00259782619971673,"DG","home.cage-conflict.trained"
"Calb1",1.52016702047907,0.0102171547378329,"DG","home.cage-conflict.trained"
"Calm3",0.79785592545408,0.0472890537270307,"DG","home.cage-conflict.trained"
"Calu",-1.66095503706935,0.0118638595793814,"DG","home.cage-conflict.trained"
"Camkv",0.513635194591842,0.098733299302662,"DG","home.cage-conflict.trained"
"Cant1",1.9648066195437,0.01061520309093,"DG","home.cage-conflict.trained"
"Canx",1.92563863596774,0.00108320303690106,"DG","home.cage-conflict.trained"
"Car10",2.26090851656772,0.0295105033663418,"DG","home.cage-conflict.trained"
"Caskin1",1.16147630688986,0.0433109348980256,"DG","home.cage-conflict.trained"
"Cat",1.83258070160779,0.00578869083575626,"DG","home.cage-conflict.trained"
"Cbfa2t3",2.03621416267304,0.000659743149055483,"DG","home.cage-conflict.trained"
"Cbfb",2.22130856983106,0.000622019759865347,"DG","home.cage-conflict.trained"
"Cbr4",2.83311710262124,0.0222700367052012,"DG","home.cage-conflict.trained"
"Cbs",-2.28319129632029,0.0600018114505757,"DG","home.cage-conflict.trained"
"Cbwd1",-4.39292439016406,0.0415034811201393,"DG","home.cage-conflict.trained"
"Cbx3",2.10389280443588,0.00550633985784074,"DG","home.cage-conflict.trained"
"Ccar2",1.83368663467717,0.00451303023715374,"DG","home.cage-conflict.trained"
"Ccdc115",3.03549579358615,0.00425986272460862,"DG","home.cage-conflict.trained"
"Ccdc126",-4.26752061551698,0.0318741422330649,"DG","home.cage-conflict.trained"
"Ccdc127",2.51873804698962,0.000867825142452744,"DG","home.cage-conflict.trained"
"Ccdc157",-1.94164082668304,0.0775627847888326,"DG","home.cage-conflict.trained"
"Ccdc174",2.12432364192553,0.017246437076575,"DG","home.cage-conflict.trained"
"Ccdc24",6.02032590099299,0.000852618432977181,"DG","home.cage-conflict.trained"
"Ccdc66",2.45233917242861,0.0058647942574851,"DG","home.cage-conflict.trained"
"Ccdc77",3.88727026730413,0.00168725572328496,"DG","home.cage-conflict.trained"
"Ccdc86",-3.36151359231994,0.0298388073784469,"DG","home.cage-conflict.trained"
"Ccdc92b",1.82780546342377,0.0201915853723308,"DG","home.cage-conflict.trained"
"Ccdc94",-4.03585143492217,0.080542087550051,"DG","home.cage-conflict.trained"
"Ccl3",-5.03860504874945,0.0222962656476497,"DG","home.cage-conflict.trained"
"Ccnjl",2.348148919449,0.0209037364657118,"DG","home.cage-conflict.trained"
"Ccp110",2.08950392412886,0.02659534500087,"DG","home.cage-conflict.trained"
"Cct7",1.07527686245002,0.0102002474075577,"DG","home.cage-conflict.trained"
"Cct8",1.24280128125041,0.0143010231459453,"DG","home.cage-conflict.trained"
"Cd151",-4.36886181012405,0.0535734264830461,"DG","home.cage-conflict.trained"
"Cd300lf",8.71171847511442,0.00148455130170107,"DG","home.cage-conflict.trained"
"Cd34",-4.00072815171868,0.0752814800089062,"DG","home.cage-conflict.trained"
"Cdc23",1.27446283065323,0.0423556555159408,"DG","home.cage-conflict.trained"
"Cdc25b",-2.90928869164295,0.0196542190330548,"DG","home.cage-conflict.trained"
"Cdc27",2.16164640977148,0.00701205244883076,"DG","home.cage-conflict.trained"
"Cdc37l1",1.7041042237481,0.0668742422641996,"DG","home.cage-conflict.trained"
"Cdc5l",1.41267049166377,0.0788104654122127,"DG","home.cage-conflict.trained"
"Cdh11",1.27331001597581,0.033304058408764,"DG","home.cage-conflict.trained"
"Cdh13",2.53023467986327,0.00628497752311007,"DG","home.cage-conflict.trained"
"Cdh18",2.76723142749579,0.0695699311644518,"DG","home.cage-conflict.trained"
"Cdip1",0.911838988792139,0.0460393646869579,"DG","home.cage-conflict.trained"
"Cdk12",2.85587834952765,0.015982921438526,"DG","home.cage-conflict.trained"
"Cdk5",1.68462714172935,0.00883654635914448,"DG","home.cage-conflict.trained"
"Cdkn1c",5.63998002730354,0.0775905656371989,"DG","home.cage-conflict.trained"
"Celf4",0.741545188641181,0.0350136106729873,"DG","home.cage-conflict.trained"
"Celf5",1.0512739306504,0.00616984020380116,"DG","home.cage-conflict.trained"
"Cenpq",6.12960097719157,0.0248318721162967,"DG","home.cage-conflict.trained"
"Cep135",-2.89299986590616,0.065128977238629,"DG","home.cage-conflict.trained"
"Cep290",-3.46677656651356,0.0243181136012355,"DG","home.cage-conflict.trained"
"Cetn3",1.60855821169664,0.0639634618773769,"DG","home.cage-conflict.trained"
"Cetn4",-4.22669796602843,0.037531286381605,"DG","home.cage-conflict.trained"
"Cfl1",1.46668765442569,0.0150469759504706,"DG","home.cage-conflict.trained"
"Chchd4",3.12639307971198,5.74233486482447e-05,"DG","home.cage-conflict.trained"
"Chd1l",-3.35506138409061,0.0472890537270307,"DG","home.cage-conflict.trained"
"Chkb",1.55530098607779,0.0768846294272188,"DG","home.cage-conflict.trained"
"Chpf",1.24271694409351,0.0965616560951395,"DG","home.cage-conflict.trained"
"Chst11",2.73834973115823,0.0201915853723308,"DG","home.cage-conflict.trained"
"Chsy3",-3.89266191898668,0.0254614996710578,"DG","home.cage-conflict.trained"
"Chuk",1.51233313330958,0.0524574051382522,"DG","home.cage-conflict.trained"
"Ciart",-1.89237379339402,0.0769600894433117,"DG","home.cage-conflict.trained"
"Cidea",-4.5279176138467,0.0295943914410105,"DG","home.cage-conflict.trained"
"Cited2",-3.11279379425494,0.00198161884077036,"DG","home.cage-conflict.trained"
"Cldn10",-4.06472833354445,0.0644115020359331,"DG","home.cage-conflict.trained"
"Cldn11",-1.84571024559894,0.0873887305362126,"DG","home.cage-conflict.trained"
"Clic4",-5.29184635151025,0.000852618432977181,"DG","home.cage-conflict.trained"
"Clk4",2.45426906108715,0.00046318473638034,"DG","home.cage-conflict.trained"
"Clpb",1.94006535835462,0.0179502986956975,"DG","home.cage-conflict.trained"
"Cluap1",2.27084173997424,0.00505432651962612,"DG","home.cage-conflict.trained"
"Cmpk1",1.35889673736688,0.0650655513627891,"DG","home.cage-conflict.trained"
"Cnih3",-1.10552118763354,0.0989548634062431,"DG","home.cage-conflict.trained"
"Cnn3",-1.48059932680696,0.0524240395691256,"DG","home.cage-conflict.trained"
"Cnot11",2.46347360585199,0.0081728957615049,"DG","home.cage-conflict.trained"
"Cnot4",-1.66951430355588,0.0809222047222187,"DG","home.cage-conflict.trained"
"Cnp",-2.39560051873746,0.00280388727718843,"DG","home.cage-conflict.trained"
"Cntnap5b",-1.87972942923245,0.0506741114489983,"DG","home.cage-conflict.trained"
"Cntrl",1.95204929637078,0.0505421796507315,"DG","home.cage-conflict.trained"
"Cntrob",2.95803851980734,0.000431418627534415,"DG","home.cage-conflict.trained"
"Coa3",2.1619779243743,0.0585837697858757,"DG","home.cage-conflict.trained"
"Cog2",2.96204205364943,0.00224703347714596,"DG","home.cage-conflict.trained"
"Cog7",1.49491260819987,0.0335410364421402,"DG","home.cage-conflict.trained"
"Col9a3",-3.7294090170017,0.0987599348940855,"DG","home.cage-conflict.trained"
"Copa",0.943845548112668,0.0479075060614125,"DG","home.cage-conflict.trained"
"Copg2",-1.35154019093862,0.065203476386795,"DG","home.cage-conflict.trained"
"Coro2b",1.3937988412796,0.00384289888519509,"DG","home.cage-conflict.trained"
"Cox15",2.37720860888182,0.03485407154841,"DG","home.cage-conflict.trained"
"Cox4i1",1.93644130166759,0.0014104370580666,"DG","home.cage-conflict.trained"
"Cox7a2l",1.4363863668846,0.00998661501915728,"DG","home.cage-conflict.trained"
"Cplx2",0.826834893967653,0.0599046993581215,"DG","home.cage-conflict.trained"
"Cpne1",-2.36736554199853,0.0724195540571909,"DG","home.cage-conflict.trained"
"Cpne4",2.01370454032158,0.0056402157030738,"DG","home.cage-conflict.trained"
"Cpsf4",2.11217157022509,0.0123504068534793,"DG","home.cage-conflict.trained"
"Cpsf7",1.40513449938097,0.0396898909275501,"DG","home.cage-conflict.trained"
"Creb3",-3.34967149312489,0.00616984020380116,"DG","home.cage-conflict.trained"
"Crebbp",1.46183235769069,0.031966527425093,"DG","home.cage-conflict.trained"
"Crebrf",1.5174758824335,0.053409555879905,"DG","home.cage-conflict.trained"
"Crip2",1.97227697536402,0.0525887033637643,"DG","home.cage-conflict.trained"
"Crlf2",2.73673501319675,0.00433598373744458,"DG","home.cage-conflict.trained"
"Crls1",1.78969911376441,0.074998420483116,"DG","home.cage-conflict.trained"
"Cryab",-2.93141613047192,0.0194439367120628,"DG","home.cage-conflict.trained"
"Crybb3",4.48344026154614,0.0333665641334495,"DG","home.cage-conflict.trained"
"Crybg3",5.67876474078612,1.33880639031901e-06,"DG","home.cage-conflict.trained"
"Cryz",3.73209245797726,0.0232933458321302,"DG","home.cage-conflict.trained"
"Csnk1a1",0.817135070391044,0.0819794814031714,"DG","home.cage-conflict.trained"
"Cspg4",-4.84401240533396,0.0260652440072702,"DG","home.cage-conflict.trained"
"Csrnp1",-2.62644397090419,0.00794808021617898,"DG","home.cage-conflict.trained"
"Csrp1",-1.87712939962772,0.0148057986228035,"DG","home.cage-conflict.trained"
"Cstf1",-2.35485640829519,0.0176539354652733,"DG","home.cage-conflict.trained"
"Cstf2",1.83500445316836,0.00352105093067234,"DG","home.cage-conflict.trained"
"Ctc1",1.80764564982326,0.01174452170055,"DG","home.cage-conflict.trained"
"Ctcfl",5.14110769057538,0.022389061064867,"DG","home.cage-conflict.trained"
"Ctdsp1",-5.40223626209119,0.00507038639894441,"DG","home.cage-conflict.trained"
"Ctsa",1.08879077052009,0.0990292210593867,"DG","home.cage-conflict.trained"
"Ctso",-3.72908761667154,0.0359250304634732,"DG","home.cage-conflict.trained"
"Ctxn1",0.810175269348661,0.0574408009422277,"DG","home.cage-conflict.trained"
"Cul1",1.28038113638996,0.0807200644232948,"DG","home.cage-conflict.trained"
"Cwf19l1",3.95672377859505,0.000175988499882793,"DG","home.cage-conflict.trained"
"Cxcl14",-2.10251570647717,0.0406572997634315,"DG","home.cage-conflict.trained"
"Cyb5d1",3.13753392772297,0.00190065917117938,"DG","home.cage-conflict.trained"
"Cyld",2.00482326971505,0.00816626363660928,"DG","home.cage-conflict.trained"
"Cyp2d22",-5.36320797372392,0.00449212659017173,"DG","home.cage-conflict.trained"
"Cyp4f13",-4.53840567815937,0.0298388073784469,"DG","home.cage-conflict.trained"
"Cyp51",-1.75498844200514,0.0232530417874361,"DG","home.cage-conflict.trained"
"Cyr61",-2.60319965030949,0.0480365582610211,"DG","home.cage-conflict.trained"
"Cyth1",0.932032243561623,0.0784813044928452,"DG","home.cage-conflict.trained"
"Cyth4",2.09278462757752,0.0056402157030738,"DG","home.cage-conflict.trained"
"D130043K22Rik",-1.25440691997686,0.0950118671732239,"DG","home.cage-conflict.trained"
"D16Ertd472e",-4.48322833205977,0.0314728559369488,"DG","home.cage-conflict.trained"
"D630045J12Rik",1.80266973924741,0.0142190541917593,"DG","home.cage-conflict.trained"
"Dab2ip",3.06392828510989,2.212801082893e-05,"DG","home.cage-conflict.trained"
"Daglb",-1.55206258272389,0.0837308915954293,"DG","home.cage-conflict.trained"
"Dars",1.69870999868755,0.0193926405618659,"DG","home.cage-conflict.trained"
"Dbr1",-3.53202500704449,0.0568365422445044,"DG","home.cage-conflict.trained"
"Dbt",3.36904865761145,0.000364931506315653,"DG","home.cage-conflict.trained"
"Dcaf15",2.87100415178728,0.00108320303690106,"DG","home.cage-conflict.trained"
"Dclk2",0.972510501855768,0.0819794814031714,"DG","home.cage-conflict.trained"
"Dclre1c",1.9981991672853,0.0400105935191314,"DG","home.cage-conflict.trained"
"Dctn1",0.951480820026931,0.0472632838911586,"DG","home.cage-conflict.trained"
"Dctn6",2.15843310716325,0.00618677561798133,"DG","home.cage-conflict.trained"
"Dcun1d3",-2.33785422426489,0.033304058408764,"DG","home.cage-conflict.trained"
"Dda1",1.65568576841736,0.0463209109512983,"DG","home.cage-conflict.trained"
"Ddb1",1.28357578353521,0.0359737263174984,"DG","home.cage-conflict.trained"
"Ddrgk1",1.46612971857929,0.0684398129341327,"DG","home.cage-conflict.trained"
"Ddx54",2.85349937986535,0.000136878411968855,"DG","home.cage-conflict.trained"
"Dennd1a",2.63304432257696,0.000278143403631056,"DG","home.cage-conflict.trained"
"Det1",2.82267322860344,0.0790154212943799,"DG","home.cage-conflict.trained"
"Dfna5",1.74551946160603,0.0472632838911586,"DG","home.cage-conflict.trained"
"Dgkq",2.37640440965217,0.00242951514115119,"DG","home.cage-conflict.trained"
