"","row","column","cor","p","padj"
"311","NSF","ALDH1L1",-0.274887908921397,0.302830697244785,0.577602102347153
"312","WWC1","ALDH1L2",-0.274862574341752,0.302877068793801,0.577602102347153
"313","PC1","ROCK2",0.272257193682647,0.307668236742694,0.584864539494897
"314","WWC1","ALDH1L1",0.270715576055401,0.310524039771422,0.586728176523947
"315","TNXB","TNR",0.270359431699744,0.311185988237898,0.586728176523947
"316","PC1","IGF2BP2",-0.270133203223463,0.311606897111878,0.586728176523947
"317","LAMB1","ALDOC",0.267910686871639,0.315759696141694,0.589914829241244
"318","PC2","PRKCB",0.267194529441061,0.317104684208044,0.589914829241244
"319","IGF2","GJB6",0.267004025543406,0.317463023142446,0.589914829241244
"320","IGF2","CFL1",-0.266684159608319,0.318065222675556,0.589914829241244
"321","PC1","SLC1A2",0.266198976762357,0.318979925503635,0.589914829241244
"322","PIN1","GFAP",0.266056922802495,0.319248025236438,0.589914829241244
"323","PRKCB","GRIA2",-0.263311432664594,0.324455303754127,0.597568915357775
"324","GABRA1","SLC1A2",0.262816681235473,0.325398871556167,0.597568915357775
"325","PRKCI","GRIA2",0.262283129490135,0.326418211492098,0.597596417962456
"326","WWC1","LIMK1",-0.261213734018187,0.328466808607184,0.599502304052988
"327","PIN1","PTPRS",0.259387945513064,0.331981455828234,0.604064116874004
"328","CAMK2A","ALDH1L1",-0.255714168870812,0.339118535326663,0.615169294266355
"329","PNN","ALDH1A1",-0.254920546967163,0.340671700225312,0.6161083940245
"330","LAMC1","AQP4",-0.252912318945848,0.344619949079346,0.62136021121882
"331","WWC1","SLC1A2",-0.249909057611674,0.350572576657431,0.630183332662149
"332","PRKCB","ALDOC",0.248148731827018,0.354088362866311,0.634586072004383
"333","ROCK2","TNC",0.245621541200163,0.359170177983215,0.641760528228267
"334","PC1","ALDH1L2",0.244703188166812,0.361026879773434,0.643146687021536
"335","LAMA1","GJB6",0.243004669409108,0.364474948959443,0.647351028748862
"336","LAMB1","AQP4",0.242064332638122,0.366391703917706,0.648818642354272
"337","PC2","GJB6",-0.241242066531658,0.368072351789735,0.649860680459621
"338","PICK1","EGFR",0.239371927401397,0.371910598636935,0.654694692866794
"339","IGF2BP2","PTPRS",-0.23817544051503,0.37437776124987,0.657093710748297
"340","WWC1","TNXB",-0.23706749474228,0.376670342427374,0.659173099247904
"341","PRKCZ","WWC1",0.235785613373445,0.379332402796906,0.660465024988337
"342","WWC1","TNC",-0.235643270405226,0.379628636211784,0.660465024988337
"343","PRKCZ","PIN1",-0.234276222267214,0.382480058480467,0.663485815731422
"344","PRKCI","TNR",0.230750485034166,0.38988768131684,0.672811834592504
"345","IGF2","LAMC1",0.230641547318346,0.390117786444393,0.672811834592504
"346","PNN","ALDOC",-0.227537721502108,0.396704615296094,0.682194352893572
"347","PC2","ALDH1L2",-0.226530967022229,0.398853832654137,0.683143984916007
"348","PICK1","ALDOC",-0.226204026588242,0.39955312058953,0.683143984916007
"349","IGF2BP2","TNXB",-0.224950890483244,0.402239491360634,0.684936042322228
"350","WWC1","PRKCI",-0.224641807050381,0.402903554307193,0.684936042322228
