"ID","Year","Genotype","TrainProtocol","TrainSequence","TrainGroup","Day","TrainSession","ShockOnOff","PairedPartner","Experimenter","Housing","TestLocation","APA","APA2","TrainSessionCombo","pair1","pair2","TrainSessionComboNum","SdevSpeedArena","Linearity.Arena.","NumEntrances","Time1stEntr","Path1stEntr","Speed1stEntr.cm.s.","Dist1stEntr.m.","NumShock","MaxTimeAvoid","Time2ndEntr","Path2ndEntr","Speed2ndEntr","TimeTarget","pTimeTarget","pTimeCCW","pTimeOPP","pTimeCW","RayleigLength","RayleigAngle","PolarAvgVal","PolarSdVal","PolarMinVal","PolarMinBin","Min50.RngLoBin","Min50.RngHiBin","PolarMaxVal","PolarMaxBin","Max50.RngLoBin","Max50.RngHiBin","AnnularMinVal","AnnularMinBin","AnnularMaxVal","AnnularMaxBin","AnnularAvg","AnnularSd","AnnularSkewnes","AnnularKurtosis","Speed1","Speed2"
"15146C",2015,"WT","3-day","train-train","trained",1,"T1","On","15146D","Maddy","AnimalRoom","MBL","Same","standard-trained","T1","15146C_T1","15146D_T1",2,2.75,0.4061,5,5.63,0.47,11.33,0.26,5,366,47.63,2.02,9.73,4.668,0.0113,0.3402,0.5161,0.1325,0.57,157.52,229.04,64.83,3e-04,0,190,120,0.0679,150,110,210,0.0016,19.4,0.2931,16.6,15.86,14.07,1.72,7.69,0.0834813499111901,0.042410245643502
"15146C",2015,"WT","3-day","train-train","trained",1,"T2","On","15146D","Maddy","AnimalRoom","MBL","Same","standard-trained","T2","15146C_T2","15146D_T2",3,2.34,0.3732,1,327.4,9.19,5.46,0.06,1,327,599.97,15.96,-1,0.767,0.0019,0.1916,0.7364,0.0702,0.74,166.51,249.94,45.74,0,0,180,140,0.1042,160,130,200,0.0011,3.5,0.4407,18,16.81,9.85,1.31,6.88,0.028069639584606,0.0266013300665033
"15146C",2015,"WT","3-day","train-train","trained",1,"T3","On","15146D","Maddy","AnimalRoom","MBL","Same","standard-trained","T3","15146C_T3","15146D_T3",4,2.23,0.3702,1,526.87,13.21,4.33,0.07,1,526,599.97,15.05,-1,0.6,0.0014,0.4366,0.5357,0.0263,0.69,142.06,231.02,48.28,0,0,170,110,0.0767,160,120,210,4e-04,8.5,0.485,18,17.12,9.14,0.77,2.98,0.0250725985537229,0.0250845875627115
"15146C",2015,"WT","3-day","train-train","trained",2,"Retest","On","15146D","Maddy","AnimalRoom","MBL","Same","standard-trained","Retest","15146C_Retest","15146D_Retest",5,2.54,0.3356,3,273.37,7.19,3.08,0.18,3,273,439.63,11.53,2.17,1.8,0.0046,0.3988,0.5312,0.0654,0.71,143.74,228.65,49.92,0,0,160,120,0.0979,150,110,180,0.0024,11.1,0.5583,18,17.33,7.49,1.18,4.63,0.0263013498189267,0.0262265996406069
"15146C",2015,"WT","3-day","train-train","trained",2,"T4","On","15146D","Maddy","AnimalRoom","MBL","Same","standard-trained","T4_C1","15146C_T4_C1","15146D_T4_C1",6,3,0.2704,13,49.37,1.05,1.96,0.7,13,131,66.37,1.52,2.17,10.632,0.0298,0.735,0.1567,0.0785,0.64,100.55,187.61,58.64,0,0,130,80,0.0815,90,60,140,4e-04,3.5,0.5013,18,17.34,8.29,1.35,7.07,0.0212679765039498,0.0229019135151424
"15146C",2015,"WT","3-day","train-train","trained",2,"T5","On","15146D","Maddy","AnimalRoom","MBL","Same","standard-trained","T5_C2","15146C_T5_C2","15146D_T5_C2",7,2.86,0.3048,4,24.37,0.5,2.17,0.22,4,383,68.57,1.67,2.04,3.633,0.0099,0.1405,0.6869,0.1627,0.62,185.95,252.98,60.06,2e-04,340,220,170,0.0901,190,160,240,4e-04,3.5,0.4069,18,16.68,10.73,1.65,7.88,0.0205170291341814,0.0243546740557095
"15146C",2015,"WT","3-day","train-train","trained",2,"T6","On","15146D","Maddy","AnimalRoom","MBL","Same","standard-trained","T6_C3","15146C_T6_C3","15146D_T6_C3",8,2.91,0.2792,8,62.4,1.8,2.17,0.43,8,117,138.3,4.18,1.95,7.833,0.0201,0.6052,0.2847,0.09,0.56,115.5,205.16,63.59,1e-04,340,130,70,0.0756,100,60,150,0.001,3.5,0.337,18,16.55,10.13,1.14,7.34,0.0288461538461538,0.0302241503976862
"15146C",2015,"WT","3-day","train-train","trained",3,"Retention","Off","15146D","Maddy","AnimalRoom","MBL","Same","standard-trained","Retention","15146C_Retention","15146D_Retention",9,3.12,0.3386,2,83.33,3.28,10.01,0.1,4,475,559.07,17.96,3.88,11.1,0.0288,0.0904,0.5679,0.3129,0.61,204,250.09,72.18,0,20,230,170,0.0768,220,160,250,0.0023,3.5,0.3921,15,16.01,9.81,1.52,11.05,0.0393615744629785,0.0321247786502585
"15147C",2015,"WT","3-day","train-train","trained",1,"Hab","Off","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","Hab","15147C_Hab","15147D_Hab",1,3.15,0.4407,25,6.87,0.35,20.14,1.03,49,51,24.9,1.68,9.1,88.002,0.218,0.3152,0.2532,0.2136,0.12,109.55,186.18,97.08,0.0165,340,190,50,0.0407,110,10,170,0.0136,18,0.2717,13.2,12.38,23.04,1.09,3.46,0.0509461426491994,0.0674698795180723
"15147C",2015,"WT","3-day","train-train","trained",1,"T1","On","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","T1","15147C_T1","15147D_T1",2,2.54,0.3479,4,13.13,0.42,5.38,0.23,4,321,29.2,1.14,2.32,3.167,0.0081,0.2667,0.5389,0.1863,0.59,178.23,253.92,58.91,0,10,240,170,0.0817,200,150,250,0.0061,19.4,0.3228,16.6,16,14.36,2.23,9.85,0.031987814166032,0.039041095890411
"15147C",2015,"WT","3-day","train-train","trained",1,"T2","On","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","T2","15147C_T2","15147D_T2",3,2.29,0.3395,2,82.37,1.74,1.75,0.13,2,400,483.2,12.42,1.48,1.267,0.0031,0.2312,0.5964,0.1693,0.65,174.44,253.45,53.67,0,0,200,140,0.0749,170,120,210,0.0077,8.5,0.504,18,16.95,13.39,3.83,24.07,0.0211241957023188,0.025703642384106
"15147C",2015,"WT","3-day","train-train","trained",1,"T3","On","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","T3","15147C_T3","15147D_T3",4,2.39,0.3559,1,445.53,11.59,6.41,0.06,1,445,599.97,15.62,-1,1.067,0.0026,0.1052,0.8444,0.0478,0.78,180.08,263.88,41.59,0,10,200,170,0.12,200,160,220,0.0058,8.5,0.4175,18,16.53,12.73,2.67,15.61,0.0260139609005005,0.0260346350650866
"15147C",2015,"WT","3-day","train-train","trained",2,"Retest","On","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","Retest","15147C_Retest","15147D_Retest",5,2.22,0.385,1,433.5,10.18,2.94,0.07,1,433,599.97,14.84,-1,0.6,0.0017,0.3638,0.5764,0.0581,0.79,143.23,229.36,42.2,0,0,160,130,0.1253,140,110,170,0.0089,3.5,0.3505,18,16.34,13.07,2.27,10.66,0.0234832756632065,0.0247345700618364
"15147C",2015,"WT","3-day","train-train","trained",2,"T4","On","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","T4_C1","15147C_T4_C1","15147D_T4_C1",6,2.33,0.3226,2,297.17,6.53,1.69,0.13,2,297,396.93,9.09,2.17,1.4,0.0032,0.7336,0.2175,0.0456,0.68,102.99,195.63,53.29,0,0,100,60,0.1122,80,50,120,1e-04,19.4,0.4118,18,16.78,8.38,1.81,9.95,0.0219739543022512,0.0229007633587786
"15147C",2015,"WT","3-day","train-train","trained",2,"T5","On","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","T5_C2","15147C_T5_C2","15147D_T5_C2",7,2.17,0.3232,1,91.23,2.1,1.96,0.07,1,508,599.97,14.19,-1,0.866,0.0022,0.4459,0.552,0,0.81,137.47,226.65,37.29,0,0,170,130,0.1268,140,110,180,8e-04,11.1,0.4187,18,16.84,7.01,0.66,3.12,0.023018743834265,0.023651182559128
"15147C",2015,"WT","3-day","train-train","trained",2,"T6","On","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","T6_C3","15147C_T6_C3","15147D_T6_C3",8,2.17,0.3405,0,599.97,14.39,-1,0,0,599,599.97,14.39,-1,0,0,0.4541,0.5324,0.0135,0.84,139.39,229.2,34.24,0,0,150,120,0.1219,130,100,160,0.004,8.5,0.3952,16.6,16.35,8.22,1.35,8.18,0.0239845325599613,0.0239845325599613
"15147C",2015,"WT","3-day","train-train","trained",3,"Retention","Off","15147D","Maddy","AnimalRoom","MBL","Same","standard-trained","Retention","15147C_Retention","15147D_Retention",9,2.37,0.3893,2,492.5,11.79,9.84,0.13,5,492,527.87,13.19,7.81,11.399,0.0304,0.1946,0.7007,0.0742,0.67,168.01,245.65,54.88,3e-04,20,180,130,0.0893,160,110,190,0.0144,8.5,0.4505,15,15.32,13.43,2.7,13.44,0.0239390862944162,0.0249872127607176
"15140D",2015,"WT","3-day","train-train","yoked",1,"Hab","Off","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Hab","15140D_Hab","15140C_Hab",1,4.18,0.5405,35,8.8,0.47,9.58,1.08,61,45,18.47,1.41,12.52,107.802,0.2634,0.2157,0.2261,0.2948,0.04,278.87,186.3,106.66,0.0152,300,260,100,0.0393,260,110,300,0.0224,18,0.3004,15,13.26,19.14,1.27,4.8,0.0534090909090909,0.0763400108283703
"15140D",2015,"WT","3-day","train-train","yoked",1,"T1","On","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T1","15140D_T1","15140C_T1",2,2.74,0.421,25,21.8,1.02,12.26,1.18,58,81,48.3,1.95,4.42,97.999,0.2556,0.1097,0.2727,0.362,0.21,257.84,188,115.16,0.0093,60,300,170,0.0469,260,180,330,0.0113,19.4,0.222,16.6,13.68,22.74,1.24,4.63,0.0467889908256881,0.0403726708074534
"15140D",2015,"WT","3-day","train-train","yoked",1,"T2","On","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T2","15140D_T2","15140C_T2",3,2.23,0.3193,12,33.7,0.87,2.17,0.68,32,145,47.57,1.17,10.35,55.268,0.1431,0.2354,0.3438,0.2776,0.2,170.52,195.06,100.21,0.0109,350,240,120,0.0566,130,100,250,0.0184,19.4,0.3371,16.6,15.63,17.72,1.98,7.6,0.0258160237388724,0.024595333193189
"15140D",2015,"WT","3-day","train-train","yoked",1,"T3","On","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T3","15140D_T3","15140C_T3",4,2.67,0.3477,8,66.5,2.39,1.22,0.42,22,215,159.07,5.38,19.72,41.531,0.1044,0.2692,0.4637,0.1628,0.35,165.06,212.36,87.05,0.007,0,200,110,0.058,190,100,220,0.028,3.5,0.344,15,13.96,16.37,1.75,7.46,0.0359398496240602,0.0338215879801345
"15140D",2015,"WT","3-day","train-train","yoked",2,"Retest","On","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retest","15140D_Retest","15140C_Retest",5,3.06,0.2782,15,14.97,0.32,1.57,0.77,34,87,35.6,1.39,9.5,83.503,0.2176,0.3692,0.2663,0.1468,0.27,103.06,189.74,85.87,0.0095,300,160,50,0.0493,120,40,180,1e-04,19.4,0.32,16.6,14.64,20.14,1.87,6.93,0.021376085504342,0.0390449438202247
"15140D",2015,"WT","3-day","train-train","yoked",2,"T4","On","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T4_C1","15140D_T4_C1","15140C_T4_C1",6,2.61,0.3044,15,53.23,0.91,2.25,0.77,32,122,140.43,2.97,1.69,79.828,0.2272,0.3163,0.2521,0.2044,0.11,99.16,183.12,96.95,0.0171,290,190,50,0.0408,140,10,180,0.006,19.4,0.3399,15,14.8,15.85,2.08,9.3,0.0170956227691152,0.0211493270668661
"15140D",2015,"WT","3-day","train-train","yoked",2,"T5","On","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T5_C2","15140D_T5_C2","15140C_T5_C2",7,1.5,0.1659,14,40.27,0.7,1.82,1.06,54,60,55.8,1.11,2.73,109.5,0.2808,0.2616,0.2123,0.2453,0.09,15.17,175.81,102.33,0.0182,160,70,280,0.042,50,290,100,0.0034,3.5,0.4028,18,16.55,10.84,2.13,10.9,0.0173826669977651,0.0198924731182796
"15140D",2015,"WT","3-day","train-train","yoked",2,"T6","On","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T6_C3","15140D_T6_C3","15140C_T6_C3",8,1.25,0.1722,14,36.43,0.59,1.69,1.08,48,64,100,1.62,1.56,103.202,0.2547,0.2791,0.2649,0.2013,0.08,92.25,178.04,98.06,0.0195,230,160,10,0.0406,150,30,210,0.0011,3.5,0.4653,16.6,15.96,12.34,1.64,6.21,0.0161954433159484,0.0162
"15140D",2015,"WT","3-day","train-train","yoked",3,"Retention","Off","15140C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retention","15140D_Retention","15140C_Retention",9,1.98,0.2509,14,48.93,0.86,1.96,0.82,41,115,102.03,1.96,1.96,82.302,0.1617,0.2329,0.3298,0.2755,0.1,143.83,171.81,107.12,0.0185,320,230,90,0.0433,190,120,310,0.0291,3.5,0.3684,18,15.35,19.11,1.69,5.95,0.017576129164112,0.019210036263844
"15141D",2015,"WT","3-day","train-train","yoked",1,"Hab","Off","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Hab","15141D_Hab","15141C_Hab",1,3.92,0.5142,29,2.13,0.15,3.76,0.97,55,77,12.07,0.76,7.28,102.096,0.2473,0.2709,0.2433,0.2385,0.07,150.85,192.84,100.46,0.0129,310,230,80,0.0437,80,50,230,0.0086,18,0.2525,15,12.87,21.12,1.22,4.2,0.0704225352112676,0.0629660314830157
"15141D",2015,"WT","3-day","train-train","yoked",1,"T1","On","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T1","15141D_T1","15141C_T1",2,2.63,0.4043,20,1.07,0.04,4.3,1.02,54,97,47.5,1.03,3.8,106.666,0.2772,0.2291,0.1665,0.3273,0.15,312.12,165.89,109.48,0.0107,180,350,220,0.0462,310,250,50,0.0117,18,0.2818,15,12.61,24.2,1.32,4.21,0.0373831775700935,0.0216842105263158
"15141D",2015,"WT","3-day","train-train","yoked",1,"T2","On","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T2","15141D_T2","15141C_T2",3,3.43,0.2981,19,16.23,0.25,1.19,0.89,48,68,32,0.47,15.63,109.302,0.2636,0.2876,0.1872,0.2615,0.03,53.78,176.89,103.54,0.0164,170,120,330,0.0398,120,350,170,0.001,19.4,0.2846,15,14.94,16.16,1.41,6.26,0.0154035736290819,0.0146875
"15141D",2015,"WT","3-day","train-train","yoked",1,"T3","On","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T3","15141D_T3","15141C_T3",4,3.42,0.2437,11,43.47,1.44,31.73,0.54,27,188,65.7,2.04,27.18,57.465,0.1422,0.3332,0.3802,0.1444,0.25,132.91,196.13,88.9,0.0118,350,180,70,0.0483,160,70,210,0.0089,8.5,0.3581,16.6,15.88,12.32,2.42,13.12,0.0331262939958592,0.0310502283105023
"15141D",2015,"WT","3-day","train-train","yoked",2,"Retest","On","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retest","15141D_Retest","15141C_Retest",5,3,0.1948,15,35.43,0.7,1.69,0.84,50,58,89.27,2.79,1.89,106.466,0.2665,0.221,0.2514,0.2611,0.05,291.95,181.25,106.28,0.0172,150,340,190,0.0399,210,160,340,0.0034,3.5,0.6282,18,17.07,13.45,2.38,10,0.0197572678521027,0.0312535006161084
"15141D",2015,"WT","3-day","train-train","yoked",2,"T4","On","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T4_C1","15141D_T4_C1","15141C_T4_C1",6,3.39,0.2827,14,48.2,0.94,1.96,0.71,47,87,106.57,2.1,1.34,95.93,0.2485,0.1486,0.3068,0.2961,0.15,272.34,173.27,111.67,0.0107,110,320,190,0.0503,200,130,300,0.0018,19.4,0.4512,18,16.28,15.45,1.8,7.68,0.0195020746887967,0.01970535798067
"15141D",2015,"WT","3-day","train-train","yoked",2,"T5","On","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T5_C2","15141D_T5_C2","15141C_T5_C2",7,3.66,0.2506,16,28.77,0.67,31.15,0.76,36,113,90.27,3.62,24.41,69.502,0.1776,0.1501,0.3236,0.3487,0.23,241.93,192.67,114.61,0.0111,100,280,170,0.0431,220,160,300,0.0067,19.4,0.3521,18,15.74,19.2,2.09,7.92,0.0232881473757386,0.0401019164728038
"15141D",2015,"WT","3-day","train-train","yoked",2,"T6","On","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T6_C3","15141D_T6_C3","15141C_T6_C3",8,3.7,0.2555,13,41.1,1.7,21.9,0.61,34,112,61.4,2.33,1.47,75.6,0.2022,0.3302,0.2668,0.2008,0.14,128.75,190.85,95.95,0.0147,20,180,50,0.0424,130,30,190,2e-04,19.4,0.4528,16.6,15.67,14.85,2.47,11.61,0.0413625304136253,0.0379478827361564
"15141D",2015,"WT","3-day","train-train","yoked",3,"Retention","Off","15141C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retention","15141D_Retention","15141C_Retention",9,1.88,0.2241,19,19.13,0.52,1.61,1.29,52,66,78.2,1.55,1.75,133.5,0.3379,0.2615,0.169,0.2315,0.18,0.71,156.48,98.49,0.0129,170,80,310,0.0479,350,280,80,0.0053,18,0.457,16.6,13.92,21.6,1.45,4.27,0.0271824359644537,0.0198209718670077
"15142D",2015,"WT","3-day","train-train","yoked",1,"Hab","Off","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Hab","15142D_Hab","15142C_Hab",1,1.98,0.342,19,24.33,0.28,0.7,1.28,52,65,61.1,0.85,1.13,105.467,0.2676,0.4001,0.2192,0.1131,0.29,90.12,176.53,83.72,0.0057,280,140,30,0.0569,110,30,160,0.0047,16.6,0.3551,8.5,9.83,19.41,0.33,2.81,0.011508425811755,0.013911620294599
"15142D",2015,"WT","3-day","train-train","yoked",1,"T1","On","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T1","15142D_T1","15142C_T1",2,1.86,0.2135,12,58.43,1.51,1.1,0.94,38,102,120.8,3.14,2.54,97.802,0.2407,0.1179,0.2734,0.3681,0.25,267.26,177.94,118.51,0.0104,90,340,220,0.051,300,220,0,0.0056,18,0.3231,15,13.62,13.73,0.78,3.87,0.0258428889269211,0.0259933774834437
"15142D",2015,"WT","3-day","train-train","yoked",1,"T2","On","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T2","15142D_T2","15142C_T2",3,1.94,0.3059,16,9.6,0.15,1.69,1.04,48,119,129.57,2.87,5.64,98.433,0.2485,0.2762,0.226,0.2493,0.06,37.71,167.71,100.73,0.0122,240,110,310,0.0432,110,350,180,0.0111,18,0.3366,13.2,13.08,17.02,1.13,4.65,0.015625,0.02215018908698
"15142D",2015,"WT","3-day","train-train","yoked",1,"T3","On","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T3","15142D_T3","15142C_T3",4,1.38,0.2523,15,34.17,0.63,2.04,1.25,61,80,92.97,1.9,1.75,115.302,0.3034,0.4076,0.1221,0.1669,0.28,66.78,167.29,86.39,0.0083,180,140,40,0.0571,130,20,150,0.0498,18,0.2057,8.5,11.73,25.81,0.29,1.97,0.0184372256365233,0.0204367000107562
"15142D",2015,"WT","3-day","train-train","yoked",2,"Retest","On","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retest","15142D_Retest","15142C_Retest",5,1.38,0.2363,15,21.23,0.38,1.96,1.24,58,71,79.2,1.49,1.82,115.436,0.2812,0.3485,0.1799,0.1904,0.17,70.24,170.43,92.89,0.0155,260,120,0,0.0518,110,0,160,0.0904,3.5,0.2347,11.1,12.58,23.79,0.52,2.62,0.0178991992463495,0.0188131313131313
"15142D",2015,"WT","3-day","train-train","yoked",2,"T4","On","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T4_C1","15142D_T4_C1","15142C_T4_C1",6,1.58,0.3006,12,54.77,1.11,1.82,0.98,47,170,69.57,1.36,3.98,90.399,0.2155,0.2772,0.3749,0.1324,0.22,131.95,190.28,90.42,0.0087,260,190,80,0.0604,170,60,200,0.0067,18,0.3036,13.2,12.04,18.67,0.57,3.24,0.0202665692897572,0.0195486560298979
"15142D",2015,"WT","3-day","train-train","yoked",2,"T5","On","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T5_C2","15142D_T5_C2","15142C_T5_C2",7,1.28,0.2337,8,21.1,0.3,1.34,0.72,39,150,86.47,1.23,1.26,77.899,0.1988,0.365,0.2395,0.1967,0.24,128.7,195.33,90.57,0.0115,310,210,90,0.07,120,40,180,2e-04,18,0.3749,13.2,12.13,20.62,1.02,3.46,0.014218009478673,0.0142245865618133
"15142D",2015,"WT","3-day","train-train","yoked",2,"T6","On","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T6_C3","15142D_T6_C3","15142C_T6_C3",8,1.46,0.2771,15,29.93,0.55,2.04,1.2,54,114,44.73,0.84,14.72,112.938,0.286,0.2493,0.2758,0.1889,0.13,108.92,180.93,95.51,0.0157,230,160,20,0.0484,150,60,230,0.0849,3.5,0.1933,11.1,12.57,23.52,0.57,2.72,0.0183762111593719,0.0187793427230047
"15142D",2015,"WT","3-day","train-train","yoked",4,"Retention","Off","15142C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retention","15142D_Retention","15142C_Retention",9,2.75,0.4658,22,7.93,0.27,3.22,1.07,51,53,29,0.66,6.86,96.399,0.2346,0.2515,0.2316,0.2823,0.06,296.04,184.64,107.58,0.0146,130,70,270,0.0451,70,260,90,0.0017,18,0.2798,13.2,11.98,21.58,1.02,3.5,0.0340479192938209,0.0227586206896552
"15143D",2015,"WT","3-day","train-train","yoked",1,"Hab","Off","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Hab","15143D_Hab","15143C_Hab",1,3.85,0.5556,38,30.47,1.81,15.95,1.22,59,30,45.27,3.02,13.07,95.336,0.2326,0.2924,0.2684,0.2066,0.09,107.35,181.61,98.31,0.0182,230,180,40,0.0365,170,30,200,0.0011,18,0.3134,13.2,12.39,20.13,1.2,3.98,0.0594026911716442,0.0667108460349017
"15143D",2015,"WT","3-day","train-train","yoked",1,"T1","On","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T1","15143D_T1","15143C_T1",2,3.07,0.3823,26,2.13,0.13,10.33,1.21,49,71,43.17,1.21,7.37,92.534,0.2426,0.2798,0.1887,0.2889,0.04,45.72,175.55,103.43,0.015,170,130,340,0.0376,120,340,160,2e-04,19.4,0.2647,13.2,13.39,19.81,1.31,5.04,0.0610328638497653,0.0280287236506833
"15143D",2015,"WT","3-day","train-train","yoked",1,"T2","On","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T2","15143D_T2","15143C_T2",3,1.76,0.2306,8,82.33,1.96,1.96,0.55,24,123,205.8,4.98,8.46,54.271,0.1405,0.2578,0.3586,0.2432,0.26,163.3,209.62,91.08,0.0107,350,220,110,0.0524,140,90,230,0.0129,3.5,0.419,18,16.03,16.65,2.25,8.76,0.0238066318474432,0.024198250728863
"15143D",2015,"WT","3-day","train-train","yoked",1,"T3","On","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T3","15143D_T3","15143C_T3",4,2.06,0.3285,21,0.53,0,-1,1.35,68,87,18.63,0.45,1.82,146.434,0.3797,0.1786,0.1816,0.2601,0.17,348.77,162.69,102.36,0.0158,170,50,290,0.0485,30,270,60,0.0289,3.5,0.3214,15,14.6,17.65,1.56,6.08,0,0.0241545893719807
"15143D",2015,"WT","3-day","train-train","yoked",2,"Retest","On","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retest","15143D_Retest","15143C_Retest",5,1.75,0.2216,16,23.07,0.41,2.56,1.09,60,68,78,1.65,5.39,120.099,0.3007,0.1794,0.2367,0.2832,0.15,312.89,162.19,106.57,0.0156,120,20,250,0.0497,320,250,50,0.0036,8.5,0.4188,18,16.37,10.72,1.12,4.08,0.0177719982661465,0.0211538461538462
"15143D",2015,"WT","3-day","train-train","yoked",2,"T4","On","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T4_C1","15143D_T4_C1","15143C_T4_C1",6,1.56,0.2414,13,29.27,0.51,1.82,0.9,70,77,88.03,1.55,2.17,140.201,0.3443,0.2512,0.2124,0.1921,0.14,45.71,171.58,95.81,0.0169,300,120,350,0.0428,10,320,120,0.0059,3.5,0.3878,16.6,15.35,12.53,1.91,8.99,0.0174239836009566,0.0176076337612178
"15143D",2015,"WT","3-day","train-train","yoked",2,"T5","On","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T5_C2","15143D_T5_C2","15143C_T5_C2",7,2.54,0.3241,15,6.83,0.21,11.61,0.81,41,104,12.3,0.4,5.49,85.102,0.2168,0.3341,0.2991,0.15,0.2,127.66,191.77,91.47,0.01,280,190,70,0.0524,110,50,200,1e-04,19.4,0.3066,15,13.98,15.59,1.11,5.13,0.0307467057101025,0.032520325203252
"15143D",2015,"WT","3-day","train-train","yoked",2,"T6","On","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T6_C3","15143D_T6_C3","15143C_T6_C3",8,1.04,0.1928,12,49.87,0.94,1.89,1,50,97,106.27,2.04,1.82,103.236,0.26,0.281,0.2174,0.2417,0.07,53.71,177,100.8,0.0205,200,120,330,0.0369,50,350,170,0.0013,3.5,0.2914,15,15.25,13.31,0.93,4.09,0.0188490074192902,0.0191963865625294
"15143D",2015,"WT","3-day","train-train","yoked",3,"Retention","Off","15143C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Retention","15143D_Retention","15143C_Retention",9,2.36,0.3964,20,23.13,0.37,2.6,1.14,67,94,33.27,0.55,1.93,131.1,0.3186,0.2691,0.2341,0.1782,0.09,56.01,175.75,97.73,0.0149,260,120,340,0.0464,340,320,130,0.003,18,0.2807,13.2,12.45,18.46,0.85,3.27,0.0159965412883701,0.0165314096783889
"15144D",2015,"WT","3-day","train-train","yoked",1,"Hab","Off","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","Hab","15144D_Hab","15144C_Hab",1,3.57,0.5157,37,0.57,0,-1,1.34,71,33,18.7,1.33,3.98,135.666,0.3363,0.2732,0.1923,0.1983,0.18,29.57,164.3,95.82,0.0123,220,100,340,0.053,30,330,120,0.002,18,0.3367,13.2,12.52,20.29,1.29,4.47,0,0.0711229946524064
"15144D",2015,"WT","3-day","train-train","yoked",1,"T1","On","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T1","15144D_T1","15144C_T1",2,2.22,0.3268,28,2.8,0.1,30,1.84,97,52,35.33,1.33,2.52,198.165,0.494,0.2061,0.0957,0.2042,0.38,358.16,135.67,85.85,0.008,200,40,320,0.0624,340,300,50,3e-04,19.4,0.2045,16.6,11.69,28.44,0.57,2.33,0.0357142857142857,0.0376450608547976
"15144D",2015,"WT","3-day","train-train","yoked",1,"T2","On","15144C","Maddy","AnimalRoom","MBL","Yoked","standard-yoked","T2","15144D_T2","15144C_T2",3,1.82,0.2515,20,31.83,0.6,1.61,1.39,80,79,57.17,1.21,18.25,156.436,0.3838,0.2182,0.1496,0.2484,0.24,348.23,150.66,98.24,0.0132,180,50,300,0.0475,0,260,40,0.0235,8.5,0.2343,16.6,14.74,20.79,1.81,7.19,0.0188501413760603,0.0211649466503411
