"","gene","padj","tissue","comparison"
"1131","Erbb4",0.024161473435323,"CA1","yoked_conflict-yoked_consistent"
"1132","Erbin",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"1133","Ercc6",0.00252318429151039,"CA1","yoked_conflict-yoked_consistent"
"1134","Erich3",0.067367470248366,"CA1","yoked_conflict-yoked_consistent"
"1135","Ero1lb",0.0797670684807659,"CA1","yoked_conflict-yoked_consistent"
"1136","Ethe1",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1137","Ets1",0.0619198860876503,"CA1","yoked_conflict-yoked_consistent"
"1138","Exoc1",0.0215359186502333,"CA1","yoked_conflict-yoked_consistent"
"1139","Exosc1",0.0302987441324862,"CA1","yoked_conflict-yoked_consistent"
"1140","Extl2",0.095740251441878,"CA1","yoked_conflict-yoked_consistent"
"1141","F3",0.0453196140729676,"CA1","yoked_conflict-yoked_consistent"
"1142","Fam102b",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1143","Fam114a2",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1144","Fam133b",0.0864830058336018,"CA1","yoked_conflict-yoked_consistent"
"1145","Fam134a",0.0886178519374821,"CA1","yoked_conflict-yoked_consistent"
"1146","Fam168a",0.0913920702696284,"CA1","yoked_conflict-yoked_consistent"
"1147","Fam171a2",0.0664621811619441,"CA1","yoked_conflict-yoked_consistent"
"1148","Fam20b",0.0886178519374821,"CA1","yoked_conflict-yoked_consistent"
"1149","Fam219b",0.0994931422566736,"CA1","yoked_conflict-yoked_consistent"
"1150","Fam220a",0.0606495919213385,"CA1","yoked_conflict-yoked_consistent"
"1151","Fam53c",0.0862373487387704,"CA1","yoked_conflict-yoked_consistent"
"1152","Fam60a",0.0375548938269899,"CA1","yoked_conflict-yoked_consistent"
"1153","Fam69a",0.06468153055318,"CA1","yoked_conflict-yoked_consistent"
"1154","Fan1",0.0820262055582125,"CA1","yoked_conflict-yoked_consistent"
"1155","Farp1",0.0876127531112229,"CA1","yoked_conflict-yoked_consistent"
"1156","Fastkd2",0.0826867396867328,"CA1","yoked_conflict-yoked_consistent"
"1157","Fat1",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1158","Fbln1",0.0974450327603219,"CA1","yoked_conflict-yoked_consistent"
"1159","Fbxl4",0.0544314757328216,"CA1","yoked_conflict-yoked_consistent"
"1160","Fbxo25",0.0866801738134794,"CA1","yoked_conflict-yoked_consistent"
"1161","Fbxo30",0.0516127294190437,"CA1","yoked_conflict-yoked_consistent"
"1162","Fbxo32",0.0614356419158988,"CA1","yoked_conflict-yoked_consistent"
"1163","Fbxo44",0.0203934469753739,"CA1","yoked_conflict-yoked_consistent"
"1164","Fbxo6",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"1165","Fcgr3",0.0562378850528341,"CA1","yoked_conflict-yoked_consistent"
"1166","Fgd1",0.063177120343441,"CA1","yoked_conflict-yoked_consistent"
"1167","Fgd3",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1168","Fgfr2",0.0577285489189455,"CA1","yoked_conflict-yoked_consistent"
"1169","Fkbp14",0.0821736975833367,"CA1","yoked_conflict-yoked_consistent"
"1170","Fkbp8",0.0549346854926291,"CA1","yoked_conflict-yoked_consistent"
"1171","Fkbpl",0.0688646450768975,"CA1","yoked_conflict-yoked_consistent"
"1172","Flrt1",0.0974450327603219,"CA1","yoked_conflict-yoked_consistent"
"1173","Flrt3",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1174","Fmnl3",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1175","Fndc10",0.0143939820634328,"CA1","yoked_conflict-yoked_consistent"
"1176","Fnta",0.0567304736911688,"CA1","yoked_conflict-yoked_consistent"
"1177","Fra10ac1",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1178","Fstl4",0.0800955991627307,"CA1","yoked_conflict-yoked_consistent"
"1179","G3bp1",0.0570585674110782,"CA1","yoked_conflict-yoked_consistent"
"1180","G6pc3",0.0762919946985689,"CA1","yoked_conflict-yoked_consistent"
"1181","Gabpb1",0.00813320147352835,"CA1","yoked_conflict-yoked_consistent"
"1182","Gad2",0.00207543255891327,"CA1","yoked_conflict-yoked_consistent"
"1183","Galnt10",0.040773653982113,"CA1","yoked_conflict-yoked_consistent"
"1184","Galnt13",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
"1185","Garem",0.0788428714586681,"CA1","yoked_conflict-yoked_consistent"
"1186","Gcc2",0.0707891845762646,"CA1","yoked_conflict-yoked_consistent"
"1187","Gclc",0.0931601149668442,"CA1","yoked_conflict-yoked_consistent"
"1188","Gdpd2",0.0495662950490624,"CA1","yoked_conflict-yoked_consistent"
"1189","Gemin4",0.0271464276947612,"CA1","yoked_conflict-yoked_consistent"
"1190","Gfer",0.0637447784061174,"CA1","yoked_conflict-yoked_consistent"
"1191","Gfpt1",0.0756540791820647,"CA1","yoked_conflict-yoked_consistent"
"1192","Gfpt2",0.0434502893030584,"CA1","yoked_conflict-yoked_consistent"
"1193","Gipc1",0.0222760631128191,"CA1","yoked_conflict-yoked_consistent"
"1194","Gli3",0.0648440949757785,"CA1","yoked_conflict-yoked_consistent"
"1195","Glyctk",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1196","Gm10146",0.0672036830977831,"CA1","yoked_conflict-yoked_consistent"
"1197","Gm14305",0.0863845916921887,"CA1","yoked_conflict-yoked_consistent"
"1198","Gm14326",0.0104902425582942,"CA1","yoked_conflict-yoked_consistent"
"1199","Gm16485",0.0415954746054613,"CA1","yoked_conflict-yoked_consistent"
"1200","Gm20390",0.000180295076741061,"CA1","yoked_conflict-yoked_consistent"
"1201","Gm20715",0.0577182026705658,"CA1","yoked_conflict-yoked_consistent"
"1202","Gm21685",0.0977424438069783,"CA1","yoked_conflict-yoked_consistent"
"1203","Gm38393",0.0672036830977831,"CA1","yoked_conflict-yoked_consistent"
"1204","Gm43796",0.0516276469409092,"CA1","yoked_conflict-yoked_consistent"
"1205","Gm43951",0.0407457454519161,"CA1","yoked_conflict-yoked_consistent"
"1206","Gm5148",0.0159598680723711,"CA1","yoked_conflict-yoked_consistent"
"1207","Gm6741",0.0999698632615194,"CA1","yoked_conflict-yoked_consistent"
"1208","Gm9803",0.0387966827717896,"CA1","yoked_conflict-yoked_consistent"
"1209","Gmpr",0.0678413803861293,"CA1","yoked_conflict-yoked_consistent"
"1210","Gmpr2",0.0931873672219635,"CA1","yoked_conflict-yoked_consistent"
"1211","Gnpat",0.063177120343441,"CA1","yoked_conflict-yoked_consistent"
"1212","Golga1",0.0232735794999332,"CA1","yoked_conflict-yoked_consistent"
"1213","Golm1",0.0234169176158992,"CA1","yoked_conflict-yoked_consistent"
"1214","Gosr2",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1215","Gpank1",0.0310822627197475,"CA1","yoked_conflict-yoked_consistent"
"1216","Gpd1",0.0197918570310643,"CA1","yoked_conflict-yoked_consistent"
"1217","Gpm6a",0.0529258008357175,"CA1","yoked_conflict-yoked_consistent"
"1218","Gpr158",0.0785059029708813,"CA1","yoked_conflict-yoked_consistent"
"1219","Greb1l",0.0404269332100607,"CA1","yoked_conflict-yoked_consistent"
"1220","Grid1",0.0387966827717896,"CA1","yoked_conflict-yoked_consistent"
"1221","Grin2b",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"1222","Grin2c",0.0803203669275659,"CA1","yoked_conflict-yoked_consistent"
"1223","Grip1",0.0913920702696284,"CA1","yoked_conflict-yoked_consistent"
"1224","Gripap1",0.0449954392769591,"CA1","yoked_conflict-yoked_consistent"
"1225","Gsta4",0.00252318429151039,"CA1","yoked_conflict-yoked_consistent"
"1226","Gstm4",0.0871646973288938,"CA1","yoked_conflict-yoked_consistent"
"1227","Gstm5",0.0215359186502333,"CA1","yoked_conflict-yoked_consistent"
"1228","Gstz1",0.0477468153082472,"CA1","yoked_conflict-yoked_consistent"
"1229","Gtf2h2",0.0713136879059935,"CA1","yoked_conflict-yoked_consistent"
"1230","Guf1",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"1231","Gxylt1",0.0248976654547649,"CA1","yoked_conflict-yoked_consistent"
"1232","Gys1",0.0685674937537261,"CA1","yoked_conflict-yoked_consistent"
"1233","H2-Ke6",0.0913920702696284,"CA1","yoked_conflict-yoked_consistent"
"1234","H2afv",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1235","Hadh",0.0427071278545473,"CA1","yoked_conflict-yoked_consistent"
"1236","Hadhb",0.0123897860906458,"CA1","yoked_conflict-yoked_consistent"
"1237","Haus6",0.072300054918813,"CA1","yoked_conflict-yoked_consistent"
"1238","Hcn1",0.0815103443868839,"CA1","yoked_conflict-yoked_consistent"
"1239","Hdac10",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1240","Heg1",0.0974128807523619,"CA1","yoked_conflict-yoked_consistent"
"1241","Hif1an",0.027598319084598,"CA1","yoked_conflict-yoked_consistent"
"1242","Hlf",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1243","Hmbs",0.0712910185130458,"CA1","yoked_conflict-yoked_consistent"
"1244","Hmgcl",0.0966651235319317,"CA1","yoked_conflict-yoked_consistent"
"1245","Hmgn2",0.0899888586889681,"CA1","yoked_conflict-yoked_consistent"
"1246","Hmgn3",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1247","Hnrnpr",0.0264695093448046,"CA1","yoked_conflict-yoked_consistent"
"1248","Homer3",0.0583039183382369,"CA1","yoked_conflict-yoked_consistent"
"1249","Hprt",0.024161473435323,"CA1","yoked_conflict-yoked_consistent"
"1250","Hr",0.0673173818560056,"CA1","yoked_conflict-yoked_consistent"
"1251","Hrasls",0.0649048926814116,"CA1","yoked_conflict-yoked_consistent"
"1252","Hsd17b11",0.0304009517561275,"CA1","yoked_conflict-yoked_consistent"
"1253","Hspa1a",0.060793212385776,"CA1","yoked_conflict-yoked_consistent"
"1254","Hspb1",0.0488330233033442,"CA1","yoked_conflict-yoked_consistent"
"1255","Htr1a",0.0957640233542224,"CA1","yoked_conflict-yoked_consistent"
"1256","Htt",0.0861560462423495,"CA1","yoked_conflict-yoked_consistent"
"1257","Hypk",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1258","Ice2",0.0432502320453242,"CA1","yoked_conflict-yoked_consistent"
"1259","Id2",0.0762919946985689,"CA1","yoked_conflict-yoked_consistent"
"1260","Id4",0.0420607196478844,"CA1","yoked_conflict-yoked_consistent"
"1261","Ier3",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1262","Ifitm10",0.0257267294294138,"CA1","yoked_conflict-yoked_consistent"
"1263","Ift140",0.0123897860906458,"CA1","yoked_conflict-yoked_consistent"
"1264","Ift81",0.0302194836379909,"CA1","yoked_conflict-yoked_consistent"
"1265","Igsf11",0.0791331478597586,"CA1","yoked_conflict-yoked_consistent"
"1266","Ik",0.0406969174237588,"CA1","yoked_conflict-yoked_consistent"
"1267","Ikbkap",0.0849013122321507,"CA1","yoked_conflict-yoked_consistent"
"1268","Il1rapl1",0.0431281047217417,"CA1","yoked_conflict-yoked_consistent"
"1269","Ina",0.0305008170911956,"CA1","yoked_conflict-yoked_consistent"
"1270","Intu",0.0143939820634328,"CA1","yoked_conflict-yoked_consistent"
"1271","Ipo5",0.0307979278985572,"CA1","yoked_conflict-yoked_consistent"
"1272","Iqcc",0.0628562829480904,"CA1","yoked_conflict-yoked_consistent"
"1273","Iqsec3",0.0784391580869195,"CA1","yoked_conflict-yoked_consistent"
"1274","Irak1bp1",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1275","Irf2bp1",0.050463698311027,"CA1","yoked_conflict-yoked_consistent"
"1276","Irf9",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1277","Itga3",0.0957640233542224,"CA1","yoked_conflict-yoked_consistent"
"1278","Itgb1",0.0619198860876503,"CA1","yoked_conflict-yoked_consistent"
"1279","Jade1",0.0641393404480784,"CA1","yoked_conflict-yoked_consistent"
"1280","Jade3",0.0432502320453242,"CA1","yoked_conflict-yoked_consistent"
"1281","Jmjd6",0.0630704540798415,"CA1","yoked_conflict-yoked_consistent"
"1282","Jmjd8",0.0706371174740609,"CA1","yoked_conflict-yoked_consistent"
"1283","Kank1",0.0525938208813149,"CA1","yoked_conflict-yoked_consistent"
"1284","Kansl2",0.0969428184071839,"CA1","yoked_conflict-yoked_consistent"
"1285","Kat2b",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1286","Katnb1",0.0530349634115281,"CA1","yoked_conflict-yoked_consistent"
"1287","Kcnb2",0.0316820732913349,"CA1","yoked_conflict-yoked_consistent"
"1288","Kcnip1",0.0570585674110782,"CA1","yoked_conflict-yoked_consistent"
"1289","Kcnj10",0.0234169176158992,"CA1","yoked_conflict-yoked_consistent"
"1290","Kcnj12",0.0595112117432653,"CA1","yoked_conflict-yoked_consistent"
"1291","Kcnn1",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1292","Kcnu1",0.0452376932771626,"CA1","yoked_conflict-yoked_consistent"
"1293","Kctd15",0.0822756527810414,"CA1","yoked_conflict-yoked_consistent"
"1294","Kdelr2",0.029360779527046,"CA1","yoked_conflict-yoked_consistent"
"1295","Kdm4a",0.0472700781929792,"CA1","yoked_conflict-yoked_consistent"
"1296","Kif13b",0.0565946526874327,"CA1","yoked_conflict-yoked_consistent"
"1297","Kif1b",0.0227189945610722,"CA1","yoked_conflict-yoked_consistent"
"1298","Kif5c",0.0465643550744974,"CA1","yoked_conflict-yoked_consistent"
"1299","Klhl24",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1300","Krt222",0.0606991063619794,"CA1","yoked_conflict-yoked_consistent"
"1301","Lamtor3",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"1302","Lancl3",0.0431281047217417,"CA1","yoked_conflict-yoked_consistent"
"1303","Laptm4a",0.077099653448114,"CA1","yoked_conflict-yoked_consistent"
"1304","Large",0.0143939820634328,"CA1","yoked_conflict-yoked_consistent"
"1305","Larp4b",0.0316820732913349,"CA1","yoked_conflict-yoked_consistent"
"1306","Lats2",0.000438010460519058,"CA1","yoked_conflict-yoked_consistent"
"1307","Ldah",0.0488330233033442,"CA1","yoked_conflict-yoked_consistent"
"1308","Lhfpl3",0.0826867396867328,"CA1","yoked_conflict-yoked_consistent"
"1309","Lhfpl4",0.0121159376396542,"CA1","yoked_conflict-yoked_consistent"
"1310","Lhx6",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1311","Lin7a",0.0472700781929792,"CA1","yoked_conflict-yoked_consistent"
"1312","Lnpk1",0.0773683023725755,"CA1","yoked_conflict-yoked_consistent"
"1313","Lonrf2",0.0731540076395096,"CA1","yoked_conflict-yoked_consistent"
"1314","Lpcat1",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1315","Lpin1",0.0731540076395096,"CA1","yoked_conflict-yoked_consistent"
"1316","Lrp5",0.0578642138318999,"CA1","yoked_conflict-yoked_consistent"
"1317","Lrrc16a",0.051608639038444,"CA1","yoked_conflict-yoked_consistent"
"1318","Lrrc42",0.0123897860906458,"CA1","yoked_conflict-yoked_consistent"
"1319","Lrwd1",0.0674841598353588,"CA1","yoked_conflict-yoked_consistent"
"1320","Ltbp3",0.0431281047217417,"CA1","yoked_conflict-yoked_consistent"
"1321","Lurap1l",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1322","Lypd1",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1323","Mafk",0.0317968630971076,"CA1","yoked_conflict-yoked_consistent"
"1324","Map1lc3a",0.077099653448114,"CA1","yoked_conflict-yoked_consistent"
"1325","Map3k2",0.0896455818359659,"CA1","yoked_conflict-yoked_consistent"
"1326","March9",0.0602991288466669,"CA1","yoked_conflict-yoked_consistent"
"1327","Mark2",0.0454419016630959,"CA1","yoked_conflict-yoked_consistent"
"1328","Mars2",0.00335906813047539,"CA1","yoked_conflict-yoked_consistent"
"1329","Mcl1",0.0468883469924267,"CA1","yoked_conflict-yoked_consistent"
"1330","Mdc1",0.0203317626474824,"CA1","yoked_conflict-yoked_consistent"
"1331","Mdp1",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"1332","Med26",0.0286604634820918,"CA1","yoked_conflict-yoked_consistent"
"1333","Mest",0.0958828911291389,"CA1","yoked_conflict-yoked_consistent"
"1334","Mettl17",0.0731540076395096,"CA1","yoked_conflict-yoked_consistent"
"1335","Mettl3",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1336","Mettl4",0.0924934476661779,"CA1","yoked_conflict-yoked_consistent"
"1337","Mfsd3",0.0516530761744233,"CA1","yoked_conflict-yoked_consistent"
"1338","Mga",0.00129245786346101,"CA1","yoked_conflict-yoked_consistent"
"1339","Mgrn1",0.0950943875546706,"CA1","yoked_conflict-yoked_consistent"
"1340","Mif4gd",0.0956753350432024,"CA1","yoked_conflict-yoked_consistent"
"1341","Mina",0.0472700781929792,"CA1","yoked_conflict-yoked_consistent"
"1342","Mis18a",0.0456437183541077,"CA1","yoked_conflict-yoked_consistent"
"1343","Mknk2",0.0789078793632808,"CA1","yoked_conflict-yoked_consistent"
"1344","Mmgt1",0.00813320147352835,"CA1","yoked_conflict-yoked_consistent"
"1345","Mn1",0.0215359186502333,"CA1","yoked_conflict-yoked_consistent"
"1346","Mpdz",0.0567304736911688,"CA1","yoked_conflict-yoked_consistent"
"1347","Mpv17l",0.0405761393226167,"CA1","yoked_conflict-yoked_consistent"
"1348","Mrfap1",0.0257267294294138,"CA1","yoked_conflict-yoked_consistent"
"1349","Mrpl11",0.0736056999622047,"CA1","yoked_conflict-yoked_consistent"
"1350","Mrpl16",0.0778011488634063,"CA1","yoked_conflict-yoked_consistent"
"1351","Mrpl17",0.0431281047217417,"CA1","yoked_conflict-yoked_consistent"
"1352","Mrpl43",0.0229243821443228,"CA1","yoked_conflict-yoked_consistent"
"1353","Mrpl44",0.0671030277945921,"CA1","yoked_conflict-yoked_consistent"
"1354","Mrpl53",0.0619198860876503,"CA1","yoked_conflict-yoked_consistent"
"1355","Msl2",0.0870908084291423,"CA1","yoked_conflict-yoked_consistent"
"1356","Mtmr1",0.020253930726746,"CA1","yoked_conflict-yoked_consistent"
"1357","Mtmr7",0.0618636675762101,"CA1","yoked_conflict-yoked_consistent"
"1358","Mtmr9",0.081642232579309,"CA1","yoked_conflict-yoked_consistent"
"1359","Mtrf1l",0.0284182548647453,"CA1","yoked_conflict-yoked_consistent"
"1360","Mturn",0.0530349634115281,"CA1","yoked_conflict-yoked_consistent"
"1361","Mtx1",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1362","Mut",0.0948289328538397,"CA1","yoked_conflict-yoked_consistent"
"1363","Mvb12a",0.00308857759253713,"CA1","yoked_conflict-yoked_consistent"
"1364","Mxra7",0.072858494736972,"CA1","yoked_conflict-yoked_consistent"
"1365","Myo10",0.0404269332100607,"CA1","yoked_conflict-yoked_consistent"
"1366","Naa20",0.0789078793632808,"CA1","yoked_conflict-yoked_consistent"
"1367","Nabp1",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1368","Nacc2",0.0713136879059935,"CA1","yoked_conflict-yoked_consistent"
"1369","Naglu",0.0848918800830707,"CA1","yoked_conflict-yoked_consistent"
"1370","Nalcn",0.0786547532754172,"CA1","yoked_conflict-yoked_consistent"
"1371","Nanos1",0.015855592341779,"CA1","yoked_conflict-yoked_consistent"
"1372","Nanos2",0.0495688881162051,"CA1","yoked_conflict-yoked_consistent"
"1373","Nans",0.0906237774188184,"CA1","yoked_conflict-yoked_consistent"
"1374","Nap1l4",0.0227189945610722,"CA1","yoked_conflict-yoked_consistent"
"1375","Narf",0.00813320147352835,"CA1","yoked_conflict-yoked_consistent"
"1376","Ncam2",0.0755808911060151,"CA1","yoked_conflict-yoked_consistent"
"1377","Ncoa2",0.0875231469146643,"CA1","yoked_conflict-yoked_consistent"
"1378","Ncoa4",0.00039760880155469,"CA1","yoked_conflict-yoked_consistent"
"1379","Ndst2",0.0425849961711262,"CA1","yoked_conflict-yoked_consistent"
"1380","Nedd9",0.0577182026705658,"CA1","yoked_conflict-yoked_consistent"
"1381","Nek7",0.0698473843182887,"CA1","yoked_conflict-yoked_consistent"
"1382","Nek9",0.01850593352059,"CA1","yoked_conflict-yoked_consistent"
"1383","Nell1",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1384","Nes",0.0906237774188184,"CA1","yoked_conflict-yoked_consistent"
"1385","Net1",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1386","Nfkb2",0.0980887667750744,"CA1","yoked_conflict-yoked_consistent"
"1387","Nfkbia",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1388","Nkap",0.0876127531112229,"CA1","yoked_conflict-yoked_consistent"
"1389","Nlgn3",0.0611651169849092,"CA1","yoked_conflict-yoked_consistent"
"1390","Nlrx1",0.0234169176158992,"CA1","yoked_conflict-yoked_consistent"
"1391","Nme5",0.0531567316793359,"CA1","yoked_conflict-yoked_consistent"
"1392","Nol4l",0.0442032079249764,"CA1","yoked_conflict-yoked_consistent"
"1393","Nos1",0.0176224748038287,"CA1","yoked_conflict-yoked_consistent"
"1394","Notch2",0.0117771091498889,"CA1","yoked_conflict-yoked_consistent"
"1395","Npc1",0.093836884496308,"CA1","yoked_conflict-yoked_consistent"
"1396","Nploc4",0.0584093406732753,"CA1","yoked_conflict-yoked_consistent"
"1397","Npm3",0.0712910185130458,"CA1","yoked_conflict-yoked_consistent"
"1398","Npr2",0.0465643550744974,"CA1","yoked_conflict-yoked_consistent"
"1399","Nptx2",0.0148089375312668,"CA1","yoked_conflict-yoked_consistent"
"1400","Nr2c1",0.0986605930230509,"CA1","yoked_conflict-yoked_consistent"
"1401","Nr2c2ap",0.0746069691231425,"CA1","yoked_conflict-yoked_consistent"
"1402","Nrde2",0.0459467035381078,"CA1","yoked_conflict-yoked_consistent"
"1403","Nrf1",0.00427717502122945,"CA1","yoked_conflict-yoked_consistent"
"1404","Nt5dc3",0.029360779527046,"CA1","yoked_conflict-yoked_consistent"
"1405","Ntrk3",0.0312159426347119,"CA1","yoked_conflict-yoked_consistent"
"1406","Nudt11",0.0981741139251927,"CA1","yoked_conflict-yoked_consistent"
"1407","Nudt16l1",0.0953627425443425,"CA1","yoked_conflict-yoked_consistent"
"1408","Numb",0.0664969859455719,"CA1","yoked_conflict-yoked_consistent"
"1409","Nup85",0.0271881293719742,"CA1","yoked_conflict-yoked_consistent"
"1410","Nxph3",0.0230914796939081,"CA1","yoked_conflict-yoked_consistent"
"1411","Oas1b",0.0861560462423495,"CA1","yoked_conflict-yoked_consistent"
"1412","Ogg1",0.0595112117432653,"CA1","yoked_conflict-yoked_consistent"
"1413","Oprd1",0.0232735794999332,"CA1","yoked_conflict-yoked_consistent"
"1414","Optn",0.0415954746054613,"CA1","yoked_conflict-yoked_consistent"
"1415","Orc6",0.0968563432769267,"CA1","yoked_conflict-yoked_consistent"
"1416","P3h4",0.0538674723708028,"CA1","yoked_conflict-yoked_consistent"
"1417","Padi2",0.0728970796205639,"CA1","yoked_conflict-yoked_consistent"
"1418","Papd5",0.027357039606891,"CA1","yoked_conflict-yoked_consistent"
"1419","Parp10",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1420","Pcdh10",0.0608646241922053,"CA1","yoked_conflict-yoked_consistent"
"1421","Pcdh15",0.00900193346574006,"CA1","yoked_conflict-yoked_consistent"
"1422","Pcdh19",0.0234169176158992,"CA1","yoked_conflict-yoked_consistent"
"1423","Pcdhb12",0.000130777173351743,"CA1","yoked_conflict-yoked_consistent"
"1424","Pcdhb16",0.0565946526874327,"CA1","yoked_conflict-yoked_consistent"
"1425","Pcdhb6",0.0731540076395096,"CA1","yoked_conflict-yoked_consistent"
"1426","Pcdhgb5",0.0788428714586681,"CA1","yoked_conflict-yoked_consistent"
"1427","Pcdhgc5",0.094736598138731,"CA1","yoked_conflict-yoked_consistent"
"1428","Pck2",0.0889136333527502,"CA1","yoked_conflict-yoked_consistent"
"1429","Pcnt",0.0467489067834713,"CA1","yoked_conflict-yoked_consistent"
"1430","Pcp4l1",0.0852970667829911,"CA1","yoked_conflict-yoked_consistent"
"1431","Pdcd2l",0.0495662950490624,"CA1","yoked_conflict-yoked_consistent"
"1432","Pdcl",0.0780358016351441,"CA1","yoked_conflict-yoked_consistent"
"1433","Pdia4",0.0754110299069697,"CA1","yoked_conflict-yoked_consistent"
"1434","Pdp1",0.0429437265780373,"CA1","yoked_conflict-yoked_consistent"
"1435","Pdpn",0.0821736975833367,"CA1","yoked_conflict-yoked_consistent"
"1436","Pdpr",0.0730621726476876,"CA1","yoked_conflict-yoked_consistent"
"1437","Pds5a",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1438","Pdxk",0.0143939820634328,"CA1","yoked_conflict-yoked_consistent"
"1439","Pecr",0.0765073394683428,"CA1","yoked_conflict-yoked_consistent"
"1440","Peli2",0.036487059039633,"CA1","yoked_conflict-yoked_consistent"
"1441","Pex26",0.0619198860876503,"CA1","yoked_conflict-yoked_consistent"
"1442","Pgbd5",0.0672059117538465,"CA1","yoked_conflict-yoked_consistent"
"1443","Pgrmc1",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1444","Phlpp2",0.00830444135113053,"CA1","yoked_conflict-yoked_consistent"
"1445","Pick1",0.077099653448114,"CA1","yoked_conflict-yoked_consistent"
"1446","Pigp",0.0791331478597586,"CA1","yoked_conflict-yoked_consistent"
"1447","Pik3cb",0.0886478560602473,"CA1","yoked_conflict-yoked_consistent"
"1448","Pitpnc1",0.0338606163933548,"CA1","yoked_conflict-yoked_consistent"
"1449","Pknox1",0.0415764133883418,"CA1","yoked_conflict-yoked_consistent"
"1450","Pla2g15",0.0562378850528341,"CA1","yoked_conflict-yoked_consistent"
"1451","Pla2g7",0.0671030277945921,"CA1","yoked_conflict-yoked_consistent"
"1452","Plaur",0.0693039937755564,"CA1","yoked_conflict-yoked_consistent"
"1453","Plekha1",0.0415954746054613,"CA1","yoked_conflict-yoked_consistent"
"1454","Plekha8",0.0425849961711262,"CA1","yoked_conflict-yoked_consistent"
"1455","Plin2",0.0777156640427123,"CA1","yoked_conflict-yoked_consistent"
"1456","Plxdc1",0.0974450327603219,"CA1","yoked_conflict-yoked_consistent"
"1457","Plxdc2",0.0579179973557845,"CA1","yoked_conflict-yoked_consistent"
"1458","Plxna4",0.0304009517561275,"CA1","yoked_conflict-yoked_consistent"
"1459","Pmpca",0.0360605150575619,"CA1","yoked_conflict-yoked_consistent"
"1460","Pnpla3",0.0248976654547649,"CA1","yoked_conflict-yoked_consistent"
"1461","Pnpla8",0.0682796934821544,"CA1","yoked_conflict-yoked_consistent"
"1462","Podxl",0.0248113519776609,"CA1","yoked_conflict-yoked_consistent"
"1463","Polr2d",0.0826867396867328,"CA1","yoked_conflict-yoked_consistent"
"1464","Polr3gl",0.0931601149668442,"CA1","yoked_conflict-yoked_consistent"
"1465","Ppdpf",0.0762919946985689,"CA1","yoked_conflict-yoked_consistent"
"1466","Ppfibp1",0.0316820732913349,"CA1","yoked_conflict-yoked_consistent"
"1467","Ppil2",0.0886178519374821,"CA1","yoked_conflict-yoked_consistent"
"1468","Ppm1d",0.0370799317282398,"CA1","yoked_conflict-yoked_consistent"
"1469","Ppp1cb",0.083056009647266,"CA1","yoked_conflict-yoked_consistent"
"1470","Ppp1r13l",0.0326249693973207,"CA1","yoked_conflict-yoked_consistent"
