"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"1700003E16Rik",6.81487175728276,7.31394623064817,6.32003085757434,6.81347933830745,7.32558749056575,6.58082058063128,7.16374867983515,6.81221950706321,6.83490795836534,6.87878561166388,7.06982894239238,6.84219261952035
"1700003F12Rik",6.16651959640838,5.74601471773009,6.60019828616156,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.91898088471957,6.05168137211589,5.74601471773009,5.74601471773009
"1700006E09Rik",6.06436664491995,6.38645313262447,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.98295979467019,5.74601471773009,5.96598844840126
"1700007G11Rik",6.1355220629252,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700007K09Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.98096736585904,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700007K13Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422537,5.74601471773009,6.08373963483239,5.74601471773009,5.95779084934619,6.05168137211589,5.74601471773009,6.01529640110915
"1700008O03Rik",6.06436664491995,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422537,5.74601471773009,5.74601471773009,6.11689602129963,6.18555587051557,5.74601471773009,6.35451166444358,5.90163489457776
"1700010I14Rik",5.97135139674534,6.38645313262447,6.03443910866163,5.74601471773009,6.25383794328405,5.74601471773009,6.08373963483239,6.40553789019331,5.74601471773009,5.74601471773009,6.212183820912,5.90163489457776
"1700011E24Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.0779228008653,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700011H14Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422537,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700013F07Rik",6.02185492652074,5.74601471773009,6.03443910866163,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.17786933683618,5.90163489457776
"1700014D04Rik",6.35912784955717,5.74601471773009,6.03443910866163,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.09332148405594
"1700015E13Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422537,5.74601471773009,5.74601471773009,6.11689602129963,5.74601471773009,5.74601471773009,5.92286684183806,6.05680468388423
"1700016D06Rik",6.22234554721018,6.38645313262447,6.03443910866163,6.2028281207757,6.01845616303518,6.18637410257059,6.02197511661528,5.74601471773009,6.30335268324699,5.74601471773009,5.92286684183806,6.21108529546451
"1700017B05Rik",7.77812999009613,7.51554170438576,6.80318636475597,7.68267883260494,7.44556666560486,7.23195800014997,7.56718076865737,8.05681736262144,7.3022026432313,7.23989187146999,7.37397640121275,7.59791010221159
"1700019B03Rik",5.74601471773009,6.2007163041327,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.04524372300253,5.74601471773009,5.74601471773009,5.90163489457776
"1700019D03Rik",6.39808189336062,6.64459133834263,6.24393779302673,6.44001656055586,6.21651083794126,6.63429058981535,6.7053950538873,6.26909573140534,6.59055590122793,6.82486049142829,6.66671064852881,6.48461218845212
"1700020A23Rik",5.97135139674534,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.93955192050117,5.74601471773009,5.74601471773009
"1700020D05Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.49449360737951,6.21437995814076,5.86835686934455,6.10741554155047,5.74601471773009,6.2360090261318
"1700020L24Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.24252161456539,6.27645869648312,6.13222517996476,5.74601471773009,5.74601471773009
"1700021F05Rik",6.77027299799333,6.74678563092428,6.72775853067017,6.81347933830745,6.71165018154608,7.01826303676005,6.84212641297254,6.59781383787628,6.42121207264248,6.7242099984891,6.94955068032668,6.67684459638149
"1700022I11Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.13073690606632,5.74601471773009,5.94129669167017,5.74601471773009,5.86835686934455,5.74601471773009,5.74601471773009,5.90163489457776
"1700023F06Rik",6.45224384152599,6.38645313262447,6.03443910866163,5.74601471773009,6.28850587039984,6.253848272637,5.74601471773009,6.0779228008653,5.74601471773009,6.27349277768693,6.4251023322401,6.5001491580929
"1700024P16Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.4085129687457,6.05799775503962,6.02197511661528,6.64249534544331,5.74601471773009,5.74601471773009,6.52781563163329,5.74601471773009
"1700025G04Rik",7.63765903468984,8.23874592896795,7.72881119956111,7.94095819095093,8.0466280704263,8.01767726376226,7.99781019944509,7.85245198186708,8.14418721247659,8.43321943270614,7.77155375304402,7.86085062065259
"1700027J19Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.93880281262351,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01951320260687,5.74601471773009,6.01529640110915
"1700028J19Rik",5.74601471773009,5.74601471773009,6.44677522158294,6.7184581734777,6.53174497705871,5.74601471773009,6.02197511661528,6.3849361907878,6.26246211250531,6.32320465498686,6.27395271228234,6.21108529546451
"1700028P14Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.92637191568324,5.74601471773009,5.74601471773009,5.99047976259634,5.74601471773009,5.74601471773009,5.90163489457776
"1700029F12Rik",5.74601471773009,5.74601471773009,5.74601471773009,6.11951744560923,5.74601471773009,5.74601471773009,6.02197511661528,5.74601471773009,5.99047976259634,6.05168137211589,5.74601471773009,5.74601471773009
"1700029I15Rik",5.74601471773009,6.2007163041327,6.24393779302673,6.44001656055586,6.13073690606632,6.36640614262992,6.22255185613063,6.18436861938232,6.11216765051845,6.13222517996476,6.27395271228234,6.38278293153433
"1700029J07Rik",6.3789236073746,5.74601471773009,6.64499732739937,6.33414409144239,6.13073690606632,6.84622384839729,6.22255185613063,5.74601471773009,6.11216765051845,6.25579385114531,6.37897466665394,6.05680468388423
"1700029P11Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.20201378062286,5.74601471773009,5.74601471773009,5.74601471773009
"1700030J22Rik",6.5784105814205,5.74601471773009,5.74601471773009,6.27277285307284,6.4085129687457,6.39133219096688,6.41694544367551,6.86969586511233,6.49206772662792,6.08073118812346,5.92286684183806,6.55907584816069
"1700030K09Rik",6.5784105814205,6.64459133834263,6.72775853067017,6.27277285307284,6.17583145262494,6.22135284088233,6.5184786626499,6.34145570982005,6.46262773177183,6.64987571833555,6.65064749842563,6.67684459638149
"1700034I23Rik",6.06436664491995,5.74601471773009,6.03443910866163,5.74601471773009,6.17583145262494,5.92637191568324,5.74601471773009,5.74601471773009,6.35341282453293,5.74601471773009,6.24406443825704,5.74601471773009
"1700034J05Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.24252161456539,5.74601471773009,5.93955192050117,6.14048577853517,5.96598844840126
"1700037C18Rik",6.16651959640838,6.2007163041327,6.03443910866163,5.74601471773009,6.43507124487607,6.98384403724366,6.2603486507478,5.74601471773009,6.09132938202759,6.51172506515807,6.30217033853605,6.51534498112484
"1700037H04Rik",6.73528031957469,7.46825723835564,7.05566533485981,7.00331466764707,7.23456606296923,7.17509916034096,6.91822147925335,7.14947116215828,7.36435949303621,7.34571499011334,6.82576963083976,6.82184799514039
"1700040L02Rik",6.33863055119901,5.74601471773009,6.38674697910088,6.11951744560923,6.17583145262494,6.00091276814161,5.94129669167017,5.74601471773009,6.13185952847338,6.17749173720119,6.65064749842563,6.32468745863109
"1700047I17Rik2",6.62061384869924,6.74678563092428,6.90572335376311,6.75129180825674,7.30598005710705,6.70040249363776,6.58596554040747,6.75084766364504,7.10161724651985,6.74180820693417,6.85185844063301,6.58684376140247
"1700048O20Rik",6.3789236073746,6.2007163041327,6.55261476465212,6.44001656055586,6.21651083794126,6.39133219096688,5.94129669167017,5.74601471773009,6.11216765051845,6.29059228912795,6.32896034239041,6.54479109214403
"1700057G04Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.21832560966091,5.74601471773009,5.74601471773009
"1700061G19Rik",6.35912784955717,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.28431077563994,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.99596529059142,6.09332148405594
"1700066B19Rik",6.19532823377328,5.74601471773009,5.74601471773009,5.74601471773009,5.93880281262351,5.74601471773009,5.74601471773009,6.26909573140534,6.50160478410953,5.93955192050117,5.74601471773009,6.01529640110915
"1700066M21Rik",7.10398327656877,7.06893395789686,7.05566533485981,7.24457248269195,7.14692477724509,7.69828857983315,7.30425346152843,6.94470096311447,7.07740354716856,7.15768860587771,7.38956057897301,6.91941644616005
"1700067K01Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.26909573140534,5.74601471773009,5.74601471773009,5.74601471773009,5.90163489457776
"1700088E04Rik",6.31735601409434,6.38645313262447,6.55261476465212,5.74601471773009,6.35166080487101,6.52325198610858,5.74601471773009,6.29433054272488,5.86835686934455,5.98295979467019,6.61751760060871,6.46871194211158
"1700093K21Rik",5.74601471773009,6.5272639655662,5.74601471773009,5.74601471773009,6.07943945422537,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01529640110915
"1700102P08Rik",6.06436664491995,5.74601471773009,6.76628213714257,6.11951744560923,5.74601471773009,5.74601471773009,6.13569127027349,5.74601471773009,6.36526200998523,5.74601471773009,6.212183820912,6.12628777439285
"1700109H08Rik",6.06436664491995,6.2007163041327,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.11689602129963,5.99047976259634,6.30714726930078,6.09905891000245,5.90163489457776
"1700112E06Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422537,5.74601471773009,5.74601471773009,5.74601471773009,5.95779084934619,5.74601471773009,5.74601471773009,5.74601471773009
"1700123L14Rik",5.90543270746838,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.88291745419195,5.74601471773009,6.01529640110915
"1700123O20Rik",6.66065176716826,6.2007163041327,6.60019828616156,6.57219114297089,6.71165018154608,7.01826303676005,6.94704589646679,6.91326845600718,7.1575785981407,6.53472880808473,6.86463279990671,6.90069052705899
"1700128F08Rik",6.59273877475058,6.38645313262447,6.55261476465212,6.11951744560923,6.71165018154608,6.52325198610858,6.49449360737951,6.26909573140534,6.30335268324699,6.6400892512114,6.35451166444358,6.73552773210109
"1810009A15Rik",6.75876423982917,6.83815198390189,6.99834638364494,6.87167352938765,6.5539546939191,5.92637191568324,6.56415175244218,5.74601471773009,6.79652217469604,6.53472880808473,6.60041150343722,6.30390083398407
"1810010H24Rik",6.06436664491995,6.2007163041327,6.38674697910088,6.48693865837898,6.28850587039984,5.74601471773009,6.08373963483239,5.74601471773009,5.99047976259634,6.05168137211589,6.24406443825704,5.74601471773009
"1810011H11Rik",5.97135139674534,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.17786933683618,5.74601471773009
"1810011O10Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.58212939409382,5.74601471773009,5.74601471773009,5.74601471773009
"1810013L24Rik",7.5799712628204,6.83815198390189,7.8193494568185,7.42608862317961,7.54651584915449,7.95259581521398,7.62291111511942,7.8287032389606,7.96985124259054,7.61583526179549,7.53510009654605,7.49817433280203
"1810022K09Rik",6.67356595562457,6.5272639655662,6.24393779302673,7.30209312359263,6.72936991775695,6.96022508797063,6.91822147925335,6.29433054272488,6.64709589160792,6.58923906524793,6.40247134964888,6.7579128203933
"1810024B03Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422537,5.74601471773009,5.74601471773009,6.0779228008653,5.74601471773009,5.93955192050117,5.74601471773009,6.01529640110915
"1810026J23Rik",7.94561643624989,8.03906989636033,8.35161875342656,8.04799342790439,7.92664354431538,7.9002435040476,7.90131957895195,7.90773528482433,7.48983120224192,7.86296748428553,7.98546270803586,7.97457574205798
"1810030O07Rik",6.97454283835749,6.99779671497195,6.50171616861298,6.75129180825674,6.81292181447495,6.68436902756504,7.21990287746993,7.05214147582804,7.18893394490118,6.9646646461322,7.19616189919246,6.96471342610643
"1810032O08Rik",6.3789236073746,6.64459133834263,5.74601471773009,6.53083515152989,6.48512598017227,6.54295089637861,5.74601471773009,6.18436861938232,6.38826597123907,6.29059228912795,6.48858062290051,6.34471599876911
"1810037I17Rik",6.86771176159918,6.83815198390189,6.93757667305958,7.47547922975846,7.59401655093577,7.58038389482883,7.27335526836051,6.48182062244405,6.96902990424968,7.17462826952608,6.93786645223181,6.97352848948154
"1810041L15Rik",7.63765903468984,7.60493663032915,7.40963759289419,8.11809075553078,7.60945202745218,7.15547265328608,7.76274030152471,7.9822534547613,7.76608164409661,7.97221398468497,7.29275600498863,7.42487285927252
"1810043G02Rik",7.15932812621701,7.4190323886764,7.7130759227894,7.32063860056483,7.44556666560486,7.43457782835721,7.49159369234816,6.64249534544331,7.13924674092145,7.37424397960043,7.47178340398022,7.21513471150205
"1810043H04Rik",6.5181490364862,7.06893395789686,6.64499732739937,6.11951744560923,6.74672977412546,6.59905970549397,6.54167555151999,6.34145570982005,6.29007969323523,7.03094167102667,6.32896034239041,6.67684459638149
"1810049J17Rik",5.74601471773009,5.74601471773009,5.74601471773009,6.33414409144239,6.74672977412546,5.74601471773009,6.29545088215056,6.6709423687361,6.23321165437591,6.51172506515807,6.46809088303187,6.61362866854975
"1810055G02Rik",6.99277747162682,7.06893395789686,6.93757667305958,6.44001656055586,6.85956473691286,7.06242298335718,6.64790973458671,6.68480099902571,6.79652217469604,7.24516141688571,7.3094646196557,7.12042196910214
"2010005H15Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.93955192050117,5.74601471773009,5.74601471773009
"2010107E04Rik",7.15159372857963,8.26500025952267,7.30355689981037,7.5981020796983,8.06829843808551,7.72916559850704,7.74166426053418,7.33583986865183,7.07740354716856,7.9126521002597,8.13116164585523,7.68550531092164
"2010107G23Rik",6.85738189513245,7.06893395789686,7.10998468997024,7.0276734523043,7.03897635701064,6.93602916339388,7.26286613508389,6.93433566356544,6.87775889499731,7.21316460579155,7.56890273227192,7.02485428102451
"2010109A12Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.18637410257059,5.74601471773009,5.74601471773009,5.74601471773009,5.98295979467019,5.74601471773009,5.74601471773009
"2010109I03Rik",6.19532823377328,5.74601471773009,5.74601471773009,5.74601471773009,6.21651083794126,6.48212009109979,6.13569127027349,5.74601471773009,6.51101242505696,6.10741554155047,6.17786933683618,6.28226779076496
"2010111I01Rik",7.63765903468984,8.29075642305701,7.57955011224901,7.47547922975846,7.38249102852825,7.44997776407562,7.69108220314081,7.2920567573916,7.20210218920512,7.83416107684514,7.7940496340311,7.69019661921975
"2010300C02Rik",9.31913865510048,8.64812797768599,8.86741943320849,8.84291159435442,9.11931366309205,8.93507033936497,9.29156396822567,9.89652445310276,8.42041609723173,8.78880438058146,9.81430265196465,9.20767020803842
"2010315B03Rik",6.6988001673486,6.64459133834263,6.44677522158294,6.78292947722468,6.61685707954538,6.74674955212543,6.5184786626499,6.44480097823291,6.45251883551555,6.48794056319792,6.17786933683618,6.46871194211158
"2200002D01Rik",5.90543270746838,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.92637191568324,6.02197511661528,5.74601471773009,6.01925349702034,5.74601471773009,5.74601471773009,5.96598844840126
"2210010C04Rik",6.19532823377328,5.74601471773009,5.74601471773009,5.74601471773009,5.93880281262351,6.14826413099723,5.74601471773009,6.1520728747008,5.74601471773009,6.21832560966091,5.74601471773009,5.74601471773009
"2210011C24Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01845616303518,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.90163489457776
"2210013O21Rik",6.60680223492987,7.31394623064817,6.50171616861298,7.09748066665331,6.84427756997435,6.96022508797063,6.35939184734644,6.68480099902571,6.94700056270808,6.74180820693417,7.32593317849344,6.58684376140247
"2210016F16Rik",6.4693318579833,6.74678563092428,6.38674697910088,6.57219114297089,6.72936991775695,6.71613415957155,6.84212641297254,6.29433054272488,6.45251883551555,6.51172506515807,6.93786645223181,6.54479109214403
"2210016L21Rik",8.13665009544349,8.48099338409022,8.27113761368069,8.3909909710391,8.27229119804685,8.36061067889995,8.21218435120329,8.19085118068405,7.71606154157366,8.03198307397131,8.44880568755151,8.15679256958578
"2210017I01Rik",5.74601471773009,7.06893395789686,6.32003085757434,5.74601471773009,5.93880281262351,6.22135284088233,6.29545088215056,5.74601471773009,5.91898088471957,5.74601471773009,5.74601471773009,6.05680468388423
"2210407C18Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01529640110915
"2210408I21Rik",6.67356595562457,6.38645313262447,6.838638267486,6.92647763814398,6.46057228151526,6.18637410257059,6.75918952926714,6.26909573140534,6.57360759119972,6.56791420677846,6.72800140470147,6.62668090234123
"2210418O10Rik",6.72329375856885,6.5272639655662,6.55261476465212,6.68430092586366,6.67504700178932,6.77631924135545,6.8578449302801,6.59781383787628,6.67014369853806,6.58923906524793,6.77123273357694,6.5302196064298
"2300009A05Rik",6.35912784955717,6.64459133834263,6.24393779302673,6.68430092586366,6.61685707954538,6.87276092924756,6.60716765916451,6.24252161456539,6.58212939409382,6.21832560966091,6.71309419081816,6.32468745863109
"2310009B15Rik",6.82568504857531,6.83815198390189,5.74601471773009,7.0276734523043,6.61685707954538,7.31217278098751,6.7053950538873,6.59781383787628,6.42121207264248,6.56791420677846,6.94955068032668,6.5302196064298
"2310011J03Rik",7.09583759036189,7.46825723835564,7.28111851905367,7.05146679788533,7.00035588253943,7.44230266943274,6.80986130569711,6.51692153181073,6.99058214756751,7.03733782126312,7.16829250150595,7.05769140008575
"2310022A10Rik",7.0106879441526,7.31394623064817,7.05566533485981,7.0276734523043,6.78044308433469,7.15547265328608,7.44746676048827,7.02394949080329,6.83490795836534,6.95778961819559,6.78518140907419,6.8718956980864
"2310022B05Rik",7.16700783974852,8.03906989636033,7.63131049210222,7.81214429033134,7.61709827129092,8.27866769151861,7.36366129699178,7.30683759220005,8.44027667927437,7.6273170621096,7.42012285329769,7.40729733911789
"2310030G06Rik",6.02185492652074,6.38645313262447,5.74601471773009,6.11951744560923,6.07943945422537,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.99596529059142,5.96598844840126
"2310033P09Rik",6.85738189513245,6.2007163041327,6.55261476465212,6.84303400695736,6.74672977412546,6.81890456226423,6.8578449302801,5.98096736585904,6.52029539476112,7.14624693966086,7.00599413085869,6.73552773210109
"2310035C23Rik",8.09770371833971,7.84018551825394,8.0460997620217,8.23928352074443,7.77450250700859,7.80034917804145,8.18213332016032,8.39045013130275,7.89558978432812,8.1693616742797,7.88550203049643,7.93646658373785
"2310036O22Rik",7.69279578053623,7.97606383036754,7.36835749710341,8.23928352074443,7.63225105049324,7.88951653018708,7.78347403154563,7.27708172631612,7.33369913918436,7.54461109215882,7.98064135584919,7.48718442252263
"2310039H08Rik",5.97135139674534,6.74678563092428,6.38674697910088,5.74601471773009,6.17583145262494,6.31306850669986,5.74601471773009,5.74601471773009,5.74601471773009,5.98295979467019,6.212183820912,6.21108529546451
"2310057J18Rik",5.74601471773009,5.74601471773009,6.15323483203576,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.92286684183806,5.74601471773009
"2310057M21Rik",7.11206693238795,6.83815198390189,7.21099817777675,7.1415767771459,7.10030241706347,6.74674955212543,7.00228892198559,7.31415703227894,7.16211350471286,6.58923906524793,7.38179439436067,6.86209921338977
"2310061I04Rik",7.68294933412541,8.12830806732643,6.90572335376311,7.66897404916787,7.78121318131182,7.31217278098751,7.45642302602442,7.299471075362,7.31411523933337,7.42930003272441,7.58874649359817,7.68079645719613
"2410002F23Rik",7.18972805235421,7.46825723835564,7.8193494568185,7.84856214847508,7.56255429180867,7.80610624790513,7.42934986942684,7.52707900682002,7.45880861060073,7.71911054411083,7.86455795118461,7.87713868215734
"2410004B18Rik",6.7471018561585,7.36767200551609,6.90572335376311,6.6113734637811,7.13545786211346,6.93602916339388,7.10453649804254,7.2071169961713,7.07740354716856,7.2864531957149,7.05945982518306,6.95581940855719
"2410004P03Rik",6.41665750827505,6.2007163041327,6.44677522158294,6.01048873685946,5.93880281262351,6.1060292116947,6.02197511661528,6.11689602129963,6.26246211250531,6.33880496133769,5.92286684183806,6.2360090261318
"2410015M20Rik",6.81487175728276,7.36767200551609,6.87277773979257,7.32063860056483,7.16950048482526,7.67303146153125,7.20889853977597,6.31840347379627,6.85351428849125,7.1288538221606,7.41255614087135,6.96471342610643
"2410016O06Rik",6.67356595562457,6.5272639655662,6.90572335376311,6.81347933830745,6.72936991775695,6.46058667269135,6.35939184734644,6.71184150272814,6.95807653795267,6.52332011673904,7.00599413085869,6.72411314693577
"2410089E03Rik",7.82318436508146,7.31394623064817,8.15205042587059,7.74905626601137,7.99085113204466,7.58038389482883,8.1305080461915,8.08471994783535,8.08359516063953,8.10243673558364,7.9213626919448,7.88520677477117
"2410131K14Rik",6.98370159673012,6.74678563092428,7.18660849870805,6.92647763814398,6.9871490267845,7.25933352555157,7.17521168300531,7.1909537723207,7.51007807346959,7.27114497287829,6.96109792521869,7.21513471150205
"2410137M14Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.93880281262351,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.08073118812346,5.74601471773009,5.74601471773009
"2410141K09Rik",6.02185492652074,5.74601471773009,5.74601471773009,6.38940370799125,5.74601471773009,5.74601471773009,5.74601471773009,6.18436861938232,5.74601471773009,5.74601471773009,5.74601471773009,6.05680468388423
"2510002D24Rik",6.4693318579833,6.99779671497195,6.50171616861298,6.95275757658379,6.84427756997435,6.92370339063182,6.60716765916451,6.48182062244405,6.64709589160792,6.42451493061465,6.68246260095643,6.5302196064298
"2510009E07Rik",7.30363196897914,7.13553279672632,7.57955011224901,7.37455209756521,7.84645965216172,7.87325848552847,7.46531273562573,7.84300476791845,7.90541211920742,7.33118323877233,7.28430904911189,7.28939450358365
"2510039O18Rik",7.26225842684831,6.74678563092428,6.90572335376311,7.09748066665331,7.28603099315899,7.51693082924586,7.152163628879,7.2071169961713,7.153024665716,7.53643620551296,7.41255614087135,7.59791010221159
"2610001J05Rik",6.4693318579833,6.92126115367035,7.10998468997024,6.2028281207757,6.61685707954538,7.28605994241503,6.7764033481286,6.24252161456539,6.58212939409382,6.85605613958485,6.71309419081816,6.61362866854975
"2610002M06Rik",7.76429905477457,7.72800932297442,7.69714252761692,7.83653663793948,7.87166225668308,7.54553926619648,7.63838462765985,7.94333043261725,7.33369913918436,7.71556442986421,7.35020329584923,7.66178260512358
"2610008E11Rik",7.00177232362748,7.1982454847502,6.72775853067017,7.283241919164,7.07620150018927,7.05155867964544,7.01563802634176,7.38490942971815,6.95255409350655,7.03733782126312,7.08009623763668,7.04140345727285
"2610020H08Rik",6.06436664491995,5.74601471773009,5.74601471773009,5.74601471773009,5.93880281262351,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.09905891000245,6.12628777439285
"2610021A01Rik",6.89803956331431,6.74678563092428,6.68741325644872,6.38940370799125,6.63672970998755,6.50299063240475,6.7053950538873,6.6568442965279,6.69989630799703,6.68787772065205,6.69791899579294,6.72411314693577
"2610044O15Rik8",6.88803757519847,6.74678563092428,7.08317564558473,7.26407273566883,6.96020151186135,7.19437942880694,7.04182392098465,7.22304748238326,7.14845151189875,7.1857771255583,6.72800140470147,6.92864514170194
"2610301B20Rik",7.34356121253798,7.46825723835564,7.05566533485981,7.1415767771459,7.01339250784827,7.62756957976547,7.59137354855791,7.2695194681167,6.85963449056727,7.0245054269563,7.92640619991161,7.57757670240468
"2610318N02Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.93880281262351,5.74601471773009,5.74601471773009,6.59781383787628,6.11216765051845,6.42451493061465,5.74601471773009,6.01529640110915
"2610507B11Rik",9.52055652398463,9.29820350659576,9.16402616166303,9.69546215680874,9.66897503079387,9.50155770597204,9.78639408259499,9.8048394193054,10.1132714272445,9.7341440109218,9.44609548516646,9.56123075042392
"2610524H06Rik",6.85738189513245,7.06893395789686,6.99834638364494,6.68430092586366,6.63672970998755,6.50299063240475,7.12861439287074,6.1520728747008,6.50160478410953,6.92267521242203,6.71309419081816,6.58684376140247
"2610528A11Rik",6.06436664491995,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.90163489457776
"2700049A03Rik",6.33863055119901,6.5272639655662,7.08317564558473,6.81347933830745,6.25383794328405,6.58082058063128,6.58596554040747,6.81221950706321,7.0822910042677,6.32320465498686,6.40247134964888,6.51534498112484
"2700060E02Rik",7.40720292473653,8.00794205782238,7.3471579253175,7.47547922975846,7.52205652409862,7.86230566492777,7.56718076865737,7.64883927422165,7.32198881712017,7.6273170621096,7.79961246706997,7.38945618125673
"2700062C07Rik",6.56380361520674,6.38645313262447,6.50171616861298,7.0276734523043,6.43507124487607,6.39133219096688,7.16374867983515,6.36360179522424,6.44225145405585,6.35398345014251,6.75705979092978,6.60035318107322
"2700081O15Rik",8.06864879784443,7.64731848658614,8.29170814880729,7.65511796144551,7.84008161746129,7.88951653018708,7.59933353084998,8.04467767217039,7.74962578286172,8.1643303887558,7.7940496340311,7.74517489542561
"2700094K13Rik",6.68627937607115,6.5272639655662,6.68741325644872,6.6113734637811,6.5539546939191,7.05155867964544,6.22255185613063,6.11689602129963,6.59888996164408,6.49993499875987,6.63425606100366,6.4009373081368
"2700097O09Rik",6.19532823377328,6.74678563092428,6.55261476465212,6.53083515152989,6.43507124487607,6.61687445109446,6.62780262159095,6.51692153181073,6.16843677707835,6.19838463573641,6.27395271228234,6.25968120485496
"2810004N23Rik",6.82568504857531,6.74678563092428,6.93757667305958,6.6113734637811,6.5539546939191,6.43832819948902,6.54167555151999,6.75084766364504,6.69989630799703,6.59968010936441,6.69791899579294,6.45242375721069
