tissue,gene,lfc,padj,logpadj,comparison,direction
DG,Hs6st1,0.6,3.79e-03,2.42,yoked vs. trained,trained
DG,Pou3f3,0.55,3.53e-02,1.45,yoked vs. trained,trained
DG,Zdbf2,1.56,7.15e-05,4.15,yoked vs. trained,trained
DG,Fzd5,3.21,3.78e-09,8.42,yoked vs. trained,trained
DG,Scg2,1.15,3.15e-02,1.5,yoked vs. trained,trained
DG,Cul3,0.43,4.26e-02,1.37,yoked vs. trained,trained
DG,Irs1,1.25,3.54e-04,3.45,yoked vs. trained,trained
DG,Per2,1.08,1.61e-02,1.79,yoked vs. trained,trained
DG,Btg2,1.77,1.18e-03,2.93,yoked vs. trained,trained
DG,Rgs2,2.19,5.35e-06,5.27,yoked vs. trained,trained
DG,Ptgs2,2.25,9.55e-06,5.02,yoked vs. trained,trained
DG,Rgs4,1.21,1.09e-04,3.96,yoked vs. trained,trained
DG,Olfml2b,0.45,3.94e-02,1.4,yoked vs. trained,trained
DG,Eprs,0.76,5.23e-03,2.28,yoked vs. trained,trained
DG,Atf3,1.78,5.23e-03,2.28,yoked vs. trained,trained
DG,Fam107b,1.62,2.76e-04,3.56,yoked vs. trained,trained
DG,Arl5b,1.27,3.91e-04,3.41,yoked vs. trained,trained
DG,Otud1,1.86,2.16e-06,5.67,yoked vs. trained,trained
DG,Slc25a25,0.72,4.59e-03,2.34,yoked vs. trained,trained
DG,Sh2d3c,1.5,9.73e-02,1.01,yoked vs. trained,trained
DG,Nr4a2,1.59,3.65e-02,1.44,yoked vs. trained,trained
DG,Gad1,0.55,3.93e-02,1.41,yoked vs. trained,trained
DG,Ctnnd1,0.91,3.65e-02,1.44,yoked vs. trained,trained
DG,Gm13889,1.63,3.27e-03,2.49,yoked vs. trained,trained
DG,Kcna4,1.02,1.58e-02,1.8,yoked vs. trained,trained
DG,Bdnf,1.36,3.44e-05,4.46,yoked vs. trained,trained
DG,Thbs1,2.52,8.13e-02,1.09,yoked vs. trained,trained
DG,Pak6,0.93,3.90e-03,2.41,yoked vs. trained,trained
DG,Ccdc32,-0.59,6.54e-02,1.18,yoked vs. trained,yoked
DG,Lcmt2,1.23,6.84e-02,1.16,yoked vs. trained,trained
DG,Flrt3,0.94,3.01e-02,1.52,yoked vs. trained,trained
DG,Tspyl3,-1.5,2.54e-02,1.59,yoked vs. trained,yoked
DG,Ctcfl,-3.74,3.90e-03,2.41,yoked vs. trained,yoked
DG,Gmeb2,1.17,9.92e-02,1,yoked vs. trained,trained
DG,Gyg,-1.7,4.12e-02,1.39,yoked vs. trained,yoked
DG,Foxo1,0.59,7.23e-02,1.14,yoked vs. trained,trained
DG,Tsc22d2,1.21,5.88e-04,3.23,yoked vs. trained,trained
DG,Siah2,1.16,4.14e-02,1.38,yoked vs. trained,trained
DG,Tiparp,2.04,3.84e-04,3.42,yoked vs. trained,trained
DG,Fbxw7,0.74,6.83e-03,2.17,yoked vs. trained,trained
DG,Lmna,1.29,2.36e-03,2.63,yoked vs. trained,trained
DG,Ciart,1.11,8.39e-03,2.08,yoked vs. trained,trained
DG,Slc16a1,1.95,2.05e-07,6.69,yoked vs. trained,trained
DG,Prpf38b,0.65,6.04e-02,1.22,yoked vs. trained,trained
DG,Dnajb4,0.93,2.38e-02,1.62,yoked vs. trained,trained
DG,Dnaja1,0.57,1.53e-02,1.81,yoked vs. trained,trained
DG,Nr4a3,2.52,9.09e-04,3.04,yoked vs. trained,trained
DG,Jun,1.02,3.24e-05,4.49,yoked vs. trained,trained
DG,Plk3,1.66,9.11e-03,2.04,yoked vs. trained,trained
DG,Errfi1,1.66,9.09e-08,7.04,yoked vs. trained,trained
DG,Plch2,-1.47,7.43e-02,1.13,yoked vs. trained,yoked
DG,Cyp51,0.9,2.60e-02,1.59,yoked vs. trained,trained
DG,Cldn12,0.84,4.76e-02,1.32,yoked vs. trained,trained
DG,Fosl2,2.02,1.29e-05,4.89,yoked vs. trained,trained
DG,Tnip2,0.63,9.59e-03,2.02,yoked vs. trained,trained
DG,Rbm47,-3.79,6.78e-02,1.17,yoked vs. trained,yoked
DG,Rasl11b,1.37,2.54e-02,1.59,yoked vs. trained,trained
DG,Coq2,-0.53,9.73e-02,1.01,yoked vs. trained,yoked
DG,A830010M20Rik,1.53,7.89e-07,6.1,yoked vs. trained,trained
DG,Mn1,1.29,3.54e-04,3.45,yoked vs. trained,trained
DG,Ankrd13a,0.57,8.45e-02,1.07,yoked vs. trained,trained
DG,Pxn,-0.71,6.35e-02,1.2,yoked vs. trained,yoked
DG,Ubc,0.78,5.34e-05,4.27,yoked vs. trained,trained
DG,Nptx2,1.63,2.40e-07,6.62,yoked vs. trained,trained
DG,Rasl11a,1.71,3.90e-03,2.41,yoked vs. trained,trained
DG,Uspl1,0.85,1.58e-02,1.8,yoked vs. trained,trained
DG,Hsph1,0.56,4.47e-02,1.35,yoked vs. trained,trained
DG,Peg10,1.08,5.38e-02,1.27,yoked vs. trained,trained
DG,Bmt2,-2.94,1.20e-02,1.92,yoked vs. trained,yoked
DG,Mest,1.67,3.44e-05,4.46,yoked vs. trained,trained
DG,Kdm7a,0.65,4.93e-02,1.31,yoked vs. trained,trained
DG,Neurod6,-3.14,1.27e-02,1.9,yoked vs. trained,yoked
DG,Nap1l5,0.64,8.97e-02,1.05,yoked vs. trained,trained
DG,Egr4,2.26,5.34e-05,4.27,yoked vs. trained,trained
DG,Cecr6,-0.84,3.75e-03,2.43,yoked vs. trained,yoked
DG,Slc2a3,0.55,1.95e-03,2.71,yoked vs. trained,trained
DG,Dusp16,1.46,1.91e-02,1.72,yoked vs. trained,trained
DG,Gpr19,1.44,1.55e-03,2.81,yoked vs. trained,trained
DG,Fosb,2.09,1.55e-03,2.81,yoked vs. trained,trained
DG,Erf,0.82,6.83e-03,2.17,yoked vs. trained,trained
DG,Gpi1,-0.37,7.43e-02,1.13,yoked vs. trained,yoked
DG,Ankrd27,-1.09,5.93e-02,1.23,yoked vs. trained,yoked
DG,Ppp1r15a,1.3,1.68e-03,2.78,yoked vs. trained,trained
DG,Spty2d1,1.31,5.06e-05,4.3,yoked vs. trained,trained
DG,Lysmd4,-0.89,4.49e-03,2.35,yoked vs. trained,yoked
DG,Sv2b,-3.49,7.95e-03,2.1,yoked vs. trained,yoked
DG,Acan,1.97,4.54e-09,8.34,yoked vs. trained,trained
DG,Abhd2,0.86,1.53e-02,1.81,yoked vs. trained,trained
DG,Il16,0.68,1.78e-02,1.75,yoked vs. trained,trained
DG,Fzd4,1.91,4.71e-04,3.33,yoked vs. trained,trained
DG,Zfp668,-0.62,6.99e-02,1.16,yoked vs. trained,yoked
DG,Dusp8,0.67,3.53e-03,2.45,yoked vs. trained,trained
DG,Irs2,1.26,6.68e-05,4.18,yoked vs. trained,trained
DG,Dusp4,0.94,5.10e-03,2.29,yoked vs. trained,trained
DG,Lonrf1,1.92,1.06e-04,3.97,yoked vs. trained,trained
DG,Klkb1,-3.53,6.18e-03,2.21,yoked vs. trained,yoked
DG,Ing2,1.25,4.75e-02,1.32,yoked vs. trained,trained
DG,Mfap3l,1.01,3.65e-02,1.44,yoked vs. trained,trained
DG,Naf1,0.76,3.80e-02,1.42,yoked vs. trained,trained
DG,Zfp869,1.15,9.73e-02,1.01,yoked vs. trained,trained
DG,Jund,1.15,1.02e-04,3.99,yoked vs. trained,trained
DG,Slc5a5,-2.64,7.26e-02,1.14,yoked vs. trained,yoked
DG,Klf2,1.24,1.27e-02,1.89,yoked vs. trained,trained
DG,Scoc,-0.82,9.73e-02,1.01,yoked vs. trained,yoked
DG,Dnajb1,1.53,1.50e-03,2.82,yoked vs. trained,trained
DG,Junb,1.59,2.23e-03,2.65,yoked vs. trained,trained
DG,Tmem170,-3.83,2.55e-03,2.59,yoked vs. trained,yoked
DG,Cpne7,-2.96,9.73e-02,1.01,yoked vs. trained,yoked
DG,Mc1r,-2.36,9.73e-02,1.01,yoked vs. trained,yoked
DG,Irf2bp2,0.67,6.06e-02,1.22,yoked vs. trained,trained
DG,Senp8,-1.87,9.73e-02,1.01,yoked vs. trained,yoked
DG,C2cd4b,1.26,3.53e-03,2.45,yoked vs. trained,trained
DG,1190002N15Rik,1.64,2.45e-04,3.61,yoked vs. trained,trained
DG,Arpp21,0.5,8.67e-02,1.06,yoked vs. trained,trained
DG,Plagl1,1.33,8.47e-04,3.07,yoked vs. trained,trained
DG,Cited2,1.18,8.66e-03,2.06,yoked vs. trained,trained
DG,Heca,0.81,5.22e-02,1.28,yoked vs. trained,trained
DG,Sgk1,1.86,1.16e-09,8.94,yoked vs. trained,trained
DG,Ranbp2,1.23,3.65e-02,1.44,yoked vs. trained,trained
DG,Sowahc,1.44,6.89e-03,2.16,yoked vs. trained,trained
DG,Jmjd1c,0.55,4.34e-02,1.36,yoked vs. trained,trained
DG,Arid5b,1.06,5.36e-03,2.27,yoked vs. trained,trained
DG,Gnaz,-3.73,3.04e-03,2.52,yoked vs. trained,yoked
DG,Nuak1,0.55,3.65e-02,1.44,yoked vs. trained,trained
DG,Apaf1,1.26,4.55e-03,2.34,yoked vs. trained,trained
DG,Dusp6,1.58,5.20e-02,1.28,yoked vs. trained,trained
DG,Kitl,2.06,9.41e-05,4.03,yoked vs. trained,trained
DG,Phlda1,1.22,6.53e-02,1.18,yoked vs. trained,trained
DG,Dyrk2,1.12,4.26e-02,1.37,yoked vs. trained,trained
DG,Lemd3,1.02,4.46e-02,1.35,yoked vs. trained,trained
DG,BC048403,-2.06,4.71e-02,1.33,yoked vs. trained,yoked
DG,Srgap1,-2.01,6.99e-02,1.16,yoked vs. trained,yoked
DG,Pgam2,-1.55,7.26e-02,1.14,yoked vs. trained,yoked
DG,Peli1,1.18,1.16e-04,3.94,yoked vs. trained,trained
DG,B3gnt2,1.01,9.73e-02,1.01,yoked vs. trained,trained
DG,Cpeb4,0.72,6.67e-04,3.18,yoked vs. trained,trained
DG,Med7,0.89,9.73e-02,1.01,yoked vs. trained,trained
DG,Rasd1,2.02,5.60e-05,4.25,yoked vs. trained,trained
DG,Per1,1.19,1.02e-04,3.99,yoked vs. trained,trained
DG,Kdm6b,0.75,1.20e-02,1.92,yoked vs. trained,trained
DG,Zfp207,-0.4,9.73e-02,1.01,yoked vs. trained,yoked
DG,Dusp14,0.76,7.62e-02,1.12,yoked vs. trained,trained
DG,Cwc25,1.18,8.09e-03,2.09,yoked vs. trained,trained
DG,Stac2,-2.35,7.49e-02,1.13,yoked vs. trained,yoked
DG,Arl4d,1.28,8.30e-04,3.08,yoked vs. trained,trained
DG,Kcnj2,1.76,6.51e-06,5.19,yoked vs. trained,trained
DG,Sox9,1.13,5.36e-02,1.27,yoked vs. trained,trained
DG,Lrrc45,-0.56,8.45e-02,1.07,yoked vs. trained,yoked
DG,Kcnf1,1.76,5.60e-05,4.25,yoked vs. trained,trained
DG,Odc1,0.91,8.47e-04,3.07,yoked vs. trained,trained
DG,Ahr,1.59,1.91e-02,1.72,yoked vs. trained,trained
DG,Arl4a,1.12,5.61e-02,1.25,yoked vs. trained,trained
DG,Foxg1,0.48,5.21e-02,1.28,yoked vs. trained,trained
DG,Fbxo33,2.32,7.24e-05,4.14,yoked vs. trained,trained
DG,Frmd6,2.48,5.35e-06,5.27,yoked vs. trained,trained
DG,Dbpht2,1.58,2.11e-06,5.68,yoked vs. trained,trained
DG,Fos,1.6,8.45e-02,1.07,yoked vs. trained,trained
DG,Jdp2,0.68,4.18e-02,1.38,yoked vs. trained,trained
DG,Ccnk,0.81,1.72e-02,1.76,yoked vs. trained,trained
DG,Eif5,0.36,9.73e-02,1.01,yoked vs. trained,trained
DG,Klf6,1.07,9.73e-02,1.01,yoked vs. trained,trained
DG,Eef1e1,-1.57,3.94e-02,1.4,yoked vs. trained,yoked
DG,Nedd9,1.6,6.36e-02,1.2,yoked vs. trained,trained
DG,Gadd45g,1.42,9.41e-05,4.03,yoked vs. trained,trained
DG,Nfil3,1.88,8.30e-04,3.08,yoked vs. trained,trained
DG,Homer1,1.99,6.68e-05,4.18,yoked vs. trained,trained
DG,Hmgcr,1.17,3.56e-04,3.45,yoked vs. trained,trained
DG,Plk2,1.69,6.68e-05,4.18,yoked vs. trained,trained
DG,Snx18,1.63,1.62e-05,4.79,yoked vs. trained,trained
DG,Ankrd28,1.19,1.25e-03,2.9,yoked vs. trained,trained
DG,Fermt2,0.6,9.73e-02,1.01,yoked vs. trained,trained
DG,Stmn4,0.54,5.56e-02,1.25,yoked vs. trained,trained
DG,Dpysl2,-2.41,2.94e-02,1.53,yoked vs. trained,yoked
DG,Nefm,0.64,1.27e-02,1.89,yoked vs. trained,trained
DG,Egr3,0.94,1.20e-02,1.92,yoked vs. trained,trained
DG,Pcdh8,1.6,4.14e-05,4.38,yoked vs. trained,trained
DG,Slitrk5,0.56,9.73e-02,1.01,yoked vs. trained,trained
DG,March11,1.61,1.07e-02,1.97,yoked vs. trained,trained
DG,Ankrd33b,0.93,6.43e-04,3.19,yoked vs. trained,trained
DG,Trib1,2.17,3.17e-02,1.5,yoked vs. trained,trained
DG,Myc,1.19,9.73e-02,1.01,yoked vs. trained,trained
DG,Slc45a4,0.71,4.60e-02,1.34,yoked vs. trained,trained
DG,Arc,2.1,4.72e-06,5.33,yoked vs. trained,trained
DG,Fam118a,0.96,9.73e-02,1.01,yoked vs. trained,trained
DG,Amigo2,1.36,2.54e-02,1.59,yoked vs. trained,trained
DG,Nr4a1,1.69,1.67e-02,1.78,yoked vs. trained,trained
DG,Igf2bp2,-4.04,1.58e-02,1.8,yoked vs. trained,yoked
DG,Tra2b,0.59,9.73e-02,1.01,yoked vs. trained,trained
DG,Arl13b,1.23,9.92e-02,1,yoked vs. trained,trained
DG,Zfp654,0.77,9.79e-02,1.01,yoked vs. trained,trained
DG,Cxadr,1.33,1.64e-03,2.78,yoked vs. trained,trained
DG,Adamts1,1.88,1.88e-03,2.73,yoked vs. trained,trained
DG,Bach1,1.05,3.65e-02,1.44,yoked vs. trained,trained
DG,Rgmb,0.92,4.10e-02,1.39,yoked vs. trained,trained
DG,Hspa1a,1.58,6.07e-02,1.22,yoked vs. trained,trained
DG,Srf,0.75,3.03e-02,1.52,yoked vs. trained,trained
DG,Rfx2,2.53,6.68e-05,4.18,yoked vs. trained,trained
DG,Tubb4a,-0.76,1.99e-02,1.7,yoked vs. trained,yoked
DG,Lbh,1.21,9.86e-04,3.01,yoked vs. trained,trained
DG,Syt4,0.95,4.94e-03,2.31,yoked vs. trained,trained
DG,Egr1,1.58,8.93e-04,3.05,yoked vs. trained,trained
DG,Lrrtm2,0.68,9.24e-02,1.03,yoked vs. trained,trained
DG,Pde6a,-3.4,4.71e-02,1.33,yoked vs. trained,yoked
DG,Smad7,2.53,3.52e-13,12.45,yoked vs. trained,trained
DG,Npas4,2.76,2.33e-06,5.63,yoked vs. trained,trained
DG,Nxf1,-0.47,9.79e-02,1.01,yoked vs. trained,yoked
DG,Prune2,-1.84,9.73e-02,1.01,yoked vs. trained,yoked
DG,Zfand5,0.76,3.65e-02,1.44,yoked vs. trained,trained
DG,Cnnm1,0.65,7.76e-03,2.11,yoked vs. trained,trained
DG,Adrb1,0.98,3.11e-02,1.51,yoked vs. trained,trained
DG,Zbtb33,0.71,9.78e-02,1.01,yoked vs. trained,trained
DG,Zfp275,1.23,1.20e-02,1.92,yoked vs. trained,trained
DG,Armcx5,1.2,6.80e-03,2.17,yoked vs. trained,trained
DG,Piga,1.29,2.73e-02,1.56,yoked vs. trained,trained
DG,Gm2115,3.48,1.44e-02,1.84,standard.yoked vs. conflict.yoked,conflict.yoked
DG,Kcnc2,4.09,7.03e-03,2.15,standard.yoked vs. conflict.yoked,conflict.yoked
DG,Nlrp3,4.1,2.45e-03,2.61,standard.yoked vs. conflict.yoked,conflict.yoked
CA3,Tbc1d16,-2,7.05e-02,1.15,standard.yoked vs. conflict.yoked,standard.yoked
CA3,Sco2,7.48,4.17e-03,2.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Inhbb,-2.36,3.63e-02,1.44,yoked vs. trained,yoked
CA1,Ctcfl,-2.61,3.63e-02,1.44,yoked vs. trained,yoked
CA1,Ahdc1,-1.61,6.50e-02,1.19,yoked vs. trained,yoked
CA1,Glcci1,1.98,1.44e-03,2.84,yoked vs. trained,trained
CA1,Bmt2,-2.48,5.66e-02,1.25,yoked vs. trained,yoked
CA1,Il4ra,-4,3.76e-02,1.43,yoked vs. trained,yoked
CA1,Klkb1,-2.59,2.77e-02,1.56,yoked vs. trained,yoked
CA1,Stox2,-3.79,1.08e-02,1.97,yoked vs. trained,yoked
CA1,Tmem170,-2.61,4.80e-02,1.32,yoked vs. trained,yoked
CA1,Gnaz,-3.11,1.12e-02,1.95,yoked vs. trained,yoked
CA1,Stac3,-2.21,5.66e-02,1.25,yoked vs. trained,yoked
CA1,Fn3krp,-1.43,4.80e-02,1.32,yoked vs. trained,yoked
CA1,Khnyn,-1.89,9.80e-02,1.01,yoked vs. trained,yoked
CA1,Igf2bp2,-3.85,9.56e-03,2.02,yoked vs. trained,yoked
CA1,Mx1,-3.2,7.87e-02,1.1,yoked vs. trained,yoked
CA1,Pde6a,-3.39,1.08e-02,1.97,yoked vs. trained,yoked
CA1,Ncoa2,1.04,8.75e-02,1.06,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Kcnb2,2.42,3.17e-02,1.5,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rpl7,-0.87,4.56e-02,1.34,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Sdhaf4,-2.85,9.99e-03,2,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Adgrb3,1.07,6.85e-02,1.16,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Lonrf2,1,7.32e-02,1.14,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc9a2,-1.11,4.26e-02,1.37,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Nabp1,4.9,7.77e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rftn2,3.43,3.02e-02,1.52,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Mars2,-2.12,3.36e-03,2.47,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Tyw5,4.73,6.73e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Bmpr2,1.02,8.96e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Zdbf2,2.09,2.97e-02,1.53,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Fastkd2,3.05,8.27e-02,1.08,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Erbb4,2.41,2.42e-02,1.62,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pecr,-3.32,7.65e-02,1.12,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Fam134a,0.89,8.86e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ankzf1,-2.2,1.98e-02,1.7,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mrpl44,-2.01,6.71e-02,1.17,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Sphkap,0.64,9.95e-02,1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Agap1,2.69,3.23e-06,5.49,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Sned1,-3.56,1.04e-02,1.98,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Bok,2.88,6.07e-02,1.22,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Thap4,-1.97,3.11e-02,1.51,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Atg4b,-0.94,5.84e-02,1.23,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Cntnap5b,5.42,3.83e-02,1.42,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Lypd1,1.25,8.89e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rabif,-1.55,6.72e-02,1.17,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rnpep,2.61,2.23e-03,2.65,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Nek7,1.73,6.98e-02,1.16,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,2310009B15Rik,4.97,7.61e-02,1.12,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cdc73,1.92,8.02e-02,1.1,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rgs8,1.64,2.52e-03,2.6,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rgs16,5.09,7.77e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tor1aip2,1.39,8.40e-02,1.08,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Soat1,1.52,7.77e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Fam20b,0.8,8.86e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ralgps2,1.4,5.05e-02,1.3,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rasal2,1.33,4.26e-02,1.37,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Astn1,0.88,6.83e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc19a2,3.14,4.65e-02,1.33,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Uhmk1,0.86,4.26e-02,1.37,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Fcgr3,5.15,5.62e-02,1.25,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pcp4l1,2.56,8.53e-02,1.07,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tomm40l,-1.42,3.52e-02,1.45,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Atp1a2,0.95,5.32e-02,1.27,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Kcnj10,1.66,2.34e-02,1.63,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tagln2,4.86,6.72e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dusp10,4.9,7.15e-02,1.15,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,C130074G19Rik,-2.31,7.77e-02,1.11,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Slc30a1,1.45,5.66e-02,1.25,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Camk1g,-1.26,5.83e-02,1.23,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Optn,6.03,4.16e-02,1.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cdc123,-1.06,9.57e-02,1.02,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Sec61a2,-1.45,2.29e-02,1.64,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Dhtkd1,-1.92,9.10e-02,1.04,standard.yoked vs. conflict.yoked,standard.yoked
CA1,C1ql3,-1.04,9.57e-02,1.02,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Plxdc2,2.39,5.79e-02,1.24,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gpr158,0.88,7.85e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gad2,2.79,2.08e-03,2.68,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ssna1,2.13,9.48e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Entpd2,4.98,9.63e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Traf2,4.02,7.58e-02,1.12,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Nacc2,1.25,7.13e-02,1.15,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dnlz,1.43,9.32e-02,1.03,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pmpca,-1.09,3.61e-02,1.44,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Surf6,-1.75,8.22e-02,1.09,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Surf2,-1.39,9.77e-02,1.01,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Cacfd1,-1.33,8.89e-02,1.05,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Endog,4.62,9.52e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Eng,5.27,4.90e-02,1.31,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Lhx6,5.08,6.98e-02,1.16,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pdcl,-2.03,7.80e-02,1.11,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rabgap1,0.82,9.25e-02,1.03,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Golga1,2.62,2.33e-02,1.63,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Kif5c,0.63,4.66e-02,1.33,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Stam2,1.94,8.53e-02,1.07,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Galnt13,3.21,3.26e-02,1.49,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Bbs5,2.78,9.25e-02,1.03,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Lnpk1,1.4,7.74e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc39a13,3.36,4.16e-02,1.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Spi1,4.96,9.72e-02,1.01,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Prdm11,-1.08,7.69e-02,1.11,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Trp53i11,3.77,4.73e-02,1.33,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Commd9,2.45,9.25e-02,1.03,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc1a2,1.04,2.33e-02,1.63,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Zfp770,2.76,8.96e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Srp14,-1.12,6.72e-02,1.17,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mga,2.32,1.29e-03,2.89,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ubr1,1.23,8.96e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Hypk,5.67,4.21e-02,1.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gabpb1,-2.56,8.13e-03,2.09,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ciao1,-1.12,6.47e-02,1.19,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Tmem87b,2.16,3.26e-02,1.49,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cds2,0.97,5.84e-02,1.23,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Flrt3,-1.98,6.98e-02,1.16,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rrbp1,1.8,8.96e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc24a3,0.86,1.21e-02,1.92,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rin2,2.01,5.84e-02,1.23,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Naa20,-1.26,7.89e-02,1.1,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Crnkl1,-2.48,2.96e-02,1.53,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Cd93,4.11,6.98e-02,1.16,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Syndig1,1.57,6.83e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Zfp937,4,5.83e-02,1.23,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Apmap,-1.52,2.47e-02,1.61,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Srxn1,1.46,8.27e-02,1.08,standard.yoked vs. conflict.yoked,conflict.yoked
